"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","Eucl_distance","NS_shift","EW_shift","shift_direction","n_routes_hist","n_routes_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","rS_NA","rE_NA","rU_NA","rS_A","rE_A","rU_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Accipiter cooperii",570179.049731636,256067.594406682,404024.965874814,243428.864557748,166634.081371412,-12638.7298489341,-166154.083856823,-90.2561376918905,79,189,0.747201291883525,0.98001998001998,0.842157842157842,0.842157842157842,1,0.979020979020979,0.842157842157842,0.842157842157842,1,0.027972027972028,0.165834165834166,0.165834165834166,0.001998001998002,0.022977022977023,0.155844155844156,0.155844155844156,0.000999000999000999,0.91843201434182,0.0815679856581801,0.00539215468102453,0.91843201434182,0.0815679856581801,0.00539215468102453,0.913881636854013,0.00495450661208524,0.0811638565339022
"Accipiter striatus",673100.187473201,703452.102419683,762998.009554213,569760.989589246,161105.344618824,-133691.112830437,89897.8220810123,150.81656840851,47,31,0.776178771154632,0.995004995004995,0.936063936063936,0.936063936063936,1,0.993006993006993,0.941058941058941,0.941058941058941,1,0.00899100899100899,0.0919080919080919,0.0919080919080919,0.002997002997003,0.00599400599400599,0.0729270729270729,0.0729270729270729,0.001998001998002,0.921756233022944,0.0782437669770557,0.0541312399748304,0.921756233022944,0.0782437669770557,0.0541312399748304,0.875568837558678,0.0501080370379405,0.0743231254033814
"Actitis macularius",-521667.550245626,831879.782602129,-617304.077723726,864366.709762479,101003.692132473,32486.9271603501,-95636.5274781001,-75.2024673370233,112,87,0.843917943162055,1,1,1,1,1,1,1,1,0.000999000999000999,0.110889110889111,0.110889110889111,0.000999000999000999,0.000999000999000999,0.0939060939060939,0.0939060939060939,0.000999000999000999,1,0,0.0563076295394504,1,0,0.0563076295394504,0.94369237046055,0.0563076295394504,0
"Aix sponsa",740061.979055236,347276.410918908,772718.173179127,326847.880003602,38519.5001267527,-20428.5309153069,32656.1941238909,126.8291945185,228,237,0.926170125407815,0.999000999000999,0.986013986013986,0.986013986013986,1,1,0.99000999000999,0.99000999000999,1,0.003996003996004,0.00999000999000999,0.00999000999000999,0.000999000999000999,0.000999000999000999,0.012987012987013,0.012987012987013,0.000999000999000999,0.991884841551306,0.00811515844869417,0.00704020184180351,0.991884841551306,0.00811515844869417,0.00704020184180351,0.984958045034129,0.00698346847033549,0.00805848649553594
"Ammodramus savannarum",474862.123710255,404877.199154508,432961.53831062,348466.550612516,70269.6259116289,-56410.6485419921,-41900.5853996351,-139.470508898226,313,232,0.858980392025561,0.997002997002997,0.985014985014985,0.985014985014985,1,0.996003996003996,0.985014985014985,0.985014985014985,1,0.00599400599400599,0.016983016983017,0.016983016983017,0.000999000999000999,0.00599400599400599,0.018981018981019,0.018981018981019,0.000999000999000999,0.991032120771536,0.00896787922846419,0.00444139458256832,0.991032120771536,0.00896787922846419,0.00444139458256832,0.986669855031202,0.0044017400131674,0.00892840495563101
"Amphispiza bilineata",-1175290.74354353,-236243.156306661,-1174062.46937369,-250805.519640236,14614.0714140642,-14562.3633335754,1228.27416984504,167.159764474166,33,34,0.95742068025216,1,0.996003996003996,0.996003996003996,1,1,0.994005994005994,0.994005994005994,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.992109672674504,0.00789032732549647,0.0187091169200314,0.992109672674504,0.00789032732549647,0.0187091169200314,0.973691914239999,0.0185642363357418,0.00774384942425959
"Anas platyrhynchos",211536.916877783,586326.865368324,246530.583661989,624758.670607846,51976.5367158351,38431.8052395222,34993.6667842052,44.1979801639949,392,350,0.926011270355415,1,0.525474525474525,0.525474525474525,1,1,0.524475524475524,0.524475524475524,1,0.002997002997003,0.430569430569431,0.430569430569431,0.002997002997003,0.001998001998002,0.427572427572428,0.427572427572428,0.001998001998002,0.999981608859645,1.83911403549419e-05,0.00829767066541782,0.999981608859645,1.83911403549419e-05,0.00829767066541782,0.991684242132464,0.00829751932802353,1.82385395123824e-05
"Antrostomus carolinensis",788842.872155229,-385189.824998437,781753.033586806,-383708.7134486,7242.89323056493,1481.11154983711,-7089.83856842329,-73.2548870787669,127,97,0.912761093168031,1,0.984015984015984,0.984015984015984,1,1,0.993006993006993,0.993006993006993,1,0.001998001998002,0.015984015984016,0.015984015984016,0.001998001998002,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.983555505882147,0.0164444941178536,0.00506901740473326,0.983555505882147,0.0164444941178536,0.00506901740473326,0.978651423768821,0.0049860756042705,0.016362500626908
"Antrostomus vociferus",903859.717240876,141122.038261022,1092422.25637341,147064.003155424,188656.137220384,5941.96489440204,188562.539132538,94.3831511662812,79,42,0.808726892547402,1,0.926073926073926,0.926073926073926,1,1,0.931068931068931,0.931068931068931,1,0.002997002997003,0.0669330669330669,0.0669330669330669,0.002997002997003,0.000999000999000999,0.0819180819180819,0.0819180819180819,0.000999000999000999,0.938931949080107,0.0610680509198927,0.118074567731458,0.938931949080107,0.0610680509198927,0.118074567731458,0.834082184479237,0.111669184016578,0.0542486315041855
"Aphelocoma californica",-2146131.93152158,562708.057926029,-2139845.5005671,625991.229058056,63594.6457075671,63283.1711320279,6286.43095448101,-9.9583777741936,32,34,0.88386041694155,1,0.998001998001998,0.998001998001998,1,0.999000999000999,0.995004995004995,0.995004995004995,1,0.001998001998002,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.912360745511664,0.0876392544883364,0.00141851520881169,0.912360745511664,0.0876392544883364,0.00141851520881169,0.911179823621088,0.00129435850499385,0.0875258178739181
