"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","Eucl_distance","NS_shift","EW_shift","shift_direction","n_routes_hist","n_routes_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","rS_NA","rE_NA","rU_NA","rS_A","rE_A","rU_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Archilochus colubris",997990.68101345,242971.835178951,944266.441408857,269975.605297035,60129.0073232716,27003.7701180841,-53724.239604593,-56.761337718591,193,272,0.851594014797284,0.999000999000999,0.96003996003996,0.96003996003996,1,0.999000999000999,0.946053946053946,0.946053946053946,1,0.000999000999000999,0.037962037962038,0.037962037962038,0.000999000999000999,0.000999000999000999,0.038961038961039,0.038961038961039,0.000999000999000999,0.997132913153549,0.00286708684645049,0.0325399606142562,0.997132913153549,0.00286708684645049,0.0325399606142562,0.964776256129998,0.0324496931118438,0.00277405075815817
"Ardea herodias",389444.690596658,352532.907524124,602990.340399212,301152.44817996,219639.923857236,-51380.4593441643,213545.649802554,105.986721646041,265,353,0.795125116644656,0.995004995004995,0.693306693306693,0.693306693306693,1,0.993006993006993,0.707292707292707,0.707292707292707,1,0.004995004995005,0.286713286713287,0.286713286713287,0.000999000999000999,0.012987012987013,0.284715284715285,0.284715284715285,0.000999000999000999,0.998185914959619,0.00181408504038063,0.0128404347643862,0.998266884209016,0.0017331157909845,0.0125470350016351,0.985391727196612,0.0128174396886019,0.00179083311478555
"Baeolophus bicolor",971304.059568284,127213.522476436,1033775.13068497,193785.337042772,91293.1608671786,66571.8145663363,62471.0711166848,50.4784282164108,294,325,0.894217176419846,0.997002997002997,0.947052947052947,0.947052947052947,1,0.991008991008991,0.928071928071928,0.928071928071928,1,0.00899100899100899,0.0699300699300699,0.0699300699300699,0.001998001998002,0.003996003996004,0.0609390609390609,0.0609390609390609,0.000999000999000999,0.978890724739646,0.0211092752603536,0.0021470937625928,0.978890724739646,0.0211092752603536,0.0021470937625928,0.976833228162199,0.0021018654334424,0.0210649064043588
"Bartramia longicauda",206689.723025359,592622.576555499,-77956.3430050736,604613.115236772,284898.501092,11990.5386812736,-284646.066030432,-85.9552867681612,86,63,0.771486653900362,0.993006993006993,0.917082917082917,0.917082917082917,0.961038961038961,0.994005994005994,0.938061938061938,0.938061938061938,1,0.00799200799200799,0.0779220779220779,0.0779220779220779,0.047952047952048,0.00699300699300699,0.0729270729270729,0.0729270729270729,0.000999000999000999,0.99474191014715,0.0052580898528496,0.170018156656096,0.99474191014715,0.0052580898528496,0.110534589747126,0.82635646273743,0.169275513268373,0.00436802399419726
"Bombycilla cedrorum",890949.19695518,663685.256387142,821417.972378088,564648.244716771,121007.937226395,-99037.0116703702,-69531.2245770924,-137.899665734996,231,316,0.763010299869824,0.983016983016983,0.904095904095904,0.904095904095904,1,0.984015984015984,0.902097902097902,0.902097902097902,1,0.014985014985015,0.101898101898102,0.101898101898102,0.002997002997003,0.015984015984016,0.0859140859140859,0.0859140859140859,0.001998001998002,0.923043786172292,0.0769562138277085,0,0.928175985335049,0.0718240146649511,0,0.923043786172292,0,0.0769562138277085
"Bonasa umbellus",781554.249419181,783893.173396536,691975.099731212,895962.518521836,143471.119657,112069.345125301,-89579.1496879685,-32.7771190118767,55,36,0.771571948166078,1,0.789210789210789,0.789210789210789,1,1,0.804195804195804,0.804195804195804,1,0.003996003996004,0.215784215784216,0.215784215784216,0.003996003996004,0.001998001998002,0.234765234765235,0.234765234765235,0.000999000999000999,0.975328559167108,0.0246714408328916,0.0850446002053504,0.975328559167108,0.0246714408328916,0.083131229343764,0.894258440539776,0.0831208292481079,0.022620730212116
"Botaurus lentiginosus",416225.684850815,884388.370917254,160888.472441856,888687.168217578,255373.396615636,4298.79730032466,-255337.212408958,-85.6581284265662,57,37,0.84256113553598,0.994005994005994,0.865134865134865,0.865134865134865,1,0.988011988011988,1,1,0.996003996003996,0.00999000999000999,0.107892107892108,0.107892107892108,0.001998001998002,0.011988011988012,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.973504815608772,0.0264951843912276,0.0244104149600814,0.984618276532265,0.0153817234677355,0.0243132193818011,0.950355809740241,0.02377903580688,0.0258651544528787
"Branta canadensis",476309.111312111,654981.169662981,653156.769701858,446273.176091559,273558.258618791,-208707.993571423,176847.658389747,142.839666148386,63,331,0.65373627955927,0.993006993006993,0.848151848151848,0.848151848151848,1,0.99000999000999,0.879120879120879,0.879120879120879,1,0.01998001998002,0.187812187812188,0.187812187812188,0.001998001998002,0.013986013986014,0.140859140859141,0.140859140859141,0.001998001998002,0.857934978085984,0.142065021914016,0.00544677285893279,0.874876049730037,0.125123950269963,0.00544677285893279,0.853922763070348,0.00467659568396007,0.141400641245691
"Bubo virginianus",185559.038043999,259999.285174692,-31958.3056982729,271637.088342335,217828.449223838,11637.8031676437,-217517.343742272,-85.6357969145936,164,110,0.851177933902207,0.993006993006993,0.699300699300699,0.699300699300699,1,0.996003996003996,0.894105894105894,0.894105894105894,1,0.011988011988012,0.292707292707293,0.292707292707293,0.002997002997003,0.00899100899100899,0.121878121878122,0.121878121878122,0.000999000999000999,0.99052508354015,0.00947491645984998,0.00389319524383408,0.995348902530987,0.0046510974690129,0.00377647699036203,0.986705173280135,0.00385644979969897,0.00943837692016622
"Buteo jamaicensis",253439.626147101,322390.12863297,375914.815664228,316618.009611854,122611.130837498,-5772.11902111559,122475.189517127,94.3943662946749,339,416,0.922729357623872,1,0.943056943056943,0.943056943056943,1,1,0.949050949050949,0.949050949050949,1,0.000999000999000999,0.047952047952048,0.047952047952048,0.000999000999000999,0.000999000999000999,0.043956043956044,0.043956043956044,0.000999000999000999,0.998410436214798,0.00158956378520223,0.00296234919308016,0.998410436214798,0.00158956378520223,0.00296234919308016,0.995457483317713,0.00295765427721335,0.00158486240507402
"Buteo lineatus",782466.998976192,-48767.1857303163,701077.611349486,34859.810155765,116694.930734719,83626.9958860813,-81389.3876267058,-39.4249755205976,100,218,0.816380044452831,0.994005994005994,0.737262737262737,0.737262737262737,1,0.99000999000999,0.747252747252747,0.747252747252747,1,0.013986013986014,0.232767232767233,0.232767232767233,0.000999000999000999,0.015984015984016,0.245754245754246,0.245754245754246,0.000999000999000999,0.950173423308276,0.0498265766917242,0,0.950924866660937,0.0490751333390629,0,0.950173423308276,0,0.0498265766917242
"Buteo platypterus",1125868.6110035,432739.890093379,1111747.26625415,359563.054114546,74526.9193070715,-73176.8359788324,-14121.3447493433,-160.636314011359,97,108,0.825139035971139,1,0.964035964035964,0.964035964035964,1,0.997002997002997,0.962037962037962,0.962037962037962,1,0.000999000999000999,0.037962037962038,0.037962037962038,0.000999000999000999,0.001998001998002,0.038961038961039,0.038961038961039,0.000999000999000999,0.933584199804352,0.0664158001956481,0.0138270247754413,0.934746180296668,0.0652538197033315,0.0138270247754413,0.921521771718357,0.0129205572336403,0.0655576710480022
"Buteo swainsoni",-543892.274613659,425303.250625407,-735958.520319706,344368.872284261,208422.206919232,-80934.3783411454,-192066.245706046,-116.335771151823,54,53,0.883204362812201,0.999000999000999,0.95004995004995,0.95004995004995,0.991008991008991,0.999000999000999,0.958041958041958,0.958041958041958,0.994005994005994,0.002997002997003,0.050949050949051,0.050949050949051,0.011988011988012,0.002997002997003,0.036963036963037,0.036963036963037,0.003996003996004,0.955461860727041,0.0445381392729588,0.0463450661920986,0.955461860727041,0.0445381392729588,0.0439587760709489,0.913065597259008,0.0443725335470457,0.0425618691939464
"Calamospiza melanocorys",-508762.333970995,684122.859866754,-653793.109557088,596731.934720107,169325.425335626,-87390.9251466467,-145030.775586094,-124.516198624242,30,23,0.76665448892444,0.976023976023976,0.945054945054945,0.945054945054945,0.959040959040959,0.972027972027972,0.948051948051948,0.948051948051948,0.964035964035964,0.020979020979021,0.0639360639360639,0.0639360639360639,0.045954045954046,0.01998001998002,0.0579420579420579,0.0579420579420579,0.034965034965035,0.919798405513671,0.0802015944863292,0.179246558225491,0.919798405513671,0.0802015944863292,0.176732143511749,0.765938734914084,0.167275426525297,0.0667858385606196
"Callipepla californica",-2075872.07218049,546223.442622853,-2050811.79526106,597886.052641556,57419.8811669179,51662.6100187032,25060.2769194271,11.1198800588349,31,33,0.908801791108492,1,0.955044955044955,0.955044955044955,1,1,0.949050949050949,0.949050949050949,1,0.004995004995005,0.0559440559440559,0.0559440559440559,0.003996003996004,0.001998001998002,0.0549450549450549,0.0549450549450549,0.000999000999000999,0.958917648486813,0.0410823515131872,0.00898334735580934,0.958917648486813,0.0410823515131872,0.00898334735580934,0.950654203785493,0.00861747066013392,0.040728325554373
"Cardellina canadensis",1440934.86028353,835079.68608209,1286290.32809346,828938.686355712,154766.415006374,-6140.99972637801,-154644.53219007,-81.3580727276713,48,33,0.812999245611247,1,1,1,1,1,1,1,1,0.002997002997003,0.015984015984016,0.015984015984016,0.000999000999000999,0.001998001998002,0.014985014985015,0.014985014985015,0.000999000999000999,1,0,0.0809953243858241,1,0,0.0809953243858241,0.919004675614176,0.0809953243858241,0
