"species","PCA_percent"
"Melanerpes_formicivorus",0.835143062908912
"Meleagris_gallopavo",0.820491028176642
"Melospiza_georgiana",0.796890268671467
"Melospiza_lincolnii",0.838547976300674
"Melospiza_melodia",0.838041862533235
"Melozone_fusca",0.817741610453331
"Mergus_merganser",0.829755148958177
"Mimus_polyglottos",0.818659938858405
"Mniotilta_varia",0.829684121309565
"Myadestes_townsendi",0.852941789325815
"Myiarchus_cinerascens",0.821595080225742
"Myiarchus_crinitus",0.794062511523508
"Nucifraga_columbiana",0.835279258754855
"Numenius_americanus",0.872502682247247
"Nyctanassa_violacea",0.773758128861971
"Nycticorax_nycticorax",0.795603788395895
"Oreortyx_pictus",0.870973799817806
"Oreoscoptes_montanus",0.83900508738425
"Oxyura_jamaicensis",0.820727100795871
"Pandion_haliaetus",0.80460536038245
"Parkesia_motacilla",0.723825287765435
"Parkesia_noveboracensis",0.836303401278192
"Passer_domesticus",0.786077750291456
"Passerculus_sandwichensis",0.840437416279391
"Passerina_amoena",0.832036005308387
"Passerina_caerulea",0.830904169607353
"Passerina_ciris",0.832174438758875
"Passerina_cyanea",0.819889000027065
"Patagioenas_fasciata",0.849965959531827
"Pelecanus_erythrorhynchos",0.817207492658978
"Perdix_perdix",0.815093637058637
"Perisoreus_canadensis",0.842710219558365
"Petrochelidon_pyrrhonota",0.83193501678166
"Peucaea_aestivalis",0.695365793654144
"Peucaea_cassinii",0.807081796727019
"Phainopepla_nitens",0.837897656004137
"Phalacrocorax_auritus",0.838734055077595
"Phalaenoptilus_nuttallii",0.795179341601031
"Phalaropus_tricolor",0.840920028724939
"Phasianus_colchicus",0.81475546702511
"Pheucticus_ludovicianus",0.835028899554713
"Pheucticus_melanocephalus",0.852323686483219
"Pica_hudsonia",0.858503290791256
"Pipilo_chlorurus",0.795168717588385
"Pipilo_erythrophthalmus",0.753929384901085
"Pipilo_maculatus",0.851017367324237
"Piranga_ludoviciana",0.851511369620039
"Piranga_olivacea",0.784026937017614
"Piranga_rubra",0.819053489821915
"Podiceps_nigricollis",0.755529878756003
"Podilymbus_podiceps",0.798840601259749
"Poecile_atricapillus",0.845369242497102
"Poecile_carolinensis",0.753414154523963
"Poecile_gambeli",0.849682076581471
"Poecile_rufescens",0.841426152393713
"Polioptila_caerulea",0.811586437745847
"Polioptila_melanura",0.757307318994283
"Pooecetes_gramineus",0.813308206769335
"Porzana_carolina",0.82418010105868
"Progne_subis",0.793751792078358
"Protonotaria_citrea",0.733676499090939
"Psaltriparus_minimus",0.845795949553233
"Quiscalus_major",0.734113163415727
"Quiscalus_mexicanus",0.81696028748569
"Quiscalus_quiscula",0.831610114297742
"Rallus_limicola",0.818307603910423
"Recurvirostra_americana",0.797360828152753
"Regulus_calendula",0.83738887890676
"Regulus_satrapa",0.843616088105947
"Riparia_riparia",0.799847932266207
"Salpinctes_obsoletus",0.827260232943389
"Sayornis_nigricans",0.825826091313832
"Sayornis_phoebe",0.824246726915389
"Sayornis_saya",0.83696015125491
"Seiurus_aurocapilla",0.842269297210599
"Selasphorus_platycercus",0.813601625639681
"Selasphorus_rufus",0.882336916814365
"Setophaga_americana",0.733020167629465
"Setophaga_caerulescens",0.778791907601365
"Setophaga_cerulea",0.750133815687939
"Setophaga_citrina",0.700130236200944
"Setophaga_coronata audoboni",0.862574898464058
"Setophaga_coronata coronata",0.84995220052495
"Setophaga_discolor",0.672942032529872
"Setophaga_dominica",0.710543526849925
"Setophaga_fusca",0.813269692387148
"Setophaga_magnolia",0.836463940451775
"Setophaga_nigrescens",0.862361686975822
"Setophaga_pensylvanica",0.827586883730766
"Setophaga_petechia",0.82644473343075
"Setophaga_pinus",0.751750453398096
"Setophaga_ruticilla",0.820299072085742
"Setophaga_townsendi",0.88890202317321
"Setophaga_virens",0.804885611108514
"Sialia_currucoides",0.808137564979926
"Sialia_mexicana",0.842592478340538
"Sialia_sialis",0.794885002986558
"Sitta_canadensis",0.844933230484975
"Sitta_carolinensis",0.817175511818424
"Sitta_pusilla",0.677895467531887
"Sitta_pygmaea",0.842875688167676
"Spatula_clypeata",0.816467402163126
"Spatula_cyanoptera",0.844536663993273
"Spatula_discors",0.812261594991408
"Sphyrapicus_nuchalis",0.835755680677903
"Sphyrapicus_ruber",0.859729720153882
"Sphyrapicus_varius",0.81803212743162
"Spinus_pinus",0.848159142887775
"Spinus_psaltria",0.82824167663778
"Spinus_tristis",0.821826648913692
"Spiza_americana",0.871789124734039
"Spizella_breweri",0.850016593796562
"Spizella_pallida",0.846261781992578
"Spizella_passerina",0.82616254398556
"Spizella_pusilla",0.843559299525461
"Stelgidopteryx_serripennis",0.825531862132595
"Sterna_forsteri",0.821672677209428
"Strix_varia",0.780403912885562
"Sturnella_magna",0.80823934191211
