"species","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","niche_stability_NA","niche_expansion_NA","niche_unfilling_NA","niche_stability_A","niche_expansion_A","niche_unfilling_A","niche_centroid_hist_X","niche_centroid_hist_Y","niche_centroid_rec_X","niche_centroid_rec_Y","niche_centroids_dist","niche_stability_std","niche_unfilling_std","niche_expansion_std","niche_abandonment_std","niche_pioneering_std"
"Icterus parisorum",0.516992846921518,0.977022977022977,1,1,0.998001998001998,0.988011988011988,1,1,0.998001998001998,0.027972027972028,0.021978021978022,0.021978021978022,0.001998001998002,0.015984015984016,0.01998001998002,0.01998001998002,0.002997002997003,1,0,0.342800749438058,1,0,0.342800749438058,0.809014716952102,2.5520589708507,0.884792559294888,2.44771303644923,0.128958735323535,0.657199250561942,0.342800749438058,0,0,0
"Icterus spurius",0.837886252058424,0.995004995004995,0.992007992007992,0.992007992007992,0.982017982017982,0.998001998001998,1,1,0.982017982017982,0.002997002997003,0.004995004995005,0.004995004995005,0.00999000999000999,0.001998001998002,0.000999000999000999,0.000999000999000999,0.020979020979021,0.977959667814949,0.0220403321850508,0.00699636645990014,0.982395478906727,0.0176045210932735,0.00697565040253539,1.07989444241507,0.254318450557973,1.40552117367422,0.0814391044702677,0.368673346492842,0.971267275186226,0.00682281452803113,0.0174051037493075,2.04049307797388e-05,0.00448440160565592
"Ictinia mississippiensis",0.623059075360026,0.976023976023976,0.99000999000999,0.99000999000999,0.953046953046953,0.971028971028971,0.995004995004995,0.995004995004995,0.957042957042957,0.016983016983017,0.00699300699300699,0.00699300699300699,0.033966033966034,0.022977022977023,0.001998001998002,0.001998001998002,0.045954045954046,0.812552569870352,0.187447430129648,0.00908463474880394,0.821404230906635,0.178595769093365,0.00908463474880394,2.09717996031084,-1.31984950172095,3.03064061638257,-1.47933145315083,0.946986425069418,0.806544283913782,0.00739433506133483,0.175364809765403,1.73472347597681e-18,0.0106965712594806
"Junco hyemalis caniceps",0.631705645170636,0.963036963036963,0.923076923076923,0.923076923076923,0.992007992007992,0.956043956043956,1,1,1,0.03996003996004,0.0719280719280719,0.0719280719280719,0.004995004995005,0.041958041958042,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.829422988560776,0.170577011439224,0.0320208648628314,0.895668545576403,0.104331454423597,0.024998640864422,2.3555616109108,0.757643229904992,2.98877954072048,1.53057985673549,0.999197665994354,0.807273493869494,0.0206981661753812,0.0940348057872473,0.00600653696977266,0.0719869971981044
"Junco hyemalis hyemalis",0.412308625434859,0.945054945054945,0.898101898101898,0.898101898101898,0.926073926073926,0.927072927072927,0.875124875124875,0.875124875124875,1,0.0579420579420579,0.112887112887113,0.112887112887113,0.0779220779220779,0.0639360639360639,0.116883116883117,0.116883116883117,0.000999000999000999,0.77487493719088,0.22512506280912,0.315274393205392,0.77487493719088,0.22512506280912,0.133076207952776,0.936480287073031,2.43033014225921,0.273031489522869,1.35342170101132,1.26486999245049,0.571112056589084,0.0876679444077904,0.165925662890541,0.175294336112584,2.77555756156289e-17
"Junco hyemalis oreganus",0.548356787121999,1,0.646353646353646,0.646353646353646,1,1,0.661338661338661,0.661338661338661,1,0.001998001998002,0.352647352647353,0.352647352647353,0.001998001998002,0.001998001998002,0.357642357642358,0.357642357642358,0.000999000999000999,0.976825550817846,0.0231744491821536,0.18015913586489,0.976825550817846,0.0231744491821536,0.0154208258893437,0.967050238569476,1.68159262250343,0.556797645906582,0.0139852382256549,1.71732978134206,0.804199106324327,0.012595649720293,0.0190790170325119,0.164126226922868,0
"Lanius ludovicianus",0.842337434317778,0.996003996003996,0.979020979020979,0.979020979020979,0.993006993006993,0.999000999000999,1,1,0.995004995004995,0.001998001998002,0.01998001998002,0.01998001998002,0.00999000999000999,0.003996003996004,0.000999000999000999,0.000999000999000999,0.00599400599400599,0.99327492086959,0.00672507913040992,0.0265062824326196,0.99828235983471,0.00171764016529001,0.0244395335092625,-0.447992547444275,-1.11601043466744,-0.441848060500029,-2.07354679364077,0.957556073280159,0.967119290919074,0.0242280669725102,0.00166402112823515,0.00210465260085618,0.00488396837932499
"Larus californicus",0.651637065674764,0.961038961038961,0.874125874125874,0.874125874125874,0.931068931068931,0.97002997002997,0.878121878121878,0.878121878121878,0.951048951048951,0.042957042957043,0.130869130869131,0.130869130869131,0.0819180819180819,0.051948051948052,0.137862137862138,0.137862137862138,0.0669330669330669,0.987337674025386,0.0126623259746136,0.120969397086581,0.987337674025386,0.0126623259746136,0.111284239482147,0.71522069091076,-0.181280334945343,0.936593653606925,-0.952202592156576,0.802076751487375,0.86923147962036,0.108844434228473,0.0111476474887007,0.0107764386624662,0
"Larus delawarensis",0.736126201256758,0.986013986013986,0.947052947052947,0.947052947052947,1,0.991008991008991,0.954045954045954,0.954045954045954,1,0.00999000999000999,0.047952047952048,0.047952047952048,0.001998001998002,0.00599400599400599,0.03996003996004,0.03996003996004,0.000999000999000999,0.972505528746807,0.0274944712531929,0.0394354654861131,0.973477203421981,0.0265227965780186,0.0338577420754749,-1.48197109355299,-1.29330468625934,-1.60698135143515,-0.93296909615988,0.381404381291156,0.935168283544989,0.0327722820130535,0.0254790539146574,0.00562055391244658,0.000959826614853318
"Leiothlypis celata",0.528693363691152,1,0.774225774225774,0.774225774225774,1,1,0.768231768231768,0.768231768231768,1,0.000999000999000999,0.262737262737263,0.262737262737263,0.000999000999000999,0.000999000999000999,0.250749250749251,0.250749250749251,0.000999000999000999,0.970533476968674,0.0294665230313266,0.188521808500116,0.970533476968674,0.0294665230313266,0.00111616916789908,-0.0915424285587732,2.88730477411911,-1.23855887672035,1.19268364199061,2.0463107080328,0.791966187963958,0.000884956001627899,0.0240450128423804,0.183103843192034,0
