species,centroid_hist_X,centroid_hist_Y,centroid_rec_X,centroid_rec_Y,Eucl_distance,NS_shift,EW_shift,shift_direction,n_routes_hist,n_routes_rec,D,shift_p_D_NA,shift_p_E_NA,shift_p_S_NA,shift_p_U_NA,shift_p_D_A,shift_p_E_A,shift_p_S_A,shift_p_U_A,cons_p_D_NA,cons_p_E_NA,cons_p_S_NA,cons_p_U_NA,cons_p_D_A,cons_p_E_A,cons_p_S_A,cons_p_U_A,rS_NA,rE_NA,rU_NA,rS_A,rE_A,rU_A,range_stability_std,range_unfilling_std,range_expansion_std
Cathartes aura,504434.0453,76455.58758,538007.4728,253270.1743,179973.8123,176814.5867,33573.42748,14.51365368,239,419,0.774235656,0.961038961,0.734265734,0.734265734,1,0.969030969,0.76023976,0.76023976,1,0.034965035,0.233766234,0.233766234,0.001998002,0.038961039,0.257742258,0.257742258,0.001998002,0.970902151,0.029097849,0.008530007,0.970902151,0.029097849,0.008530007,0.962859335,0.008283858,0.028856807
Catharus fuscescens,1080643.678,796827.4594,1173660.669,791700.5776,93158.17539,-5126.881851,93016.99159,101.1858392,133,121,0.887013668,1,0.994005994,0.994005994,1,1,0.994005994,0.994005994,1,0.002997003,0.00999001,0.00999001,0.002997003,0.000999001,0.005994006,0.005994006,0.000999001,0.997190611,0.002809389,0.020597078,0.997190611,0.002809389,0.020032249,0.976707915,0.020540402,0.002751684
Catharus guttatus,391079.3456,819099.9599,599027.5102,806163.9289,208350.1381,-12936.03097,207948.1646,96.38005494,94,89,0.857164576,1,0.872127872,0.872127872,1,1,0.863136863,0.863136863,1,0.000999001,0.123876124,0.123876124,0.000999001,0.000999001,0.136863137,0.136863137,0.000999001,0.999087348,0.000912652,0.018036803,0.999087348,0.000912652,0.012910579,0.981083156,0.018020639,0.000896206
Catharus ustulatus,-629542.1247,985250.1742,-726980.1386,1010219.147,100586.3616,24968.97245,-97438.01389,-80.42231649,35,27,0.625917875,0.989010989,0.987012987,0.987012987,1,0.983016983,1,1,1,0.011988012,0.020979021,0.020979021,0.000999001,0.016983017,0.000999001,0.000999001,0.000999001,0.814112307,0.185887693,0,0.897741146,0.102258854,0,0.814112307,0,0.185887693
Centronyx henslowii,940765.7948,563915.6085,482211.7426,391030.9342,490062.169,-172884.6743,-458554.0523,-103.3396531,23,22,0.349255133,0.847152847,0.834165834,0.834165834,0.86013986,0.862137862,0.845154845,0.845154845,0.945054945,0.146853147,0.14985015,0.14985015,0.138861139,0.134865135,0.140859141,0.140859141,0.047952048,0.679849019,0.320150981,0.602386245,0.679849019,0.320150981,0.509855863,0.334905339,0.507382773,0.157711888
Certhia americana,-46677.34889,696657.7733,299075.8411,798242.7469,360367.5558,101584.9736,345753.19,73.17284045,55,74,0.726907865,0.998001998,0.871128871,0.871128871,1,0.999000999,0.904095904,0.904095904,1,0.003996004,0.127872128,0.127872128,0.000999001,0.002997003,0.096903097,0.096903097,0.000999001,0.926652684,0.073347316,0.05028765,0.932418332,0.067581668,0.004370212,0.883311562,0.046771701,0.069916737
Chaetura pelagica,862886.8042,251749.1362,881447.0943,246707.2487,19232.91446,-5041.887467,18560.29012,110.9325032,405,378,0.928439985,1,0.933066933,0.933066933,1,1,0.955044955,0.955044955,1,0.001998002,0.061938062,0.061938062,0.001998002,0.001998002,0.041958042,0.041958042,0.001998002,0.990960656,0.009039344,0,0.993257856,0.006742144,0,0.990960656,0,0.009039344
Chamaea fasciata,-2155911.336,407158.5324,-2166246.058,391175.541,19033.19459,-15982.99144,-10334.72211,-162.0259525,22,20,0.870348732,0.994005994,0.913086913,0.913086913,1,1,0.929070929,0.929070929,1,0.004995005,0.085914086,0.085914086,0.000999001,0.001998002,0.062937063,0.062937063,0.001998002,0.933168176,0.066831824,0.013486755,0.933168176,0.066831824,0.013486755,0.921413277,0.012596764,0.065989959
Chondestes grammacus,-493526.4685,112165.2639,-423073.8535,168966.541,90498.37585,56801.27711,70452.61493,48.22505684,119,131,0.91795391,1,0.71028971,0.71028971,1,1,0.709290709,0.709290709,1,0.003996004,0.278721279,0.278721279,0.000999001,0.000999001,0.314685315,0.314685315,0.000999001,0.982789212,0.017210788,0.019403248,0.982789212,0.017210788,0.018319021,0.964041846,0.019075673,0.016882481
Chordeiles minor,-125348.0116,161092.6444,-441233.7811,210051.3984,319657.2836,48958.75408,-315885.7695,-82.14713888,155,121,0.875218545,1,0.834165834,0.834165834,1,1,0.98001998,0.98001998,1,0.000999001,0.170829171,0.170829171,0.000999001,0.000999001,0.015984016,0.015984016,0.000999001,0.988330855,0.011669145,0.034441282,0.996982806,0.003017194,0.027143986,0.954675158,0.034053068,0.011271774
Circus hudsonius,-186332.4418,748094.743,-298691.9604,792565.8063,120840.1294,44471.06332,-112359.5185,-69.85235448,90,79,0.857877326,0.999000999,0.955044955,0.955044955,1,0.996003996,0.943056943,0.943056943,1,0.003996004,0.057942058,0.057942058,0.000999001,0.002997003,0.062937063,0.062937063,0.000999001,0.999285811,0.000714189,0.050085205,0.999285811,0.000714189,0.033859885,0.949270332,0.050051225,0.000678443
Cistothorus palustris,63086.46336,771449.3452,2204.845676,819680.8627,77671.42751,48231.51749,-60881.61768,-51.22333882,50,55,0.751824489,0.999000999,0.843156843,0.843156843,1,0.999000999,0.839160839,0.839160839,1,0.001998002,0.171828172,0.171828172,0.001998002,0.000999001,0.183816184,0.183816184,0.000999001,0.997095975,0.002904025,0.063273862,0.997095975,0.002904025,0.031855722,0.934177516,0.063101708,0.002720776
Coccyzus americanus,816868.839,160811.5715,797199.7291,140430.6864,28324.09507,-20380.88507,-19669.10992,-129.7528173,361,339,0.923339873,1,1,1,1,1,1,1,1,0.002997003,0.104895105,0.104895105,0.002997003,0.001998002,0.118881119,0.118881119,0.000999001,1,0,0.017542841,1,0,0.016504294,0.982457159,0.017542841,0
Coccyzus erythropthalmus,847261.4111,636268.746,891411.2761,684529.1669,65408.55294,48260.42084,44149.86498,49.03868999,205,93,0.810619691,0.998001998,0.998001998,0.998001998,1,0.995004995,1,1,1,0.002997003,0.001998002,0.001998002,0.001998002,0.003996004,0.000999001,0.000999001,0.000999001,0.999644151,0.000355849,0.036822883,1,0,0.036789639,0.962846988,0.036810262,0.00034275
Colaptes auratus auratus,893851.7681,365694.8935,915760.1391,422218.5516,60620.95879,56523.65811,21908.37096,27.99839478,406,365,0.866250347,1,1,1,1,1,1,1,1,0.000999001,0.023976024,0.023976024,0.000999001,0.000999001,0.026973027,0.026973027,0.000999001,1,0,0.023992378,1,0,0.023992378,0.976007622,0.023992378,0
Colaptes auratus cafer,-1662642.173,662315.2472,-1696738.569,666733.5969,34381.47883,4418.349782,-34096.39676,-94.77763737,68,62,0.93450374,1,0.982017982,0.982017982,1,1,1,1,1,0.001998002,0.026973027,0.026973027,0.001998002,0.000999001,0.018981019,0.018981019,0.000999001,0.999763453,0.000236547,0.03715994,1,0,0.034686862,0.962620765,0.037151476,0.000227759
Colinus virginianus,691522.4955,34964.26147,569173.2834,-63443.60725,157014.1342,-98407.86872,-122349.2121,-123.524468,287,209,0.895414468,1,0.92007992,0.92007992,0.996003996,1,0.92007992,0.92007992,0.995004995,0.002997003,0.066933067,0.066933067,0.003996004,0.001998002,0.073926074,0.073926074,0.002997003,0.998162015,0.001837985,0.042226059,0.998162015,0.001837985,0.042226059,0.95608777,0.04215172,0.001760511
Contopus cooperi,-909333.2745,765870.6141,-1452358.299,797685.0982,543956.1918,31814.48408,-543025.0244,-93.16230827,50,29,0.762351352,1,0.984015984,0.984015984,1,0.999000999,0.999000999,0.999000999,1,0.000999001,0.015984016,0.015984016,0.000999001,0.001998002,0.002997003,0.002997003,0.000999001,0.983161893,0.016838107,0.17881685,0.999456647,0.000543353,0.17881685,0.809794219,0.176336852,0.013868928
Contopus sordidulus,-1707845.19,660070.5703,-1754449.377,656602.5151,46733.04736,-3468.055243,-46604.18767,-106.5651816,57,57,0.920012929,1,0.977022977,0.977022977,1,1,0.98001998,0.98001998,1,0.000999001,0.020979021,0.020979021,0.000999001,0.000999001,0.021978022,0.021978022,0.000999001,0.987472252,0.012527748,0.034256436,0.988285836,0.011714164,0.034256436,0.954054411,0.033841803,0.012103786
Contopus virens,951420.3234,319410.9485,922260.4908,328690.8377,30600.85262,9279.889197,-29159.8326,-65.95113838,372,382,0.957097103,1,0.969030969,0.969030969,1,1,0.959040959,0.959040959,1,0.001998002,0.03996004,0.03996004,0.001998002,0.000999001,0.043956044,0.043956044,0.000999001,0.995131169,0.004868831,0.002545943,0.995131169,0.004868831,0.002545943,0.992609926,0.002533579,0.004856495
Corvus corax,-244357.8297,673761.2757,210178.3689,622835.5169,457380.1359,-50925.75877,454536.1986,94.26400954,99,183,0.867757803,1,0.773226773,0.773226773,1,1,0.761238761,0.761238761,1,0.001998002,0.246753247,0.246753247,0.001998002,0.000999001,0.21978022,0.21978022,0.000999001,0.99215235,0.00784765,0.018485524,0.992205532,0.007794468,0.013323749,0.973953184,0.018343117,0.007703699
Corvus ossifragus,1329596.472,-6805.163814,1150804.18,14640.66734,180073.8933,21445.83115,-178792.2911,-74.3716771,54,109,0.779033005,0.985014985,0.949050949,0.949050949,1,0.986013986,0.94005994,0.94005994,1,0.014985015,0.068931069,0.068931069,0.001998002,0.013986014,0.055944056,0.055944056,0.000999001,0.844034103,0.155965897,0.004101747,0.844034103,0.155965897,0.004101747,0.841110175,0.00346423,0.155425595
Cyanocitta cristata,862843.0984,327370.2419,872638.8431,298779.4277,30222.36377,-28590.81421,9795.744731,167.0186779,423,423,0.931732136,1,0.846153846,0.846153846,1,1,0.843156843,0.843156843,1,0.000999001,0.154845155,0.154845155,0.000999001,0.001998002,0.14985015,0.14985015,0.000999001,0.998866709,0.001133291,0.010901108,0.998866709,0.001133291,0.010187762,0.987990161,0.010888888,0.001120951
Cyanocitta stelleri,-1967614.367,686512.8086,-1962173.003,699901.1279,14451.83495,13388.31924,5441.363921,7.785773355,37,35,0.947003201,1,0.995004995,0.995004995,1,1,0.993006993,0.993006993,1,0.002997003,0.006993007,0.006993007,0.002997003,0.000999001,0.004995005,0.004995005,0.000999001,0.987356519,0.012643481,0.006423952,0.987356519,0.012643481,0.006423952,0.981093474,0.006343246,0.01256328
Dolichonyx oryzivorus,723633.5318,717051.2071,751112.2434,717938.2278,27493.02459,887.0207451,27478.71167,93.53902356,200,173,0.899680635,1,1,1,1,0.999000999,1,1,1,0.001998002,0.002997003,0.002997003,0.001998002,0.001998002,0.000999001,0.000999001,0.000999001,0.988449147,0.011550853,0.010516387,0.99309786,0.00690214,0.010516387,0.978173055,0.010396177,0.011430768
Dryobates pubescens,761925.0301,341006.5879,746312.5841,322687.9225,24069.10826,-18318.66538,-15612.44604,-133.5886705,398,414,0.92969797,1,0.955044955,0.955044955,1,1,0.953046953,0.953046953,1,0.000999001,0.050949051,0.050949051,0.000999001,0.000999001,0.034965035,0.034965035,0.000999001,0.99153825,0.00846175,0.002039279,0.99153825,0.00846175,0.001561148,0.989533302,0.002022058,0.00844464
Dryobates villosus,632042.1285,420537.5692,692159.867,461628.564,72819.03831,41090.99483,60117.73851,60.59384409,257,282,0.89904947,1,0.945054945,0.945054945,1,1,0.954045954,0.954045954,1,0.001998002,0.040959041,0.040959041,0.001998002,0.001998002,0.057942058,0.057942058,0.000999001,0.994710206,0.005289794,0.005711099,0.994710206,0.005289794,0.005568698,0.989059198,0.00568106,0.005259742
Dryocopus pileatus,820449.398,251417.0786,850976.0278,314055.8797,69681.37859,62638.80105,30526.62977,32.25869473,233,325,0.900105752,0.998001998,0.99000999,0.99000999,1,0.998001998,0.989010989,0.989010989,1,0.001998002,0.00999001,0.00999001,0.000999001,0.007992008,0.016983017,0.016983017,0.004995005,0.992055184,0.007944816,0.007639993,0.992055184,0.007944816,0.007639993,0.984535648,0.007579755,0.007884597
Dumetella carolinensis,861499.6364,414722.6835,855849.1229,452882.1597,38575.56123,38159.47617,-5650.513479,-2.241660638,392,369,0.932109285,1,0.872127872,0.872127872,1,1,0.898101898,0.898101898,1,0.000999001,0.115884116,0.115884116,0.000999001,0.000999001,0.114885115,0.114885115,0.000999001,0.997041581,0.002958419,0.001376299,0.997041581,0.002958419,0.001376299,0.995673408,0.001372233,0.002954359
Empidonax difficilis,-2110993.988,758744.8769,-2100020.857,739554.4943,22106.11663,-19190.38265,10973.13111,134.2050624,21,25,0.919396443,0.998001998,0.893106893,0.893106893,1,0.997002997,0.894105894,0.894105894,1,0.000999001,0.116883117,0.116883117,0.000999001,0.001998002,0.110889111,0.110889111,0.000999001,0.978932485,0.021067515,0.004929783,0.978932485,0.021067515,0.004929783,0.97420774,0.004826426,0.020965834
Empidonax hammondii,-1774341.912,856840.6276,-1674107.744,956188.4916,141127.1995,99347.86399,100234.1677,32.04875287,20,20,0.755209659,1,0.495504496,0.495504496,1,1,0.492507493,0.492507493,1,0.000999001,0.505494505,0.505494505,0.000999001,0.001998002,0.518481518,0.518481518,0.000999001,0.87513983,0.12486017,0.04722513,0.87513983,0.12486017,0.025605174,0.838757001,0.041573733,0.119669266
Empidonax minimus,997482.9165,790132.9261,976870.287,823394.9967,39131.13638,33262.07063,-20612.62943,-24.3776355,142,122,0.89326266,1,0.943056943,0.943056943,1,1,0.977022977,0.977022977,1,0.001998002,0.052947053,0.052947053,0.001998002,0.001998002,0.032967033,0.032967033,0.000999001,0.995352758,0.004647242,0.029168591,0.99554634,0.00445366,0.023680888,0.966450726,0.029036974,0.0045123
Empidonax oberholseri,-1711429.014,786475.9679,-1667516.136,714377.7398,84418.57269,-72098.22812,43912.87871,135.4728453,23,26,0.792099681,0.989010989,0.966033966,0.966033966,1,0.985014985,0.953046953,0.953046953,0.998001998,0.010989011,0.053946054,0.053946054,0.002997003,0.016983017,0.045954046,0.045954046,0.008991009,0.928313857,0.071686143,0.043309782,0.928842508,0.071157492,0.043309782,0.890874695,0.040330285,0.068795021
Empidonax traillii,594348.4404,643018.6912,641525.5305,633604.4963,48107.22287,-9414.194852,47177.09007,105.5206885,171,174,0.903204103,1,0.952047952,0.952047952,1,1,0.947052947,0.947052947,1,0.001998002,0.061938062,0.061938062,0.001998002,0.000999001,0.038961039,0.038961039,0.000999001,0.999788517,0.000211483,0.028112576,0.999788517,0.000211483,0.02683593,0.971687663,0.028106798,0.000205539
Empidonax virescens,1078702.223,66395.11943,1046536.822,61637.58925,32515.33663,-4757.530184,-32165.40102,-90.947615,148,187,0.930902983,1,0.986013986,0.986013986,1,1,0.989010989,0.989010989,1,0.000999001,0.023976024,0.023976024,0.000999001,0.001998002,0.018981019,0.018981019,0.001998002,0.995463448,0.004536552,0.011108227,0.995463448,0.004536552,0.011108227,0.984455224,0.011058391,0.004486385
Eremophila alpestris,269184.9188,430708.0461,165082.7648,444568.7861,105020.8482,13860.73996,-104102.1539,-80.56652,265,223,0.891686787,0.996003996,0.998001998,0.998001998,1,0.999000999,0.994005994,0.994005994,1,0.002997003,0.004995005,0.004995005,0.002997003,0.003996004,0.002997003,0.002997003,0.000999001,0.983042344,0.016957656,0.003113047,0.983042344,0.016957656,0.003113047,0.980033823,0.003060419,0.016905759
Euphagus cyanocephalus,-986986.2337,786336.1488,-1108536.07,794278.1093,121809.0206,7941.960547,-121549.8365,-93.62269602,101,83,0.890508042,1,0.816183816,0.816183816,1,1,0.856143856,0.856143856,1,0.000999001,0.148851149,0.148851149,0.000999001,0.001998002,0.144855145,0.144855145,0.000999001,0.999652634,0.000347366,0.038336184,0.999869485,0.000130515,0.038294244,0.961342569,0.038323377,0.000334054
Falco sparverius,320085.0621,481098.8186,280273.2547,415433.6593,76791.23102,-65665.15933,-39811.80745,-146.0090556,302,254,0.914067719,0.998001998,0.679320679,0.679320679,1,0.995004995,0.664335664,0.664335664,1,0.005994006,0.344655345,0.344655345,0.002997003,0.004995005,0.312687313,0.312687313,0.000999001,0.9996509,0.0003491,0.003063421,0.9996509,0.0003491,0.003063421,0.996589614,0.003062355,0.000348031
