species,centroid_hist_X,centroid_hist_Y,centroid_rec_X,centroid_rec_Y,Eucl_distance,NS_shift,EW_shift,shift_direction,n_routes_hist,n_routes_rec,D,shift_p_D_NA,shift_p_E_NA,shift_p_S_NA,shift_p_U_NA,shift_p_D_A,shift_p_E_A,shift_p_S_A,shift_p_U_A,cons_p_D_NA,cons_p_E_NA,cons_p_S_NA,cons_p_U_NA,cons_p_D_A,cons_p_E_A,cons_p_S_A,cons_p_U_A,rS_NA,rE_NA,rU_NA,rS_A,rE_A,rU_A,range_stability_std,range_unfilling_std,range_expansion_std
Calypte anna,-2178108.89,383043.8605,-2118355.685,652050.3694,275562.9643,269006.5089,59753.20484,-2.869431899,20,29,0.505444469,0.962037962,0.953046953,0.953046953,1,0.952047952,0.969030969,0.969030969,1,0.04995005,0.052947053,0.052947053,0.001998002,0.058941059,0.033966034,0.033966034,0.000999001,0.552316628,0.447683372,0,0.60686314,0.39313686,0,0.552316628,0,0.447683372
Cardellina canadensis,1472679.806,827040.7814,1354016.459,840729.7688,119450.3176,13688.98739,-118663.3473,-72.37381608,59,39,0.822723085,1,0.95004995,0.95004995,1,1,0.956043956,0.956043956,1,0.000999001,0.040959041,0.040959041,0.000999001,0.001998002,0.047952048,0.047952048,0.000999001,0.990105779,0.009894221,0.088683235,0.990105779,0.009894221,0.084715668,0.903092415,0.087882897,0.009024688
Cardinalis cardinalis,908100.6453,144606.861,919271.2093,175559.4477,32906.59698,30952.5867,11170.56404,26.62219185,491,512,0.954302154,0.999000999,0.922077922,0.922077922,1,1,0.933066933,0.933066933,1,0.001998002,0.067932068,0.067932068,0.001998002,0.002997003,0.06993007,0.06993007,0.000999001,0.996851238,0.003148762,0,0.996851238,0.003148762,0,0.996851238,0,0.003148762
Cathartes aura,487060.4873,110008.5756,408765.4493,240693.9009,152344.2393,130685.3253,-78295.03805,-27.97668977,408,581,0.862344909,0.99000999,0.485514486,0.485514486,1,0.984015984,0.456543457,0.456543457,1,0.011988012,0.51048951,0.51048951,0.000999001,0.020979021,0.529470529,0.529470529,0.000999001,0.986738421,0.013261579,0.000631382,0.986738421,0.013261579,0.000631382,0.986123668,0.000623014,0.013253317
Catharus fuscescens,1088807.845,807690.2147,1170338.705,812771.4354,81689.04445,5081.220722,81530.86028,94.59534573,163,152,0.860417297,1,1,1,1,1,1,1,1,0.001998002,0.054945055,0.054945055,0.001998002,0.000999001,0.04995005,0.04995005,0.000999001,1,0,0.045862897,1,0,0.031963485,0.954137103,0.045862897,0
Catharus guttatus,332603.4562,812165.2615,358415.8999,835806.3499,35002.61863,23641.08836,25812.44374,50.13560291,145,131,0.953418793,1,0.817182817,0.817182817,1,1,0.863136863,0.863136863,1,0.000999001,0.201798202,0.201798202,0.000999001,0.001998002,0.133866134,0.133866134,0.001998002,0.994328181,0.005671819,0.001203255,0.996018506,0.003981494,0.001203255,0.993138528,0.001196439,0.005665033
Catharus ustulatus,-796308.0845,1015737.262,-870045.789,1078722.609,96976.30147,62985.34736,-73737.7045,-55.50518204,71,63,0.856626773,0.994005994,0.959040959,0.959040959,1,0.996003996,0.996003996,0.996003996,1,0.002997003,0.027972028,0.027972028,0.000999001,0.003996004,0.004995005,0.004995005,0.000999001,0.923104448,0.076895552,0.000141128,0.938805818,0.061194182,0.000141128,0.922984189,0.000130277,0.076885534
Catherpes mexicanus,-1269994.343,99016.40064,-1383325.53,189132.2482,144792.3478,90115.84759,-113331.1872,-60.7560982,25,24,0.849566882,0.988011988,0.872127872,0.872127872,1,0.99000999,0.878121878,0.878121878,1,0.00999001,0.11988012,0.11988012,0.000999001,0.007992008,0.101898102,0.101898102,0.000999001,0.906305291,0.093694709,0.018029749,0.906305291,0.093694709,0.017752471,0.891470789,0.016368107,0.092161103
Certhia americana,462179.2641,790008.6912,137718.4689,851162.0247,330173.4965,61153.33351,-324460.7952,-75.65902159,87,112,0.690847163,0.99000999,0.837162837,0.837162837,1,0.992007992,0.837162837,0.837162837,1,0.010989011,0.178821179,0.178821179,0.000999001,0.004995005,0.144855145,0.144855145,0.000999001,0.879698394,0.120301606,0.019701657,0.88201969,0.11798031,0,0.864415665,0.017372692,0.118211643
Chaetura pelagica,931760.0724,216133.7918,946588.5265,207869.6688,16975.82932,-8264.123055,14828.4541,125.1672066,494,467,0.946643565,1,0.928071928,0.928071928,1,1,0.946053946,0.946053946,1,0.001998002,0.074925075,0.074925075,0.001998002,0.002997003,0.068931069,0.068931069,0.002997003,0.990248945,0.009751055,0,0.991000256,0.008999744,0,0.990248945,0,0.009751055
Chamaea fasciata,-2169910.83,500056.1751,-2166799.363,507098.835,7699.369119,7042.659866,3111.466992,8.487646366,25,22,0.927262967,1,0.931068931,0.931068931,1,1,0.932067932,0.932067932,1,0.001998002,0.067932068,0.067932068,0.001998002,0.000999001,0.082917083,0.082917083,0.000999001,0.967711042,0.032288958,0.002377813,0.967711042,0.032288958,0.002377813,0.965484133,0.002301212,0.032214654
Charadrius vociferus,369667.7765,341442.5798,311578.1849,337315.2813,58236.0305,-4127.298473,-58089.59163,-91.36800684,641,573,0.943827886,1,0.913086913,0.913086913,1,1,0.907092907,0.907092907,1,0.000999001,0.07992008,0.07992008,0.000999001,0.000999001,0.075924076,0.075924076,0.000999001,0.999633394,0.000366606,0.001002901,0.999633394,0.000366606,0.001002901,0.998631228,0.001002534,0.000366238
Chondestes grammacus,-686900.0042,214040.8235,-595809.7728,250725.3975,98199.73642,36684.57406,91090.23141,63.63465255,184,187,0.926679911,0.999000999,0.865134865,0.865134865,1,0.997002997,0.86013986,0.86013986,1,0.004995005,0.155844156,0.155844156,0.002997003,0.000999001,0.148851149,0.148851149,0.000999001,0.992620933,0.007379067,0.005890665,0.992620933,0.007379067,0.005890665,0.986816631,0.005847451,0.007335918
Chordeiles minor,-397017.0919,238843.8708,-480051.9721,217166.3987,85817.85437,-21677.47211,-83034.88021,-107.1176477,261,206,0.932039588,1,0.808191808,0.808191808,1,1,0.872127872,0.872127872,1,0.000999001,0.174825175,0.174825175,0.000999001,0.000999001,0.118881119,0.118881119,0.000999001,0.99846121,0.00153879,0.014862971,0.999468076,0.000531924,0.014862971,0.983643607,0.01484044,0.001515953
Circus hudsonius,-443761.6579,730101.2772,-655132.4653,768605.9206,214849.3094,38504.64339,-211370.8073,-82.94288527,128,126,0.8630483,1,0.979020979,0.979020979,1,0.999000999,1,1,1,0.001998002,0.008991009,0.008991009,0.000999001,0.001998002,0.004995005,0.004995005,0.001998002,0.99711089,0.00288911,0.046852847,1,0,0.046852847,0.950522071,0.046723809,0.00275412
Cistothorus palustris,-207221.0738,778607.5511,-326891.161,841277.9359,135087.0345,62670.38476,-119670.0872,-63.9483848,51,69,0.85928115,1,0.862137862,0.862137862,1,1,0.911088911,0.911088911,1,0.001998002,0.157842158,0.157842158,0.001998002,0.001998002,0.117882118,0.117882118,0.000999001,0.995396316,0.004603684,0.019453252,0.997397266,0.002602734,0.010245315,0.976120039,0.019365429,0.004514532
Coccothraustes vespertinus,-374168.3378,980050.6148,-1179409.073,1026829.093,806598.3307,46778.47844,-805240.7348,-88.98507545,73,33,0.688514436,1,0.946053946,0.946053946,1,1,0.962037962,0.962037962,1,0.000999001,0.038961039,0.038961039,0.000999001,0.000999001,0.027972028,0.027972028,0.000999001,0.997588771,0.002411229,0.109409748,0.997588771,0.002411229,0.072432298,0.888677279,0.109174737,0.002147984
Coccyzus americanus,832448.8411,87800.01882,860100.9185,108419.2368,34493.32589,20619.218,27652.07732,59.54878271,415,418,0.961206757,1,0.956043956,0.956043956,1,1,0.944055944,0.944055944,1,0.002997003,0.048951049,0.048951049,0.002997003,0.000999001,0.055944056,0.055944056,0.000999001,0.99948979,0.00051021,0.007585099,0.99948979,0.00051021,0.007585099,0.9919124,0.007581258,0.000506342
Coccyzus erythropthalmus,868771.8789,661209.7808,1004938.59,685255.7733,138273.5802,24045.99245,136166.7111,86.42130652,202,105,0.827520839,1,1,1,1,0.998001998,1,1,1,0.003996004,0.004995005,0.004995005,0.001998002,0.000999001,0.000999001,0.000999001,0.000999001,0.998177087,0.001822913,0.04242312,0.998177087,0.001822913,0.040500621,0.955905225,0.042349061,0.001745714
Colaptes auratus auratus,941311.767,312726.1515,950759.6846,400945.7984,88724.11871,88219.64687,9447.917555,13.03548139,503,443,0.888443834,1,0.845154845,0.845154845,1,1,0.845154845,0.845154845,1,0.002997003,0.148851149,0.148851149,0.002997003,0.002997003,0.170829171,0.170829171,0.000999001,0.999556071,0.000443929,0.0115443,0.999556071,0.000443929,0.005623244,0.98802196,0.011539234,0.000438806
Colaptes auratus cafer,-1521747.54,725810.267,-1569185.311,740545.3908,49673.59409,14735.12379,-47437.77057,-84.11886614,136,126,0.916927587,1,0.982017982,0.982017982,1,1,0.975024975,0.975024975,1,0.000999001,0.017982018,0.017982018,0.000999001,0.003996004,0.01998002,0.01998002,0.001998002,0.99609945,0.00390055,0.022868193,0.996267953,0.003732047,0.022868193,0.973407281,0.022781027,0.003811692
Colinus virginianus,719518.9393,-31205.22717,596066.7983,-151538.3341,172396.3101,-120333.107,-123452.141,-128.8199171,362,251,0.871986112,1,0.832167832,0.832167832,1,1,1,1,1,0.000999001,0.193806194,0.193806194,0.000999001,0.001998002,0.171828172,0.171828172,0.000999001,0.999914443,8.56E-05,0.035660342,1,0,0.034313331,0.964260094,0.0356574,8.25E-05
Contopus cooperi,-1137217.67,912182.6389,-1629876.675,880715.9216,493662.8908,-31466.71733,-492659.0052,-102.0032374,74,55,0.75509267,1,0.965034965,0.965034965,1,1,0.969030969,0.969030969,1,0.001998002,0.03996004,0.03996004,0.001998002,0.000999001,0.037962038,0.037962038,0.000999001,0.966030868,0.033969132,0.201753449,0.966306496,0.033693504,0.196462248,0.776452137,0.196245003,0.027302859
Contopus sordidulus,-1587919.198,756211.8173,-1545958.289,727119.8793,51059.36467,-29091.93802,41960.90875,112.6099472,112,120,0.914360844,1,0.967032967,0.967032967,1,1,1,1,1,0.002997003,0.02997003,0.02997003,0.001998002,0.000999001,0.000999001,0.000999001,0.000999001,0.986764649,0.013235351,0.003763825,0.9937171,0.0062829,0.003763825,0.983099613,0.003714195,0.013186192
Contopus virens,997867.7607,288837.0893,985352.7192,308874.6297,23624.75999,20037.54032,-12515.04146,-25.31501401,464,457,0.942149614,1,0.916083916,0.916083916,1,1,0.914085914,0.914085914,1,0.001998002,0.087912088,0.087912088,0.001998002,0.000999001,0.094905095,0.094905095,0.000999001,0.996063566,0.003936434,0.005095689,0.996141297,0.003858703,0.005095689,0.991007814,0.005075732,0.003916454
Corvus brachyrhynchos,533816.1888,344897.4099,515595.4492,350269.0851,18996.05874,5371.675244,-18220.73963,-70.06317685,628,635,0.970034502,1,0.811188811,0.811188811,1,1,0.823176823,0.823176823,1,0.000999001,0.16983017,0.16983017,0.000999001,0.000999001,0.191808192,0.191808192,0.000999001,0.998607311,0.001392689,0.000747193,0.998607311,0.001392689,3.08E-05,0.997862197,0.000746153,0.00139165
Corvus corax,-495400.5027,667094.0063,-96867.58799,661225.5786,398576.1189,-5868.427733,398532.9147,86.94761189,191,298,0.905102305,1,0.682317682,0.682317682,1,1,0.669330669,0.669330669,1,0.000999001,0.311688312,0.311688312,0.000999001,0.000999001,0.311688312,0.311688312,0.000999001,0.987775121,0.012224879,0.00673369,0.987775121,0.012224879,0.00364889,0.981204521,0.006651919,0.01214356
Corvus ossifragus,1237287.576,-204151.874,1195873.521,-82816.46804,128208.4425,121335.4059,-41414.0556,-10.77755493,113,159,0.834994209,0.992007992,0.89010989,0.89010989,1,0.992007992,0.893106893,0.893106893,1,0.00999001,0.092907093,0.092907093,0.000999001,0.008991009,0.104895105,0.104895105,0.000999001,0.963650122,0.036349878,0.017799981,0.963650122,0.036349878,0.017270771,0.947109974,0.017164059,0.035725967
Cyanocitta cristata,915196.8319,263225.9072,928974.4289,254634.9404,16236.59112,-8590.966764,13777.59707,127.8967465,532,529,0.974665246,1,0.963036963,0.963036963,1,1,0.96003996,0.96003996,1,0.000999001,0.047952048,0.047952048,0.000999001,0.000999001,0.033966034,0.033966034,0.000999001,0.999322384,0.000677616,0.004740241,0.999322384,0.000677616,0.004740241,0.99458855,0.004737044,0.000674406
Cyanocitta stelleri,-1863827.944,857055.8679,-1888927.102,879027.4557,33357.43408,21971.58787,-25099.15805,-63.04760755,69,64,0.912921002,1,0.997002997,0.997002997,1,1,0.997002997,0.997002997,1,0.000999001,0.005994006,0.005994006,0.000999001,0.001998002,0.005994006,0.005994006,0.001998002,0.998642615,0.001357385,0.03084384,0.998642615,0.001357385,0.03084384,0.967881164,0.030803263,0.001315573
Dolichonyx oryzivorus,795760.7337,730042.7028,726073.8951,740347.8013,70444.66283,10305.09856,-69686.83853,-75.68063738,226,204,0.838396431,0.995004995,0.987012987,0.987012987,0.999000999,0.993006993,0.997002997,0.997002997,0.997002997,0.005994006,0.017982018,0.017982018,0.001998002,0.004995005,0.002997003,0.002997003,0.002997003,0.951430351,0.048569649,0.000452789,0.959539225,0.040460775,0.000452789,0.951020469,0.000430807,0.048548724
Dryobates pubescens,732058.4782,327230.9356,745017.9158,296794.3626,33080.68921,-30436.57298,12959.43763,161.860584,518,527,0.958969466,1,0.969030969,0.969030969,1,1,0.972027972,0.972027972,1,0.001998002,0.033966034,0.033966034,0.001998002,0.001998002,0.042957043,0.042957043,0.000999001,0.995996945,0.004003055,0.000921097,0.995996945,0.004003055,2.06E-05,0.995083204,0.000917414,0.003999382
Dryobates villosus,570266.1249,466435.7975,558484.0414,530314.107,64955.79971,63878.30951,-11782.08348,-6.389122854,357,352,0.90215985,1,0.871128871,0.871128871,1,1,1,1,1,0.002997003,0.138861139,0.138861139,0.002997003,0.001998002,0.106893107,0.106893107,0.000999001,0.999820998,0.000179002,0.015483742,1,0,0.01492247,0.984342756,0.015481014,0.000176231
Dryocopus pileatus,843289.4032,222383.715,828666.6844,299198.817,78194.52541,76815.10203,-14622.71877,-4.924548764,340,434,0.896664141,0.995004995,0.979020979,0.979020979,1,0.997002997,0.98001998,0.98001998,1,0.001998002,0.021978022,0.021978022,0.001998002,0.001998002,0.01998002,0.01998002,0.000999001,0.984805633,0.015194367,0.000725891,0.984805633,0.015194367,0.000725891,0.984101626,0.00071487,0.015183505
Dumetella carolinensis,885196.7132,396469.8416,824883.0811,450236.5903,80799.73681,53766.74866,-60313.63202,-42.37329954,483,466,0.914172715,0.998001998,0.983016983,0.983016983,1,1,0.992007992,0.992007992,1,0.002997003,0.020979021,0.020979021,0.000999001,0.000999001,0.00999001,0.00999001,0.000999001,0.993483895,0.006516105,0.00070456,0.995980487,0.004019513,0.00070456,0.992788484,0.000699973,0.006511544
Empidonax difficilis,-2089594.794,870864.212,-2066668.859,926656.0112,60318.51584,55791.79919,22925.93503,6.74454787,38,45,0.88257074,0.996003996,0.856143856,0.856143856,1,0.995004995,0.863136863,0.863136863,1,0.012987013,0.152847153,0.152847153,0.000999001,0.004995005,0.13986014,0.13986014,0.000999001,0.946378569,0.053621431,0.002401326,0.94690172,0.05309828,0.002401326,0.944227587,0.002272856,0.053499557
Empidonax hammondii,-1697439.108,1010134.406,-1631520.904,984359.4056,70778.24759,-25775.00012,65918.20463,98.20925511,39,42,0.875128076,1,0.875124875,0.875124875,1,0.999000999,0.872127872,0.872127872,1,0.001998002,0.135864136,0.135864136,0.000999001,0.002997003,0.132867133,0.132867133,0.000999001,0.928873012,0.071126988,0.005891141,0.929265312,0.070734688,0.005517771,0.923787974,0.005474416,0.07073761
Empidonax minimus,1078698.263,788878.7043,931423.7839,839030.4796,155579.4741,50151.77528,-147274.4791,-63.11346095,176,150,0.856206636,1,0.967032967,0.967032967,1,1,0.967032967,0.967032967,1,0.002997003,0.030969031,0.030969031,0.002997003,0.001998002,0.044955045,0.044955045,0.000999001,0.988031219,0.011968781,0.026071116,0.988031219,0.011968781,0.015263237,0.962572503,0.025767117,0.01166038
Empidonax oberholseri,-1580449.744,855815.0161,-1535395.045,827383.5892,53275.43481,-28431.42689,45054.69919,110.1072801,50,55,0.859428548,0.998001998,0.969030969,0.969030969,0.997002997,0.996003996,0.967032967,0.967032967,0.996003996,0.003996004,0.025974026,0.025974026,0.006993007,0.003996004,0.030969031,0.030969031,0.003996004,0.943586415,0.056413585,0.021424068,0.943586415,0.056413585,0.021424068,0.9244883,0.020239922,0.055271779
Empidonax traillii,427029.2172,658574.2176,428531.339,688431.6045,29895.14877,29857.38685,1502.121846,6.12614712,272,249,0.915923444,1,1,1,1,1,1,1,1,0.001998002,0.093906094,0.093906094,0.001998002,0.001998002,0.098901099,0.098901099,0.000999001,1,0,0.02215681,1,0,0.019005707,0.97784319,0.02215681,0
Empidonax virescens,1107544.27,11281.74842,1075635.918,20420.16106,33191.16603,9138.412638,-31908.35183,-66.82755044,204,229,0.923156758,1,0.93006993,0.93006993,1,0.999000999,0.93006993,0.93006993,1,0.000999001,0.051948052,0.051948052,0.000999001,0.001998002,0.068931069,0.068931069,0.001998002,0.996418952,0.003581048,0.018512681,0.996418952,0.003581048,0.018512681,0.978037404,0.018447609,0.003514986
Eremophila alpestris,26040.9233,442571.9751,-1849.307262,436790.6111,28483.13766,-5781.36403,-27890.23056,-101.3366682,345,316,0.947063991,1,0.818181818,0.818181818,1,1,0.796203796,0.796203796,1,0.001998002,0.20979021,0.20979021,0.001998002,0.000999001,0.227772228,0.227772228,0.000999001,0.998358659,0.001641341,0.003773836,0.998358659,0.001641341,0.003749587,0.994597177,0.003767666,0.001635157
Euphagus cyanocephalus,-1132496.009,817523.7726,-1246987.085,816241.3483,114498.2574,-1282.424342,-114491.0754,-99.08842232,175,156,0.930265226,1,0.88011988,0.88011988,1,1,0.879120879,0.879120879,1,0.000999001,0.118881119,0.118881119,0.000999001,0.000999001,0.120879121,0.120879121,0.000999001,0.999808015,0.000191985,0.02080369,0.999808015,0.000191985,0.020761975,0.979012229,0.020799779,0.000187992
Falco mexicanus,-1357117.753,590946.1723,-1395025.192,663094.5561,81500.69443,72148.38381,-37907.43867,-38.0472048,26,36,0.794649959,0.98001998,0.933066933,0.933066933,1,0.987012987,0.942057942,0.942057942,1,0.014985015,0.050949051,0.050949051,0.001998002,0.014985015,0.057942058,0.057942058,0.000999001,0.911246046,0.088753954,0.000521194,0.912236019,0.087763981,0.000521194,0.910813242,0.000474958,0.0887118
Falco sparverius,153339.232,504115.5008,66025.67685,463600.8219,96255.36926,-40514.67884,-87313.55513,-113.4225739,422,348,0.909609718,0.998001998,1,1,1,0.997002997,1,1,1,0.005994006,0.657342657,0.657342657,0.001998002,0.005994006,0.66033966,0.66033966,0.000999001,1,0,0.014643532,1,0,0.014209963,0.985356468,0.014643532,0
Fulica americana,-970962.6055,714985.6993,-1076704.711,789360.5248,129278.7978,74374.82546,-105742.1056,-62.29908911,60,57,0.846562619,1,1,1,1,1,1,1,1,0.000999001,0.257742258,0.257742258,0.000999001,0.000999001,0.276723277,0.276723277,0.000999001,1,0,0.087268813,1,0,0.073681528,0.912731187,0.087268813,0
Gallinago delicata,-491082.7933,912999.4018,-645259.1524,907504.2229,154274.2581,-5495.17883,-154176.3591,-95.72345757,109,96,0.840526566,1,1,1,1,1,1,1,1,0.000999001,0.122877123,0.122877123,0.000999001,0.002997003,0.123876124,0.123876124,0.000999001,1,0,0.042284996,1,0,0.029788532,0.957715004,0.042284996,0
Gallinula galeata,670511.7524,-373107.473,725349.9536,-712003.151,343303.8142,-338895.678,54838.20127,175.1768841,21,22,0.704606716,1,0.979020979,0.979020979,1,1,0.98001998,0.98001998,1,0.000999001,0.016983017,0.016983017,0.000999001,0.000999001,0.018981019,0.018981019,0.000999001,0.92736533,0.07263467,0.321960943,0.927572776,0.072427224,0.178847276,0.643846606,0.305724955,0.050428439
Geococcyx californianus,-518050.4183,-563369.491,-508449.3747,-465819.9293,98020.90099,97549.56173,9601.043583,2.313104965,34,53,0.803525831,0.982017982,0.903096903,0.903096903,1,0.982017982,0.89010989,0.89010989,1,0.014985015,0.096903097,0.096903097,0.001998002,0.017982018,0.090909091,0.090909091,0.000999001,0.869189875,0.130810125,0.001366062,0.869189875,0.130810125,0,0.868157643,0.00118758,0.130654778
Geothlypis formosa,977277.1308,-17000.79693,850267.901,-121877.3723,164713.2068,-104876.5754,-127009.2298,-122.3767763,148,139,0.814857183,1,0.995004995,0.995004995,1,1,0.995004995,0.995004995,1,0.000999001,0.013986014,0.013986014,0.000999001,0.000999001,0.004995005,0.004995005,0.000999001,0.99153216,0.00846784,0.074757776,0.99153216,0.00846784,0.074757776,0.917988542,0.074171692,0.007839766
Geothlypis philadelphia,902972.4101,891722.3623,919146.605,894370.3244,16389.51749,2647.962108,16174.19489,87.62650517,56,56,0.856977817,1,1,1,1,1,1,1,1,0.003996004,0.135864136,0.135864136,0.001998002,0.001998002,0.116883117,0.116883117,0.000999001,1,0,0.115145778,1,0,0.114988546,0.884854222,0.115145778,0
Geothlypis tolmiei,-1660128.843,950418.5185,-1654373.764,931091.2778,20165.89119,-19327.24072,5755.078954,150.5710832,51,62,0.854507652,1,0.958041958,0.958041958,1,1,0.966033966,0.966033966,1,0.000999001,0.031968032,0.031968032,0.000999001,0.000999001,0.02997003,0.02997003,0.000999001,0.941208355,0.058791645,0.005466193,0.941945864,0.058054136,0.005406964,0.936364445,0.00514648,0.058489075
Geothlypis trichas,668951.252,357236.0348,599566.9194,385608.8783,74961.34917,28372.84352,-69384.33267,-63.33551694,579,580,0.944726666,1,0.667332667,0.667332667,1,1,0.696303696,0.696303696,1,0.000999001,0.346653347,0.346653347,0.000999001,0.000999001,0.334665335,0.334665335,0.000999001,0.999958675,4.13E-05,0.00282228,0.99998965,1.04E-05,0.002649176,0.997136628,0.002822164,4.12E-05
Haemorhous cassinii,-1563890.45,896401.7281,-1589748.29,868460.6097,38070.11956,-27941.11842,-25857.84029,-148.9061641,47,44,0.869404286,0.999000999,0.987012987,0.987012987,1,1,0.991008991,0.991008991,1,0.002997003,0.012987013,0.012987013,0.002997003,0.002997003,0.020979021,0.020979021,0.003996004,0.929097406,0.070902594,0.001221354,0.929097406,0.070902594,0.001221354,0.928043015,0.001134855,0.07082213
Haemorhous mexicanus,459566.8424,450204.3981,422126.156,296672.9796,158030.6979,-153531.4186,-37440.6865,-162.6675026,350,494,0.748213318,0.999000999,0.752247752,0.752247752,1,0.998001998,0.752247752,0.752247752,1,0.001998002,0.246753247,0.246753247,0.001998002,0.000999001,0.276723277,0.276723277,0.000999001,0.880789249,0.119210751,0.004542085,0.881072737,0.118927263,0.004542085,0.877263637,0.004002787,0.118733575
Haemorhous purpureus,443924.5835,848028.4903,408785.0381,855150.6667,35854.05209,7122.176366,-35139.54545,-75.15706174,147,136,0.948901995,1,0.969030969,0.969030969,1,1,0.981018981,0.981018981,1,0.000999001,0.018981019,0.018981019,0.000999001,0.000999001,0.014985015,0.014985015,0.000999001,0.990714806,0.009285194,0.006323483,0.991530349,0.008469651,0.006323483,0.984507843,0.006265136,0.009227021
Haliaeetus leucocephalus,579114.9127,300694.179,-13752.23863,650158.1945,688198.0509,349464.0155,-592867.1514,-55.54362966,20,147,0.472412542,0.976023976,0.971028971,0.971028971,1,0.986013986,1,1,1,0.01998002,0.017982018,0.017982018,0.001998002,0.018981019,0.000999001,0.000999001,0.000999001,0.661545348,0.338454652,0.009812408,0.777208455,0.222791545,0.009812408,0.657236715,0.006512983,0.336250303
Helmitheros vermivorum,1339494.381,206580.6894,1311459.934,170978.2411,45315.16873,-35602.44829,-28034.44653,-131.8519453,80,96,0.901351218,1,0.994005994,0.994005994,1,1,0.998001998,0.998001998,1,0.000999001,0.003996004,0.003996004,0.000999001,0.000999001,0.001998002,0.001998002,0.000999001,0.995240046,0.004759954,0.010860302,0.995240046,0.004759954,0.010860302,0.984482331,0.010809166,0.004708503
Hylocichla mustelina,1151607.262,286849.4755,1111772.655,303635.1682,43226.78942,16785.69277,-39834.60608,-59.45927059,398,395,0.944527116,1,0.973026973,0.973026973,1,1,0.98001998,0.98001998,1,0.001998002,0.031968032,0.031968032,0.001998002,0.002997003,0.013986014,0.013986014,0.002997003,0.99843443,0.00156557,0.005250749,0.999235714,0.000764286,0.005250749,0.993200066,0.005242571,0.001557362
Icteria virens,581380.5231,55417.94842,469890.1137,17430.16663,117784.4767,-37987.7818,-111490.4094,-104.507267,276,262,0.886454922,0.998001998,0.994005994,0.994005994,1,0.998001998,0.995004995,0.995004995,1,0.003996004,0.004995005,0.004995005,0.001998002,0.001998002,0.005994006,0.005994006,0.000999001,0.98254893,0.01745107,0.010085547,0.982585012,0.017414988,0.010085547,0.972810605,0.009911288,0.017278107
Icterus bullockii,-1333810.32,419394.0047,-1378982.076,472760.49,69917.58928,53366.48534,-45171.75592,-50.30436944,107,110,0.934862214,1,0.976023976,0.976023976,1,1,0.97002997,0.97002997,1,0.001998002,0.025974026,0.025974026,0.001998002,0.000999001,0.033966034,0.033966034,0.000999001,0.989729831,0.010270169,0.010997757,0.989729831,0.010270169,0.010997757,0.978955595,0.010886037,0.010158368
Icterus galbula,933829.0967,511866.2848,913368.1716,488615.9661,30971.38641,-23250.31872,-20460.92509,-131.3847599,379,351,0.880443869,0.998001998,1,1,1,0.997002997,1,1,1,0.004995005,0.151848152,0.151848152,0.001998002,0.003996004,0.132867133,0.132867133,0.000999001,1,0,0.027953857,1,0,0.02751699,0.972046143,0.027953857,0
Icterus spurius,758794.0994,50088.30527,736682.2192,102101.6975,56518.3883,52013.39219,-22111.88027,-18.11728595,323,340,0.927734851,0.997002997,0.974025974,0.974025974,1,0.998001998,0.958041958,0.958041958,1,0.002997003,0.040959041,0.040959041,0.000999001,0.001998002,0.035964036,0.035964036,0.000999001,0.989143458,0.010856542,0.000455016,0.98916553,0.01083447,0.000455016,0.988698265,0.000450079,0.010851656
Ictinia mississippiensis,380907.3089,-447728.2236,661379.7985,-416500.1566,282205.6158,31228.06701,280472.4896,86.25248586,29,77,0.752228241,0.967032967,0.98001998,0.98001998,1,0.971028971,0.977022977,0.977022977,1,0.022977023,0.023976024,0.023976024,0.000999001,0.023976024,0.026973027,0.026973027,0.000999001,0.988406857,0.011593143,0.066075291,0.988406857,0.011593143,0.062211827,0.92380524,0.065359337,0.010835422
Junco hyemalis hyemalis,1560611.77,764152.8844,1645651.213,741727.5353,87946.5922,-22425.34918,85039.44257,116.1272089,60,52,0.842050297,1,0.883116883,0.883116883,1,1,0.892107892,0.892107892,1,0.002997003,0.104895105,0.104895105,0.002997003,0.000999001,0.117882118,0.117882118,0.000999001,0.999347485,0.000652515,0.070618889,0.999347485,0.000652515,0.069816346,0.928817476,0.070576061,0.000606463
Junco hyemalis oreganus,-1857190.207,942214.9453,-1910304.066,952125.7488,54030.60257,9910.803546,-53113.85871,-93.49604912,72,68,0.922572929,1,0.983016983,0.983016983,1,1,1,1,1,0.000999001,0.026973027,0.026973027,0.000999001,0.000999001,0.002997003,0.002997003,0.000999001,0.998381086,0.001618914,0.025928043,1,0,0.025928043,0.97253584,0.025887155,0.001577005
Lanius ludovicianus,98340.54339,-56036.37106,-178206.5284,-112438.4128,282240.0985,-56402.04175,-276547.0718,-100.6439085,254,138,0.795103323,1,0.939060939,0.939060939,1,0.999000999,0.957042957,0.957042957,1,0.000999001,0.068931069,0.068931069,0.000999001,0.002997003,0.044955045,0.044955045,0.000999001,0.998232065,0.001767935,0.051512079,0.998856372,0.001143628,0.051124738,0.94689729,0.051425692,0.001677017
