"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std","range_abandonment_std","range_pioneering_std"
"Emberiza citrinella",4651398.19633265,3294299.10669694,4678889.73430592,3293091.51660995,27518.0474226285,-1207.59008698817,27491.5379732717,2101,2064,0.959226025775891,1,1,1,1,1,1,1,1,0.003996003996004,0.217782217782218,0.217782217782218,0.003996003996004,0.000999000999000999,0.198801198801199,0.198801198801199,0.000999000999000999,1,0,0.0131896799393717,1,0,0.0131896799393717,0.986810320060628,0.0131896799393717,0,0,0
"Emberiza hortulana",4733808.44732405,3055390.69569463,4971285.52280296,3001018.93605911,243621.939947696,-54371.7596355183,237477.07547891,1241,1066,0.830260898666999,1,0.981018981018981,0.981018981018981,1,1,0.974025974025974,0.974025974025974,1,0.000999000999000999,0.015984015984016,0.015984015984016,0.000999000999000999,0.000999000999000999,0.028971028971029,0.028971028971029,0.000999000999000999,0.991947061311895,0.00805293868810512,0.00413105597783858,0.991947061311895,0.00805293868810512,0.00413105597783858,0.987882136488402,0.00409792516358412,0.00801993834801433,0,0
"Emberiza melanocephala",5399127.32150775,2083687.15420219,5411981.55281189,2272291.22036248,189041.596043348,188604.066160293,12854.2313041408,214,299,0.735975399520261,0.966033966033966,0.91008991008991,0.91008991008991,1,0.976023976023976,0.903096903096903,0.903096903096903,1,0.036963036963037,0.0899100899100899,0.0899100899100899,0.000999000999000999,0.031968031968032,0.0879120879120879,0.0879120879120879,0.000999000999000999,0.934006814745274,0.0659931852547264,0.0011438217883454,0.934006814745274,0.0659931852547264,0.0011438217883454,0.933008905057782,0.00106841799410609,0.0659226769481118,0,0
"Emberiza schoeniclus",4627203.41668152,3435825.8920832,4670576.95453059,3466975.52038608,53400.0292972975,31149.6283028745,43373.5378490733,1946,1939,0.964535287433262,1,1,1,1,1,1,1,1,0.000999000999000999,0.213786213786214,0.213786213786214,0.000999000999000999,0.000999000999000999,0.201798201798202,0.201798201798202,0.000999000999000999,1,0,0.00642256187602418,1,0,0.00642256187602418,0.993577438123976,0.00642256187602418,0,0,0
"Erithacus rubecula",4550199.40442698,3156750.27118044,4527919.65773156,3130842.48122295,34170.1725675004,-25907.7899574814,-22279.7466954133,2427,2527,0.971788583651552,1,0.622377622377622,0.622377622377622,1,1,0.611388611388611,0.611388611388611,1,0.000999000999000999,0.391608391608392,0.391608391608392,0.000999000999000999,0.002997002997003,0.38961038961039,0.38961038961039,0.002997002997003,0.999987519235885,1.24807641148167e-05,0.000307599557115046,0.999987519235885,1.24807641148167e-05,0.000307599557115046,0.999679927355696,0.000307595719218415,1.24769250852025e-05,0,0
"Falco columbarius",4420867.6484857,4436304.67628576,4465739.104263,4440531.27825064,45070.0755240477,4226.60196488257,44871.4557772959,594,534,0.950449596131455,1,0.934065934065934,0.934065934065934,1,1,0.929070929070929,0.929070929070929,1,0.000999000999000999,0.0689310689310689,0.0689310689310689,0.000999000999000999,0.000999000999000999,0.0679320679320679,0.0679320679320679,0.000999000999000999,0.997123286001706,0.00287671399829379,0.000550230291811008,0.997123286001706,0.00287671399829379,0.000550230291811008,0.996576216000906,0.000548648305059083,0.00287513569403449,0,0
"Falco eleonorae",5157734.71201898,1907831.49181591,5266755.94742318,1742391.10124539,198131.654717725,-165440.390570515,109021.235404206,54,68,0.694933059054262,1,0.968031968031968,0.968031968031968,1,1,0.975024975024975,0.975024975024975,1,0.001998001998002,0.028971028971029,0.028971028971029,0.001998001998002,0.001998001998002,0.030969030969031,0.030969030969031,0.000999000999000999,0.977119606227733,0.0228803937722674,0.362535910469016,0.977119606227733,0.0228803937722674,0.362459361662131,0.62808863299007,0.357085637041654,0.0147074269670816,0.000118303001194475,1.73472347597681e-18
"Ficedula albicollis",5068702.5986799,2909491.24312458,5269516.3052995,2904577.74818405,200873.809141039,-4913.49494053004,200813.706619593,405,618,0.795571390326899,0.987012987012987,0.991008991008991,0.991008991008991,1,0.979020979020979,0.99000999000999,0.99000999000999,1,0.014985014985015,0.010989010989011,0.010989010989011,0.001998001998002,0.00699300699300699,0.004995004995005,0.004995004995005,0.000999000999000999,0.99802074813198,0.00197925186802001,0.0129457474806327,0.99802074813198,0.00197925186802001,0.0129457474806327,0.985125865322726,0.0129204556452256,0.00195367903204853,0,0
"Ficedula hypoleuca",4672962.42709177,3600139.77321975,4692529.85281707,3658335.02152933,61396.8327792931,58195.248309576,19567.4257253036,1464,1396,0.945404155354896,1,0.92007992007992,0.92007992007992,1,1,0.898101898101898,0.898101898101898,1,0.001998001998002,0.105894105894106,0.105894105894106,0.001998001998002,0.000999000999000999,0.0929070929070929,0.0929070929070929,0.000999000999000999,0.997685763033689,0.00231423696631043,0.00644766645738579,0.997685763033689,0.00231423696631043,0.00644766645738579,0.99126780913567,0.00643284101649813,0.00229934984783165,0,0
"Ficedula parva",5069718.56375832,3413235.03277885,5088433.61054584,3491076.97789388,80060.1111387563,77841.9451150284,18715.0467875162,714,870,0.869240408628846,1,0.981018981018981,0.981018981018981,1,1,0.967032967032967,0.967032967032967,1,0.000999000999000999,0.028971028971029,0.028971028971029,0.000999000999000999,0.000999000999000999,0.031968031968032,0.031968031968032,0.000999000999000999,0.974565612664519,0.025434387335481,0,0.974912906567792,0.0250870934322081,0,0.974565612664519,0,0.0250781566394535,0,0.000356230696027495
"Ficedula semitorquata",5493295.39042145,2123116.53266885,5528756.18423337,2248406.29995206,130211.34237712,125289.767283205,35460.7938119229,64,81,0.656279398250263,0.958041958041958,0.914085914085914,0.914085914085914,0.975024975024975,0.959040959040959,0.915084915084915,0.915084915084915,0.967032967032967,0.036963036963037,0.0779220779220779,0.0779220779220779,0.027972027972028,0.03996003996004,0.102897102897103,0.102897102897103,0.027972027972028,0.943827449279798,0.0561725507202024,0.118154307208801,0.944797246554336,0.0552027534456638,0.118154307208801,0.837871145823157,0.112262366958592,0.0489552593964419,0,0.000911227821809045
"Fringilla montifringilla",4688469.90869718,4442947.21781195,4734450.80903736,4582769.5689547,147188.766810446,139822.351142749,45980.9003401799,536,453,0.861708587726973,1,0.927072927072927,0.927072927072927,1,1,0.912087912087912,0.912087912087912,1,0.000999000999000999,0.0949050949050949,0.0949050949050949,0.000999000999000999,0.001998001998002,0.0999000999000999,0.0999000999000999,0.000999000999000999,0.999870560389748,0.000129439610252092,0.0826307183437243,0.999870560389748,0.000129439610252092,0.0645154708255457,0.917260348464482,0.063258644483424,0.000118745192336356,0.0193622618597577,1.35525271560688e-20
"Gallinago gallinago",4563866.65841906,3707043.90197647,4601142.78488827,3788961.65967321,90000.1590588119,81917.7576967459,37276.1264692117,1600,1470,0.940720634534526,1,0.758241758241758,0.758241758241758,1,1,0.78021978021978,0.78021978021978,1,0.000999000999000999,0.217782217782218,0.217782217782218,0.000999000999000999,0.000999000999000999,0.204795204795205,0.204795204795205,0.000999000999000999,0.996500734571727,0.00349926542827309,0.00164028821397186,0.996500734571727,0.00349926542827309,0.00164028821397186,0.994871896531126,0.00163455779217339,0.00349354567670042,0,0
"Garrulus glandarius",4577257.5130636,3073689.62095943,4591007.36804033,3050183.36877355,27232.3778562766,-23506.2521858783,13749.854976723,2336,2425,0.96917048021799,1,0.751248751248751,0.751248751248751,1,1,0.749250749250749,0.749250749250749,1,0.000999000999000999,0.27972027972028,0.27972027972028,0.000999000999000999,0.000999000999000999,0.25974025974026,0.25974025974026,0.000999000999000999,0.999215021583808,0.00078497841619218,6.51689576387893e-05,0.999215021583808,0.00078497841619218,6.51689576387893e-05,0.999149954895134,6.51178047448182e-05,0.000784927300120946,0,0
"Haematopus ostralegus",4347015.61836571,3786188.99563176,4410824.40630961,3778288.56971778,64296.0196940049,-7900.42591398209,63808.7879438996,746,879,0.931821582307655,1,0.86013986013986,0.86013986013986,1,1,0.832167832167832,0.832167832167832,1,0.000999000999000999,0.150849150849151,0.150849150849151,0.000999000999000999,0.000999000999000999,0.145854145854146,0.145854145854146,0.000999000999000999,0.999246809536088,0.000753190463912307,0.00733528674866508,0.999246809536088,0.000753190463912307,0.00733528674866508,0.991922527896514,0.00732980237682673,0.000747669726659719,0,0
"Hieraaetus pennatus",4251467.20571366,2329362.97228615,4243818.64097632,2326842.23337446,8053.23954705843,-2520.73891168926,-7648.56473734789,410,572,0.896513471543202,1,0.841158841158841,0.841158841158841,1,1,0.865134865134865,0.865134865134865,1,0.001998001998002,0.160839160839161,0.160839160839161,0.001998001998002,0.001998001998002,0.142857142857143,0.142857142857143,0.001998001998002,0.983903367023497,0.0160966329765029,0,0.984599701223171,0.015400298776829,0,0.983903367023497,0,0.0153894072899535,0,0.000707225686549354
"Hippolais icterina",4915400.86050628,3481914.36608955,4926543.07391116,3466443.54093096,19065.5540346346,-15470.8251585895,11142.2134048818,1335,1379,0.95233730507114,1,0.821178821178821,0.821178821178821,1,1,0.826173826173826,0.826173826173826,1,0.001998001998002,0.173826173826174,0.173826173826174,0.001998001998002,0.000999000999000999,0.161838161838162,0.161838161838162,0.000999000999000999,0.995077783624188,0.00492221637581254,0.00432183493392438,0.995077783624188,0.00492221637581254,0.00432183493392438,0.990798298955786,0.00430065341506791,0.0049010476291462,0,0
"Hippolais olivetorum",5488906.63997494,1899365.41957883,5432896.94735885,2016559.17780565,129890.194527051,117193.75822682,-56009.6926160892,92,105,0.760853199729467,0.987012987012987,0.973026973026973,0.973026973026973,1,0.992007992007992,0.969030969030969,0.969030969030969,1,0.014985014985015,0.030969030969031,0.030969030969031,0.000999000999000999,0.014985014985015,0.033966033966034,0.033966033966034,0.000999000999000999,0.948370583706666,0.0516294162933335,0.00654289084223058,0.948370583706666,0.0516294162933335,0.00654289084223058,0.942483874863369,0.00620718202824217,0.0513089431083889,0,0
"Hippolais polyglotta",3637860.66104907,2325017.84137959,3678927.77982819,2382480.97266471,70629.4535014227,57463.1312851263,41067.1187791154,625,690,0.924243763608078,0.999000999000999,0.839160839160839,0.839160839160839,1,1,0.819180819180819,0.819180819180819,1,0.002997002997003,0.20979020979021,0.20979020979021,0.001998001998002,0.001998001998002,0.184815184815185,0.184815184815185,0.001998001998002,0.97007341988935,0.0299265801106499,0,0.97007341988935,0.0299265801106499,0,0.97007341988935,0,0.0299265801106499,0,0
"Jynx torquilla",4677349.4671498,3189114.36212212,4690621.72887359,3098469.12773708,91611.7429589899,-90645.234385042,13272.2617237922,1934,2095,0.922791210173103,1,0.834165834165834,0.834165834165834,1,1,0.829170829170829,0.829170829170829,1,0.000999000999000999,0.180819180819181,0.180819180819181,0.000999000999000999,0.001998001998002,0.155844155844156,0.155844155844156,0.001998001998002,0.99924515850822,0.000754841491779647,0.000481856493600882,0.99924515850822,0.000754841491779647,0.000481856493600882,0.998764029015615,0.000481492943457582,0.000754478040927926,0,0
"Lanius collurio",4811250.23428923,3049368.47595351,4795201.23703879,3045281.69990457,16561.1609260608,-4086.776048942,-16048.9972504415,1942,2002,0.960211072362391,1,0.906093906093906,0.906093906093906,1,1,0.915084915084915,0.915084915084915,1,0.000999000999000999,0.0849150849150849,0.0849150849150849,0.000999000999000999,0.000999000999000999,0.0809190809190809,0.0809190809190809,0.000999000999000999,0.998154812017447,0.00184518798255285,0.000355670066547752,0.998154812017447,0.00184518798255285,0.000355670066547752,0.99780045306365,0.000355014021403143,0.00184453291494692,0,0
"Lanius minor",5231330.58896686,2558841.41644683,5509138.26594428,2646623.91392338,291346.653062653,87782.4974765526,277807.676977417,531,578,0.764124522714499,1,0.964035964035964,0.964035964035964,1,1,0.966033966033966,0.966033966033966,1,0.000999000999000999,0.042957042957043,0.042957042957043,0.000999000999000999,0.000999000999000999,0.042957042957043,0.042957042957043,0.000999000999000999,0.994955870466915,0.00504412953308546,0.0394396333242545,0.994955870466915,0.00504412953308546,0.0393496063722763,0.955905342250782,0.039155242319404,0.00484615500124502,9.32604285689281e-05,0
"Lanius senator",4162963.23814481,2180120.61067289,4210736.36857948,2119497.74708502,77184.2184719201,-60622.8635878707,47773.1304346649,758,704,0.882649895601607,1,1,1,1,1,1,1,1,0.000999000999000999,0.11988011988012,0.11988011988012,0.000999000999000999,0.001998001998002,0.0959040959040959,0.0959040959040959,0.000999000999000999,1,0,0.0734404394939144,1,0,0.0693070349794994,0.926559560506086,0.0689992277626922,0,0.00444121173122219,0
"Larus ridibundus",4582502.62081414,3551662.32538471,4604857.21154642,3507829.8671889,49203.7815446692,-43832.4581958116,22354.5907322848,1576,1560,0.935284388667165,1,1,1,1,1,1,1,1,0.000999000999000999,0.44955044955045,0.44955044955045,0.000999000999000999,0.000999000999000999,0.470529470529471,0.470529470529471,0.000999000999000999,1,0,0.00193164807180982,1,0,0.00193164807180982,0.99806835192819,0.00193164807180982,0,0,0
"Limosa limosa",4811336.6437048,3415911.46350566,4778002.6791917,3591462.44611597,178687.718340146,175550.982610314,-33333.9645131007,610,458,0.876420138379086,1,0.896103896103896,0.896103896103896,1,1,0.905094905094905,0.905094905094905,1,0.001998001998002,0.104895104895105,0.104895104895105,0.001998001998002,0.000999000999000999,0.107892107892108,0.107892107892108,0.000999000999000999,0.99508438643395,0.00491561356604968,0.00216742390982332,0.99508438643395,0.00491561356604968,0.00216742390982332,0.992938195722871,0.00215679267038891,0.00490501160673996,0,0
"Linaria cannabina",4538793.21011751,2911021.1216232,4560383.14652013,2933089.85652827,30873.1989625243,22068.7349050734,21589.9364026207,2263,2337,0.970719666515674,1,0.558441558441558,0.558441558441558,1,1,0.553446553446553,0.553446553446553,1,0.001998001998002,0.468531468531469,0.468531468531469,0.001998001998002,0.000999000999000999,0.462537462537463,0.462537462537463,0.000999000999000999,0.998492777798444,0.00150722220155615,2.44214952045002e-05,0.998492777798444,0.00150722220155615,2.44214952045002e-05,0.998468429864104,2.43846874822995e-05,0.0015071854484138,0,0
"Locustella fluviatilis",5115312.94487684,3308468.55802114,5082529.05529292,3400160.80370522,97376.8521510063,91692.2456840733,-32783.8895839173,711,952,0.85649160671602,1,0.951048951048951,0.951048951048951,1,1,0.951048951048951,0.951048951048951,1,0.000999000999000999,0.044955044955045,0.044955044955045,0.000999000999000999,0.000999000999000999,0.041958041958042,0.041958041958042,0.000999000999000999,0.990599649961752,0.00940035003824795,0.0121363141145348,0.990599649961752,0.00940035003824795,0.0116119088782009,0.978689075779324,0.0114979616510168,0.00928732398733458,0.000525638582324274,0
"Locustella luscinioides",4687814.97265957,2931616.4889773,4943943.50214592,3041439.0527972,278680.496520323,109822.563819901,256128.529486345,786,1117,0.792552166313995,0.991008991008991,0.891108891108891,0.891108891108891,1,0.987012987012987,0.88011988011988,0.88011988011988,1,0.012987012987013,0.130869130869131,0.130869130869131,0.000999000999000999,0.00599400599400599,0.100899100899101,0.100899100899101,0.000999000999000999,0.99520050258356,0.00479949741644024,0.00144747564756309,0.995385533055359,0.00461446694464147,0.00144747564756309,0.993766877944789,0.0014405384995774,0.00460696308783981,2.16840434497101e-19,0.000185620467793426
"Locustella naevia",4476462.53890429,3347640.09616902,4485895.85543359,3382230.9163279,35854.0416132646,34590.8201588774,9433.31652929727,1219,1346,0.93742253327678,1,0.97002997002997,0.97002997002997,1,1,0.967032967032967,0.967032967032967,1,0.000999000999000999,0.040959040959041,0.040959040959041,0.000999000999000999,0.000999000999000999,0.035964035964036,0.035964035964036,0.000999000999000999,0.999239862175077,0.000760137824922692,0.00715770133610399,0.999239862175077,0.000760137824922692,0.00715770133610399,0.992092999497303,0.00715229941109225,0.000754701091605149,0,0
"Lophophanes cristatus",4417814.78428105,3184995.04630733,4426659.90890109,3119368.93501616,66219.5040206819,-65626.1112911706,8845.12462003808,1563,1646,0.942320850852479,1,1,1,1,1,0.998001998001998,0.998001998001998,1,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.996884601478959,0.0031153985210411,0.00190099965103799,0.996884601478959,0.0031153985210411,0.00190099965103799,0.994995416931923,0.00189508850295478,0.00310949456512175,0,0
"Loxia curvirostra",4469330.43640914,3406789.3748085,4413664.48242778,3330056.5295632,94797.8268321274,-76732.8452453008,-55665.9539813586,1333,1558,0.92878796376822,1,0.559440559440559,0.559440559440559,1,1,0.515484515484515,0.515484515484515,1,0.001998001998002,0.474525474525474,0.474525474525474,0.001998001998002,0.000999000999000999,0.485514485514486,0.485514485514486,0.000999000999000999,0.997975593171798,0.00202440682820238,0.000863183657373903,0.997975593171798,0.00202440682820238,0.000863183657373903,0.997115899344425,0.000861437727790264,0.00202266292778417,0,0
"Loxia pytyopsittacus",4744387.52753383,4403600.15703205,4776928.86586568,4385157.92039893,37403.940868039,-18442.2366331117,32541.3383318521,455,425,0.929942016538098,1,0.908091908091908,0.908091908091908,1,1,0.93006993006993,0.93006993006993,1,0.000999000999000999,0.0749250749250749,0.0749250749250749,0.000999000999000999,0.000999000999000999,0.0809190809190809,0.0809190809190809,0.000999000999000999,0.972368021926157,0.0276319780738435,0.00309252721942156,0.972368021926157,0.0276319780738435,0.00309252721942156,0.969443788886335,0.00300733155953584,0.0275488795541296,0,0
"Lullula arborea",4580236.37808091,2798725.87234974,4640954.44038687,2870520.51378835,94027.4089268042,71794.6414386039,60718.0623059627,1634,1934,0.9320203387023,1,0.772227772227772,0.772227772227772,1,1,0.74025974025974,0.74025974025974,1,0.000999000999000999,0.265734265734266,0.265734265734266,0.000999000999000999,0.001998001998002,0.245754245754246,0.245754245754246,0.001998001998002,0.999036946036605,0.000963053963395476,0.00196052348573702,0.999036946036605,0.000963053963395476,0.00196052348573702,0.997080193217836,0.00195863909391047,0.000961167688253224,0,0
"Luscinia luscinia",5194927.45406035,3539182.93602379,5213266.83654649,3548424.85191608,20536.4544002325,9241.91589228576,18339.3824861348,840,880,0.964871700275617,1,1,1,1,1,1,1,1,0.001998001998002,0.042957042957043,0.042957042957043,0.001998001998002,0.000999000999000999,0.038961038961039,0.038961038961039,0.000999000999000999,1,0,0.0112570826106371,1,0,0.0112570826106371,0.988742917389363,0.0112570826106371,0,0,0
"Luscinia megarhynchos",4343252.85721281,2485157.83998248,4372575.56872003,2513494.86211435,40777.5457014977,28337.0221318719,29322.711507218,1382,1451,0.956034112283409,1,0.825174825174825,0.825174825174825,1,1,0.803196803196803,0.803196803196803,1,0.000999000999000999,0.183816183816184,0.183816183816184,0.000999000999000999,0.000999000999000999,0.184815184815185,0.184815184815185,0.000999000999000999,0.998261825322217,0.00173817467778335,5.61017311044098e-05,0.998529895880522,0.00147010411947794,5.61017311044098e-05,0.99820591844538,5.60042219572541e-05,0.00146962713770305,0,0.000268450194959841
"Melanitta fusca",4765053.51653404,4608835.14817685,4779771.60364016,4577459.49077446,34656.2254940616,-31375.6574023897,14718.0871061124,247,200,0.883462876867038,1,1,1,1,1,1,1,1,0.001998001998002,0.026973026973027,0.026973026973027,0.000999000999000999,0.001998001998002,0.034965034965035,0.034965034965035,0.001998001998002,1,0,0.0493331782591499,1,0,0.0493331782591499,0.95066682174085,0.0493331782591499,0,0,0
"Melanitta nigra",4530313.26306592,4671771.74016226,4587102.29920604,4711279.02333367,69179.6216331757,39507.2831714097,56789.0361401159,230,196,0.903577463153518,1,0.927072927072927,0.927072927072927,1,1,0.937062937062937,0.937062937062937,1,0.001998001998002,0.0689310689310689,0.0689310689310689,0.001998001998002,0.000999000999000999,0.051948051948052,0.051948051948052,0.000999000999000999,0.995073387835345,0.00492661216465499,0.000592493361352778,0.995073387835345,0.00492661216465499,0.000592493361352778,0.994486716350803,0.000589576097315046,0.00492370755188197,0,0
"Melanocorypha calandra",4649684.44134305,2292487.66127327,4645382.97388986,2299448.72608241,8182.85069690086,6961.06480913237,-4301.46745318733,461,434,0.909164606907558,1,0.817182817182817,0.817182817182817,1,1,0.795204795204795,0.795204795204795,1,0.000999000999000999,0.195804195804196,0.195804195804196,0.000999000999000999,0.000999000999000999,0.174825174825175,0.174825174825175,0.000999000999000999,0.998604790195102,0.00139520980489821,0.0181653572775689,0.998604790195102,0.00139520980489821,0.0181653572775689,0.980489627406362,0.0181404725539128,0.00136990003972551,0,0
"Merops apiaster",4640546.05198409,2406022.7690416,4697117.25976921,2527155.62158651,133691.695762801,121132.852544907,56571.2077851184,861,1384,0.865462939589328,1,0.782217782217782,0.782217782217782,1,1,0.774225774225774,0.774225774225774,1,0.001998001998002,0.228771228771229,0.228771228771229,0.000999000999000999,0.000999000999000999,0.205794205794206,0.205794205794206,0.000999000999000999,0.998592898845073,0.00140710115492738,0.000272620619627342,0.998592898845073,0.00140710115492738,0.000217860644729904,0.998321044790968,0.000217542260362691,0.00140671808976244,5.46948589073798e-05,2.16840434497101e-19
"Milvus milvus",4114414.44435981,2730978.8599856,4120382.64393392,2927360.14065988,196471.949156685,196381.280674281,5968.19957411056,626,787,0.816225627518705,0.996003996003996,0.578421578421578,0.578421578421578,1,0.997002997002997,0.581418581418581,0.581418581418581,1,0.004995004995005,0.395604395604396,0.395604395604396,0.001998001998002,0.001998001998002,0.432567432567433,0.432567432567433,0.000999000999000999,0.962420351394417,0.0375796486055826,0.0259575607873759,0.962420351394417,0.0375796486055826,0.0259575607873759,0.938353608056505,0.025006477993782,0.0366399139497131,0,0
"Monticola solitarius",4223148.48716083,2011732.52640635,4228184.18699837,2017717.39885795,7821.57088542431,5984.87245159945,5035.69983754028,504,582,0.942717668667666,1,0.875124875124875,0.875124875124875,1,1,0.877122877122877,0.877122877122877,1,0.000999000999000999,0.108891108891109,0.108891108891109,0.000999000999000999,0.000999000999000999,0.122877122877123,0.122877122877123,0.000999000999000999,0.98847109036063,0.0115289096393705,0.000244071973627832,0.98847109036063,0.0115289096393705,0.000244071973627832,0.988232613042402,0.000241258768772498,0.0115261281888256,0,0
"Numenius arquata",4484121.42129683,3797849.60701613,4450135.66857535,3821548.51313364,41432.7109807226,23698.9061175021,-33985.7527214848,1084,1050,0.944358212111764,1,0.983016983016983,0.983016983016983,1,1,0.965034965034965,0.965034965034965,1,0.000999000999000999,0.02997002997003,0.02997002997003,0.000999000999000999,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.999111495120337,0.000888504879663163,0.00200252111263721,0.999111495120337,0.000888504879663163,0.00200252111263721,0.997112527369725,0.00200074542268286,0.000886727207592146,0,0
"Numenius phaeopus",4522370.69923729,4643184.52534355,4540356.5788912,4666254.53998919,29252.6484728251,23070.014645637,17985.8796539055,450,441,0.966505883355651,1,0.886113886113886,0.886113886113886,1,1,0.907092907092907,0.907092907092907,1,0.000999000999000999,0.0999000999000999,0.0999000999000999,0.000999000999000999,0.000999000999000999,0.105894105894106,0.105894105894106,0.000999000999000999,0.996826888694136,0.0031731113058636,0.00631783320997479,0.996826888694136,0.0031731113058636,0.00631783320997479,0.990548960393368,0.00629791227741901,0.00315312732921279,0,0
"Oenanthe hispanica",4204357.1238121,2014972.33699959,4218158.01287939,1993720.8028945,25339.5390815963,-21251.5341050944,13800.8890672941,479,414,0.932314198267623,1,0.845154845154845,0.845154845154845,1,1,0.852147852147852,0.852147852147852,1,0.001998001998002,0.153846153846154,0.153846153846154,0.001998001998002,0.000999000999000999,0.154845154845155,0.154845154845155,0.000999000999000999,0.994114856872803,0.00588514312719747,0,0.994114856872803,0.00588514312719747,0,0.994114856872802,0,0.00588514312719747,0,0
"Oenanthe leucura",3192342.68270825,1937691.93888195,3206459.16022594,1907791.98193241,33064.8206269461,-29899.9569495444,14116.4775176924,147,117,0.849402574247306,0.999000999000999,1,1,1,0.999000999000999,1,1,1,0.001998001998002,0.00699300699300699,0.00699300699300699,0.001998001998002,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,1,0,0.0729430129439892,1,0,0.0729430129439892,0.927056987056011,0.0729430129439892,0,0,0
"Oenanthe oenanthe",4620634.5018188,3274577.09957466,4655454.61320542,3286539.85881597,36817.764267294,11962.7592413193,34820.1113866149,2286,2252,0.95336133921901,1,1,1,1,1,1,1,1,0.000999000999000999,0.812187812187812,0.812187812187812,0.000999000999000999,0.001998001998002,0.821178821178821,0.821178821178821,0.001998001998002,1,0,0.000472154476400786,1,0,0.000472154476400786,0.999527845523599,0.000472154476400786,0,0,0
"Oriolus oriolus",4669612.52692033,2818491.70004269,4672438.71492795,2838692.74685974,20397.7849571824,20201.0468170592,2826.18800762482,1843,1916,0.957554878008871,1,0.909090909090909,0.909090909090909,1,1,0.87012987012987,0.87012987012987,1,0.000999000999000999,0.0939060939060939,0.0939060939060939,0.000999000999000999,0.000999000999000999,0.0939060939060939,0.0939060939060939,0.000999000999000999,0.999402323410676,0.00059767658932395,0.00686221437492981,0.999402323410676,0.00059767658932395,0.00674875120439938,0.992548281243145,0.00674397481663039,0.000593577638931488,0.000114166301292911,0
"Otus scops",4428246.55610645,2230178.03596,4618416.30670266,2343073.62044741,221155.933762994,112895.584487411,190169.750596218,851,1095,0.86810405840061,0.999000999000999,0.696303696303696,0.696303696303696,1,0.997002997002997,0.719280719280719,0.719280719280719,1,0.000999000999000999,0.287712287712288,0.287712287712288,0.000999000999000999,0.000999000999000999,0.287712287712288,0.287712287712288,0.000999000999000999,0.999076748623788,0.000923251376212331,0.000896200326289698,0.999076748623788,0.000923251376212331,0.000682098295127008,0.998182201629788,0.000681323107287713,0.00092242472125871,0.000214050541665815,0
"Passer italiae",4512885.98825264,2182402.35156828,4545022.75755524,2189940.9738057,33009.1315615423,7538.62223741785,32136.7693026029,185,196,0.830895036673997,1,0.963036963036963,0.963036963036963,1,0.999000999000999,0.978021978021978,0.978021978021978,1,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,0.003996003996004,0.020979020979021,0.020979020979021,0.000999000999000999,0.854298671663926,0.145701328336074,0,0.870392217596504,0.129607782403496,0,0.854298671663926,0,0.12721133542573,0,0.0184899929103441
"Perdix perdix",4751366.84978623,3057300.15364912,4843999.86535258,3095736.261398,100290.627437463,38436.1077488838,92633.0155663528,1564,1462,0.911361820905563,1,1,1,1,1,1,1,1,0.000999000999000999,0.0729270729270729,0.0729270729270729,0.000999000999000999,0.001998001998002,0.0889110889110889,0.0889110889110889,0.001998001998002,1,0,0.0203990931875717,1,0,0.0203990931875717,0.979600906812428,0.0203990931875717,0,0,0
"Periparus ater",4385919.37656818,3130305.89805996,4452774.30679196,3114336.19593867,68735.8209456339,-15969.7021212918,66854.9302237872,1916,1994,0.946216966728746,1,0.629370629370629,0.629370629370629,1,1,0.608391608391608,0.608391608391608,1,0.001998001998002,0.388611388611389,0.388611388611389,0.001998001998002,0.001998001998002,0.378621378621379,0.378621378621379,0.001998001998002,0.997872990590183,0.00212700940981664,0.000382528076018375,0.997872990590183,0.00212700940981664,0.000382528076018375,0.99749208775526,0.000381714745779863,0.0021261974989605,0,0
"Pernis apivorus",4640677.15288821,3163052.53203284,4678269.4993146,3069918.1756415,100435.018047846,-93134.3563913447,37592.3464263817,1551,1830,0.901395398526993,1,0.821178821178821,0.821178821178821,1,1,0.834165834165834,0.834165834165834,1,0.001998001998002,0.151848151848152,0.151848151848152,0.001998001998002,0.001998001998002,0.158841158841159,0.158841158841159,0.001998001998002,0.999458357831552,0.000541642168448046,0.00107670846985324,0.999458357831552,0.000541642168448046,0.00107670846985324,0.998382814799992,0.00107612590672948,0.000541059293278402,0,0
