"species","stability","niche_breadth_zcor","niche_breadth_Z"
"Euphagus cyanocephalus",0.970448736054599,8.40223117294656,7.18599605213235
"Falco mexicanus",0.950605128451541,8.32579052588609,7.33274666518598
"Falco sparverius",0.849592812771334,8.03657340970731,6.60243751883511
"Fulica americana",0.897941574155541,8.37101068123816,6.94406426851107
"Gallinago delicata",0.92243934413702,8.30548401772769,6.69405140769232
"Gallinula galeata",0.639651112467733,8.08978917578932,6.94483769864726
"Gavia immer",0.892995493732103,8.64576229221094,7.19936736570209
"Geococcyx californianus",0.862051621052917,8.82187986268384,8.16770399169058
"Geothlypis formosa",0.999460741837664,8.72306850116393,8.12308545078881
"Geothlypis philadelphia",0.806507169647663,8.95609307561064,8.55796448202189
"Geothlypis tolmiei",0.851947139269549,8.67128672675364,7.80188023130015
"Geothlypis trichas",0.940987600075965,8.63248423575097,7.17484791273608
"Gymnorhinus cyanocephalus",0.999771330017119,8.45041215772589,7.54884719427175
"Haemorhous cassinii",0.975905557521002,8.48673398393153,7.57742687298449
"Haemorhous mexicanus",0.915415834907949,8.20740183337636,7.04267827807619
"Haemorhous purpureus",0.935743942377553,8.57866451350434,7.11517766388052
"Haliaeetus leucocephalus",0.952980445197485,8.41715183723601,6.93375256020278
"Helmitheros vermivorum",1,8.7059937143079,8.06409827603443
"Himantopus mexicanus",0.671095451835226,8.37031599555548,6.64990734044852
"Hylocichla mustelina",0.997474736380298,8.69634305704456,7.9747196416844
"Icteria virens",0.947833085079399,8.56178407474411,7.65801621094609
"Icterus bullockii",0.96436149636106,8.3221510702129,7.44862855345814
"Icterus galbula",0.988707003407431,8.84764735571189,8.34457513279521
"Icterus parisorum",0.764722065560074,8.19863945529737,7.43989215485806
"Icterus spurius",0.950704737723784,8.78492762605832,8.11452201909344
"Ictinia mississippiensis",0.999433024959257,8.92105701815743,8.553216694036
"Junco hyemalis caniceps",0.923604181172534,8.58821067865152,7.11945971582918
"Junco hyemalis hyemalis",0.923604181172534,8.58821067865152,7.11945971582918
"Junco hyemalis oreganus",0.923604181172534,8.58821067865152,7.11945971582918
"Lanius ludovicianus",0.917915119021499,8.86714558959414,8.02203181213383
"Larus californicus",1,8.28878581042693,6.95419046295156
"Larus delawarensis",0.981340749053179,8.24143968982973,7.11326563404597
"Leiothlypis celata",0.883550954251867,8.72696777499149,7.27915466369301
"Leiothlypis ruficapilla",0.981860691255471,8.59378379357795,7.77187471563566
"Leiothlypis virginiae",1,8.7815554585464,8.2328289934438
"Leucophaeus atricilla",0.734354652333321,7.91571319938212,7.1451257377448
"Leucophaeus pipixcan",0.998171803630333,8.4156033356546,7.63654362147852
"Limnothlypis swainsonii",0.999505479640353,8.8794724020748,8.30190168792448
"Limosa fedoa",0.959268069698584,7.63046126178363,6.93382429354534
"Lophodytes cucullatus",0.969511958862039,8.16422565226583,6.90883317330656
"Loxia curvirostra",0.876597296754771,8.2529671950008,6.49870935847594
"Mareca americana",0.904836123752608,8.29129585190541,6.83559065061212
"Mareca strepera",0.944761986938441,8.5115774526306,7.09141913819473
"Megaceryle alcyon",0.959786156668107,8.10892415597534,6.59573593711435
"Melanerpes carolinus",0.999955830707292,8.82688134413063,8.15535465930257
"Melanerpes erythrocephalus",0.999946694863196,8.87863674743007,8.21113980338159
"Melanerpes formicivorus",0.416072404495518,8.53109609658523,7.70756201889803
"Meleagris gallopavo",0.926201366133101,8.0774471493312,7.1241048666683
"Melospiza georgiana",0.865776850960288,8.93669268848821,8.36016354616928
"Melospiza lincolnii",0.915725640394479,8.72143930562598,7.37233660511805
"Melospiza melodia",0.921829231107483,8.6919864817894,7.31016429321264
"Melozone fusca",0.687005575569808,8.55159461813357,7.73220108112154
"Mergus merganser",0.842638502526623,8.73472100394481,7.21729456237694
"Mimus polyglottos",0.907545994964135,8.58541243039338,7.61177306568585
"Mniotilta varia",0.968688417991571,8.74782860848874,8.10569049876829
"Myadestes townsendi",0.807795599052854,8.77261030328074,7.62291868617847
"Myiarchus cinerascens",0.879337712947682,8.49739856408806,7.67715224944864
"Myiarchus crinitus",0.997595740984639,8.66406026722579,7.9086940598958
"Nucifraga columbiana",0.957468703031072,8.61504559158374,7.65752522943724
"Numenius americanus",0.991067891461088,7.97796809312855,7.04115707404953
"Nyctanassa violacea",0.449024298348491,8.46926265765869,7.32807048046479
"Nycticorax nycticorax",0.632281769306502,8.47657950853094,7.09382047611586
"Oreortyx pictus",0.908867880243195,8.53089883847235,8.11914291186953
"Oreoscoptes montanus",0.998013470720318,8.21419441485256,7.30272137050097
"Oxyura jamaicensis",0.858931223472038,8.36497397843873,7.19487697027077
"Pandion haliaetus",0.828611953823087,8.21365270303,6.27822011245891
"Parkesia motacilla",1,8.48011418317482,7.85245344559182
"Parkesia noveboracensis",0.906171617178829,8.36520683441836,7.10743061305507
"Passer domesticus",0.869515429821335,8.10137467122858,6.3561181858777
"Passerculus sandwichensis",0.911493016276851,8.4144957931779,6.73126742811493
"Passerina amoena",0.995027655015093,8.45850419506756,7.64309383056426
"Passerina caerulea",0.86181686404539,8.5567984460086,7.68499501284374
"Passerina ciris",0.98536848489243,8.86502918668777,8.42324973350404
"Passerina cyanea",0.999955159757403,8.73004395324502,7.95064413544609
"Patagioenas fasciata",0.660699020586985,8.80672355472564,7.97952475462361
"Pelecanus erythrorhynchos",0.999821400616188,8.47135865507244,7.26778048055741
"Perdix perdix",0.979158341802861,8.23642052726539,6.94883027792477
"Perisoreus canadensis",0.945974200271248,8.34498036877057,6.7181449724236
"Petrochelidon pyrrhonota",0.893430156162986,8.67999208172133,7.18846561408288
"Peucaea aestivalis",1,8.88502565805085,8.48444281371533
"Peucaea cassinii",0.886380505855424,8.75068303478459,8.04944961008552
"Phainopepla nitens",0.783618812154781,8.43359416753992,7.72279406146707
"Phalacrocorax auritus",0.881922597021822,8.57073395834427,7.3304576789249
"Phalaenoptilus nuttallii",0.888791794853056,8.090708716084,7.09327640548801
"Phalaropus tricolor",0.987881174502285,8.0013550258267,7.04215285430757
"Phasianus colchicus",0.851336715762121,8.32603268595508,7.0775773593484
"Pheucticus ludovicianus",0.951128084611221,8.90910013492555,8.4901573666625
"Pheucticus melanocephalus",0.859640964577696,8.3889051711147,7.32183569050234
"Pica hudsonia",0.912767110986811,8.36683530982767,7.01739903862151
"Pipilo chlorurus",1,8.45404037641097,7.62568512141943
"Pipilo erythrophthalmus",0.997647542336575,8.80807015476454,8.13578412237229
"Pipilo maculatus",0.85736869879426,8.57828829077605,7.36289280012322
"Piranga ludoviciana",0.925957128738501,8.45744318701046,7.23919864550368
"Piranga olivacea",0.986648010519626,8.81818627792769,8.3576369661347
"Piranga rubra",0.940246733385952,8.85907931788153,8.24866460058811
"Podiceps nigricollis",0.941899594614035,7.65586401761606,6.06688186099121
"Podilymbus podiceps",0.82311694023504,8.17723488551019,6.648588390977
"Poecile atricapillus",0.938581726383409,8.22309055116153,6.76546100369164
"Poecile carolinensis",0.999271958743865,8.786456678344,8.20875005618181
"Poecile gambeli",0.911400210277764,8.34759040703006,7.26082145603287
"Poecile rufescens",0.613910427701307,8.83840674707681,8.40676218053756
"Polioptila caerulea",0.858323583201303,8.22067217029725,7.36840631272218
"Polioptila melanura",0.744685699723993,8.56483984488359,8.01346549896271
"Pooecetes gramineus",0.992868199640684,8.4096079807363,7.57382478513322
"Porzana carolina",0.972286964456592,7.96901178110648,6.3446859968931
"Progne subis",0.960405036095016,8.42463920980563,7.37483705859599
"Protonotaria citrea",0.999751035662194,8.80777106698004,8.13498567558852
"Psaltriparus minimus",0.754645732847615,8.67590488257106,7.7752551422009
"Quiscalus major",0.993800097568345,8.92611897115338,8.76704554448654
"Quiscalus mexicanus",0.619910050006469,8.23615566168312,6.91471438021686
"Quiscalus quiscula",0.999412990921328,8.8934354408475,8.11500966627492
"Rallus limicola",0.961336859719167,7.95155933115525,6.55915799312846
"Recurvirostra americana",0.960088871224586,7.8991534833431,6.75292119192516
"Regulus calendula",0.906714953199222,8.67453876214002,7.36137475085915
"Regulus satrapa",0.885877891913665,8.82408948279182,7.39444799338091
"Riparia riparia",0.932254452991061,8.36753241686183,6.9232926681974
"Salpinctes obsoletus",0.869584253078423,8.56617381363786,7.40482191683993
"Sayornis nigricans",0.465554183735183,8.42507790250843,7.41505407865013
"Sayornis phoebe",0.994456708758804,8.81892608709068,8.12858317353501
"Sayornis saya",0.872078402526674,8.48920515487607,6.9378849411157
"Seiurus aurocapilla",0.981606546683684,8.82217476094608,8.18188473216408
"Selasphorus platycercus",0.68829088789979,8.08641027532378,7.31770566937592
"Selasphorus rufus",0.771082372811624,8.89054824560617,8.3758741444297
"Setophaga americana",0.998272245698434,8.76201995356159,8.04841505918456
"Setophaga caerulescens",0.942800077557302,8.88723835429314,8.37483726563775
"Setophaga cerulea",0.999979799331047,8.80282315974189,8.34266045652345
"Setophaga citrina",0.997998622108276,8.83025057019925,8.2012854345327
"Setophaga coronata audoboni",0.856846032331333,8.72583205652757,7.57876407951716
"Setophaga coronata coronata",0.870661449621092,8.33782726244791,7.18427704444106
"Setophaga discolor",0.999729322987079,8.95879734614028,8.29617437781478
"Setophaga dominica",1,8.74337213127397,8.1007159250046
"Setophaga fusca",0.908763862532842,8.9242570208881,8.39974952796147
"Setophaga magnolia",0.767419465944023,8.88183630500415,8.32910734910366
"Setophaga nigrescens",0.941291871007705,8.83127373772255,8.12134930699209
"Setophaga pensylvanica",0.9121431552283,8.87024156729927,8.33844904494197
"Setophaga petechia",0.842805793372976,8.38022733634308,6.54367793828711
"Setophaga pinus",0.969303458575165,8.65730289940088,7.93045043221108
"Setophaga ruticilla",0.985168553938715,7.68340368105383,6.459849674769
"Setophaga townsendi",0.441485321061493,8.99006769575366,8.50530391808407
"Setophaga virens",0.808503172086162,8.9457235724554,8.40219641548433
"Sialia currucoides",0.951674993391701,8.37724123098879,7.24531691459771
"Sialia mexicana",0.825187031070879,8.49351506406166,7.85359550523579
"Sialia sialis",0.862196398538962,8.7876782390395,7.85775811301836
"Sitta canadensis",0.923414617740959,8.63248423575097,7.33261333837968
"Sitta carolinensis",0.942978516327604,8.40581460343285,7.33202006674068
"Sitta pusilla",0.998844307541596,8.85723049420194,8.39922144626896
"Sitta pygmaea",0.850867208324572,8.49228555571005,7.68570282917059
"Spatula clypeata",0.939235910175025,8.26744895830485,6.44040432190256
"Spatula cyanoptera",0.769152680291096,8.38867776918081,7.03422054351391
"Spatula discors",0.972557460469711,8.16650031915505,6.80527421852288
"Sphyrapicus nuchalis",0.96985686957001,8.33710912956247,7.44166361921167
"Sphyrapicus ruber",0.728987990219075,8.90027634863127,8.45426017948108
"Sphyrapicus varius",0.91014880015299,8.88239170629585,8.21055674583773
"Spinus pinus",0.857686606911095,8.79482492801452,7.47461717528736
"Spinus psaltria",0.64644848279705,8.03073492409854,6.77394896466967
"Spinus tristis",0.987951063653603,8.29704514908183,7.24837515216084
"Spiza americana",0.999899355984436,8.78431534990266,8.38803648125131
"Spizella breweri",0.938993546333695,8.03722003113301,6.98244770398469
"Spizella pallida",0.98371876784502,8.81224801819743,7.96815340879473
"Spizella passerina",0.903110749001464,8.61667646990119,7.09073868009495
"Spizella pusilla",0.999966935698774,8.80911625812527,8.3242593066162
"Stelgidopteryx serripennis",0.89095804354293,8.3959291039232,7.11117175432802
"Sterna forsteri",0.999921633989522,8.94676537486763,8.0642301606434
"Strix varia",0.948540568362985,8.42617379302907,7.10555671938104
"Sturnella magna",0.683197974566538,8.49228555571005,7.19297165827909
"Sturnella neglecta",0.951118073755293,8.65556286068101,7.41097785573735
"Sturnus vulgaris",0.973267662422438,8.23536064375335,6.39229561684465
"Tachycineta bicolor",0.946081165960238,8.53719187792293,6.98949370985026
"Tachycineta thalassina",0.770945478857004,8.78584533796121,7.68643191232712
"Thryomanes bewickii",0.867724563678936,8.55004752828718,7.6740140109406
"Thryothorus ludovicianus",0.969964957951236,8.83884181343129,8.12055224990288
"Toxostoma curvirostre",0.608801784662695,8.64241515616962,7.94012994136056
"Toxostoma rufum",0.999981866545772,8.846209127361,8.16946468143609
"Tringa semipalmata",0.95625671572074,8.8071726229167,8.02116181750438
"Troglodytes aedon",0.681773755397602,8.34759040703006,7.13221476947362
"Troglodytes hiemalis",0.80097798963728,8.83302530728437,8.30058528905521
"Troglodytes pacificus",0.713295379264075,8.962391701743,8.34218936824248
"Turdus migratorius",0.93193525364777,8.5956346177228,7.04390981507906
"Tympanuchus phasianellus",0.917470130206532,7.91644286012226,6.76800610661203
"Tyrannus forficatus",0.986470687842434,8.82702806850915,8.27858449964243
"Tyrannus tyrannus",0.994719252550853,8.15708378502887,7.05053064423444
"Tyrannus verticalis",0.971280352860288,8.27435700675629,7.14263501199932
"Tyrannus vociferans",0.681379844198568,8.62425226370964,7.94790901568758
"Vermivora chrysoptera",0.993943881134661,8.927977461002,8.48464246578848
"Vermivora cyanoptera",0.99963995201201,8.96495121171466,8.51504197259216
"Vireo bellii",0.908467084380542,8.66077391989376,8.1102765616678
"Vireo cassinii",0.97149533650971,8.7937637591133,8.44611639227769
"Vireo flavifrons",0.999531847222804,8.68895923427068,8.058792333089
"Vireo gilvus",0.929326573482448,8.39412119382624,6.92116536729096
"Vireo griseus",0.958152881555303,8.66630261400408,7.93327169592296
"Vireo huttoni",0.62192219858192,8.87066300440602,8.25295850702991
"Vireo olivaceus",0.996703405767013,8.13241267450091,6.94274895828191
"Vireo plumbeus",0.608756946366517,8.69884785922249,7.7383506174923
"Vireo solitarius",0.782318738141527,8.88002911746844,8.30066260916793
"Xanthocephalus xanthocephalus",0.989195456472433,8.43272403478979,7.45293337883108
"Zenaida asiatica",0.47837295078685,8.20549161312023,7.37534469673235
"Zonotrichia albicollis",0.77944036935994,8.81759403627579,8.20632810611239
"Zonotrichia leucophrys",0.77757691757396,8.20028826028755,6.62471745488452
