"species","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","niche_stability_NA","niche_expansion_NA","niche_unfilling_NA","niche_stability_A","niche_expansion_A","niche_unfilling_A","n_cells_hist","n_cells_rec","niche_centroid_hist_X","niche_centroid_hist_Y","niche_centroid_rec_X","niche_centroid_rec_Y","niche_centroids_dist","std_niche_stability","std_niche_unfilling","std_niche_expansion","std_niche_abandonment","std_niche_pioneering"
"Emberiza caesia",0.397587746486936,0.998001998001998,1,1,0.998001998001998,0.988011988011988,1,1,0.992007992007992,0.004995004995005,0.171828171828172,0.171828171828172,0.004995004995005,0.002997002997003,0.171828171828172,0.171828171828172,0.002997002997003,1,0,0.463425898273825,1,0,0.463425898273825,NA,NA,-2.87706220408269,0.0526949605933578,-4.87957543326748,0.435115815372894,2.03870177888537,0.536574101726175,0.463425898273825,0,0,0
"Emberiza calandra",0.857258662530529,0.999000999000999,1,1,1,0.998001998001998,1,1,1,0.003996003996004,0.002997002997003,0.002997002997003,0.002997002997003,0.004995004995005,0.002997002997003,0.002997002997003,0.002997002997003,0.997044687259832,0.00295531274016795,0.00352301549829422,0.997044687259832,0.00295531274016795,0.00352301549829422,NA,NA,-0.424000616742011,-0.198294189442422,-0.501881404672966,0.312314005402914,0.516513451685393,0.993542427752969,0.0035126404579599,0.00294493178907091,0,0
"Emberiza cia",0.927067780874651,1,0.94005994005994,0.94005994005994,1,1,0.927072927072927,0.927072927072927,1,0.001998001998002,0.0719280719280719,0.0719280719280719,0.001998001998002,0.000999000999000999,0.0729270729270729,0.0729270729270729,0.000999000999000999,0.999146979889704,0.000853020110296207,0.000250726990316516,0.999146979889704,0.000853020110296207,6.35635915759836e-05,NA,NA,-0.185948987809554,-0.494387098437584,0.289190508273587,-0.55146633666043,0.478555723165277,0.998896680413744,6.34974967493746e-05,0.000852806417525386,0.000187015671980753,0
"Emberiza cirlus",0.953076903092076,1,0.993006993006993,0.993006993006993,1,1,0.998001998001998,0.998001998001998,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.001998001998002,0.003996003996004,0.003996003996004,0.000999000999000999,0.998923287085386,0.00107671291461355,0.000100453235114062,0.998923287085386,0.00107671291461355,3.54045303022409e-05,NA,NA,-0.551918134603954,-0.441581005017119,-0.507926471349017,-0.293850208205233,0.154141671077651,0.998823050041565,3.53641129915833e-05,0.00107660487176281,6.49809736801703e-05,2.16840434497101e-19
"Emberiza citrinella",0.944274379819233,1,1,1,1,1,1,1,1,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,1,0,0.00278369083852913,1,0,0.00276102549331972,NA,NA,0.20752723646129,1.05125112695578,0.186400427623058,1.12099700859304,0.0728754420710148,0.997216309161471,0.00276096274046154,0,2.27280980675875e-05,0
"Emberiza hortulana",0.762554396967794,0.995004995004995,0.997002997002997,0.997002997002997,1,0.992007992007992,0.99000999000999,0.99000999000999,1,0.012987012987013,0.00899100899100899,0.00899100899100899,0.003996003996004,0.00599400599400599,0.002997002997003,0.002997002997003,0.001998001998002,0.9998419750518,0.000158024948200257,0.0197948448207485,0.9998419750518,0.000158024948200257,0.0197948448207485,NA,NA,-0.120256953847964,1.16954527702455,-0.377210600105478,1.51105472089892,0.427380248233836,0.980053323994921,0.0197917786516747,0.000154897353404035,0,0
"Emberiza melanocephala",0.746400461839498,0.996003996003996,0.642357642357642,0.642357642357642,1,0.995004995004995,0.621378621378621,0.621378621378621,1,0.010989010989011,0.370629370629371,0.370629370629371,0.002997002997003,0.011988011988012,0.375624375624376,0.375624375624376,0.000999000999000999,0.982061063767007,0.0179389362329927,0.002947807585526,0.982061063767007,0.0179389362329927,0,NA,NA,-2.36057098162321,-0.810362869519178,-0.62061502864597,0.491764398747136,2.1732423107108,0.979217918278545,0,0.0178870015748535,0.00289508014660134,0
"Emberiza schoeniclus",0.961295869156801,1,0.812187812187812,0.812187812187812,1,1,0.82017982017982,0.82017982017982,1,0.000999000999000999,0.20979020979021,0.20979020979021,0.000999000999000999,0.002997002997003,0.183816183816184,0.183816183816184,0.000999000999000999,0.99946760631985,0.000532393680150482,0.00233172631181778,0.99946760631985,0.000532393680150482,0.00230460753763898,NA,NA,0.233628491269398,1.1619154912043,0.256758203003052,1.30229805848728,0.142275257026102,0.997138359248306,0.0023033208293375,0.000531152943169556,2.71669791870903e-05,0
"Erithacus rubecula",0.966591203087285,1,1,1,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.002997002997003,0.002997002997003,0.002997002997003,0.002997002997003,0.999871278615961,0.000128721384039423,8.96526179068518e-05,0.999871278615961,0.000128721384039423,8.96526179068518e-05,NA,NA,-0.151286995911802,0.675830471967814,-0.200766979394648,0.573895319942437,0.113309505267208,0.999781649075952,8.96410787322688e-05,0.000128709845315702,0,0
"Falco columbarius",0.938373326532253,1,0.725274725274725,0.725274725274725,1,1,0.746253746253746,0.746253746253746,1,0.000999000999000999,0.292707292707293,0.292707292707293,0.000999000999000999,0.000999000999000999,0.286713286713287,0.286713286713287,0.000999000999000999,0.999545406805609,0.000454593194390838,0.000529049747156722,0.999545406805609,0.000454593194390838,0.000357823444655463,NA,NA,0.34102702880622,1.91663070608519,0.630634694305897,1.7694198702693,0.324874791416301,0.999016837826829,0.000357599603702008,0.000454352801249232,0.000171209768220093,0
"Falco eleonorae",0.735240363656517,1,1,1,1,1,0.997002997002997,0.997002997002997,1,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.995022550124135,0.00497744987586549,0.162029312163376,0.995022550124135,0.00497744987586549,0.162029312163376,NA,NA,-4.69476572407645,-1.24937642661075,-5.04627319526484,-1.64337228173795,0.528005905420259,0.834472726969642,0.161352949372316,0.00417432365804173,0,0
"Ficedula albicollis",0.760337202812604,0.989010989010989,0.972027972027972,0.972027972027972,1,0.998001998001998,0.974025974025974,0.974025974025974,1,0.00699300699300699,0.032967032967033,0.032967032967033,0.001998001998002,0.011988011988012,0.031968031968032,0.031968031968032,0.001998001998002,0.985076775300183,0.014923224699817,0.00903778149739206,0.985076775300183,0.014923224699817,0.00903778149739206,NA,NA,0.490523046861977,1.17081762576223,0.447312725321828,1.67627117472924,0.507297173312599,0.976305543752235,0.00890410957590108,0.014790346671864,0,0
"Ficedula hypoleuca",0.959026715286806,1,0.869130869130869,0.869130869130869,1,1,0.879120879120879,0.879120879120879,1,0.001998001998002,0.121878121878122,0.121878121878122,0.001998001998002,0.002997002997003,0.145854145854146,0.145854145854146,0.002997002997003,0.998497082438678,0.0015029175613225,0.00214274798954352,0.998558639517474,0.00144136048252644,0.00214274798954352,NA,NA,-0.205261017040821,1.2840635968999,-0.280722998533658,1.34385949603142,0.0962811518614741,0.996360763476599,0.00213953450606095,0.00143818797813317,0,6.15140392071153e-05
"Ficedula parva",0.819556496177718,0.999000999000999,0.995004995004995,0.995004995004995,0.994005994005994,1,0.998001998001998,0.998001998001998,0.993006993006993,0.003996003996004,0.012987012987013,0.012987012987013,0.00699300699300699,0.000999000999000999,0.001998001998002,0.001998001998002,0.002997002997003,0.975410561002072,0.0245894389979277,0.00119949682544493,0.975410561002072,0.0245894389979277,0.00119949682544493,NA,NA,-0.475501856322452,1.05534953536004,-0.383597045792677,1.20696286203901,0.17729380988963,0.974269295158706,0.00117003638159672,0.0245606684596971,0,0
"Ficedula semitorquata",0.64625561984082,0.936063936063936,0.946053946053946,0.946053946053946,0.931068931068931,0.937062937062937,0.935064935064935,0.935064935064935,0.921078921078921,0.0719280719280719,0.0769230769230769,0.0769230769230769,0.0799200799200799,0.0609390609390609,0.0659340659340659,0.0659340659340659,0.0749250749250749,0.918770339947622,0.0812296600523774,0.0466961289042782,0.918770339947622,0.0812296600523774,0.0466961289042782,NA,NA,-0.44289249078798,0.289541196195019,0.436634255596631,0.658079407374498,0.953618220623573,0.879202233097302,0.0430663737496966,0.077731393153001,0,0
"Fringilla montifringilla",0.906673999872657,1,0.951048951048951,0.951048951048951,0.996003996003996,1,0.96003996003996,0.96003996003996,1,0.000999000999000999,0.0599400599400599,0.0599400599400599,0.000999000999000999,0.000999000999000999,0.0549450549450549,0.0549450549450549,0.000999000999000999,0.999926970203921,7.302979607927e-05,0.0465869160949992,0.999926970203921,7.302979607927e-05,0.0427425869308315,NA,NA,0.313322227192653,2.28642629687261,0.275656665118641,2.55918297258023,0.275345053904056,0.95334669984949,0.0425679693227863,6.96277999868878e-05,0.00401570302773704,0
"Gallinago gallinago",0.952032442723184,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.999920305382911,7.9694617089022e-05,0.0016182560368049,0.999954624120696,4.53758793035243e-05,0.0016182560368049,NA,NA,0.214744868321405,1.17665671446122,0.261204839430512,1.29140995664246,0.123801597350615,0.998302307059751,0.00161812727919357,4.53009005617693e-05,0,3.4264760493336e-05
"Garrulus glandarius",0.946768873305892,1,0.97002997002997,0.97002997002997,1,1,0.971028971028971,0.971028971028971,1,0.001998001998002,0.024975024975025,0.024975024975025,0.001998001998002,0.000999000999000999,0.022977022977023,0.022977022977023,0.000999000999000999,0.999631482246589,0.000368517753410452,0.00104985011409743,0.999631482246589,0.000368517753410452,0.00104985011409743,NA,NA,-0.121660419501315,0.581976799241573,-0.172465310344305,0.543736281343145,0.0635883176590486,0.998582405360852,0.00104946363171728,0.000368131007430605,0,0
"Haematopus ostralegus",0.909407697503208,0.998001998001998,0.929070929070929,0.929070929070929,1,0.998001998001998,0.923076923076923,0.923076923076923,1,0.003996003996004,0.0779220779220779,0.0779220779220779,0.000999000999000999,0.001998001998002,0.0579420579420579,0.0579420579420579,0.000999000999000999,0.998705704124646,0.00129429587535429,0.000569612497766332,0.998705704124646,0.00129429587535429,0.000547076926106359,NA,NA,0.455570592973009,-0.613300960550741,0.439170871134151,-0.0928768720710098,0.520682420239392,0.998137564748017,0.000546356930023467,0.00129355958192094,2.25187400383977e-05,0
"Hieraaetus pennatus",0.761069439461256,0.992007992007992,0.967032967032967,0.967032967032967,1,0.997002997002997,0.966033966033966,0.966033966033966,1,0.00699300699300699,0.04995004995005,0.04995004995005,0.000999000999000999,0.013986013986014,0.047952047952048,0.047952047952048,0.002997002997003,0.979034423992383,0.0209655760076164,0.000853615439511453,0.979105528607724,0.0208944713922764,0.000853615439511453,NA,NA,-0.385181767299845,0.212771716835489,-0.535287336988353,0.221539628575346,0.150361425664262,0.978216211777205,0.00083573385687698,0.0208754930446611,1.0842021724855e-19,7.25613212567942e-05
"Hippolais icterina",0.928883197746534,1,0.993006993006993,0.993006993006993,1,1,1,1,1,0.000999000999000999,0.012987012987013,0.012987012987013,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.992983261066082,0.00701673893391763,0.000151142509565688,0.993639662048755,0.00636033795124475,0.000151142509565688,NA,NA,-0.387124173350415,1.12713956796624,-0.413898509655214,1.11105080052326,0.031236413404819,0.992834232012085,0.000150082141200491,0.00635518235266614,0,0.000660503494048041
"Hippolais olivetorum",0.698121831752689,0.955044955044955,0.66033966033966,0.66033966033966,0.999000999000999,0.926073926073926,0.669330669330669,0.669330669330669,1,0.0579420579420579,0.363636363636364,0.363636363636364,0.000999000999000999,0.0589410589410589,0.32967032967033,0.32967032967033,0.001998001998002,0.939109583761607,0.0608904162383932,8.31901507744337e-05,0.94060217107827,0.0593978289217303,8.31901507744337e-05,NA,NA,-3.85892860848906,-0.486581936543687,-2.17117735591142,-0.639774550900941,1.69468943103774,0.939036215765641,7.81250636080182e-05,0.059298940838523,0,0.00158671833222846
"Hippolais polyglotta",0.831567779684024,0.998001998001998,0.986013986013986,0.986013986013986,1,0.998001998001998,0.981018981018981,0.981018981018981,1,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.00899100899100899,0.023976023976024,0.023976023976024,0.00599400599400599,0.987714108897,0.0122858911030004,0,0.987714108897,0.0122858911030004,0,NA,NA,-0.558995043106185,-0.100276575944275,-0.274385484819509,-0.0948142047558824,0.284661971761484,0.987714108897,0,0.0122858911030004,0,0
"Jynx torquilla",0.881677504268764,0.996003996003996,0.863136863136863,0.863136863136863,1,0.999000999000999,0.86013986013986,0.86013986013986,1,0.002997002997003,0.141858141858142,0.141858141858142,0.000999000999000999,0.00599400599400599,0.13986013986014,0.13986013986014,0.003996003996004,0.998661859979611,0.00133814002038868,0.00207629553733635,0.998661859979611,0.00133814002038868,0.00207629553733635,NA,NA,0.00420907430963488,1.16442882454367,-0.142423463199006,1.13913408179029,0.148798269704935,0.996591111719413,0.00207352292420618,0.00133536535638061,0,0
"Lanius collurio",0.914604483118405,1,0.998001998001998,0.998001998001998,1,1,0.998001998001998,0.998001998001998,1,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.997610827649226,0.00238917235077347,0.00165525981985868,0.997618875878416,0.00238112412158432,0.00165525981985868,NA,NA,-0.197807442992995,1.09996861182995,-0.204059036495833,1.08821148132964,0.0133158754472325,0.995963461268054,0.00165131164930755,0.00237717296573186,0,8.054116906579e-06
"Lanius minor",0.781360461800432,0.999000999000999,0.988011988011988,0.988011988011988,0.998001998001998,0.996003996003996,0.993006993006993,0.993006993006993,0.997002997002997,0.002997002997003,0.013986013986014,0.013986013986014,0.000999000999000999,0.002997002997003,0.012987012987013,0.012987012987013,0.003996003996004,0.994996577446244,0.00500342255375596,0.00977982131322985,0.995029446049388,0.00497055395061198,0.00977982131322985,NA,NA,0.346977145600589,1.17391760719118,0.395984288372624,1.89494394285424,0.72268988976073,0.985313902661464,0.00973136491547747,0.00492202108280497,0,3.27113402540588e-05
"Lanius senator",0.878419848115266,0.999000999000999,0.985014985014985,0.985014985014985,1,0.999000999000999,0.979020979020979,0.979020979020979,1,0.003996003996004,0.016983016983017,0.016983016983017,0.001998001998002,0.001998001998002,0.010989010989011,0.010989010989011,0.002997002997003,0.996355873886438,0.00364412611356192,0.0070727474683121,0.996662282130907,0.00333771786909297,0.0070727474683121,NA,NA,-1.2827484443861,-0.570603980456237,-1.45443304686296,-0.490437504839356,0.189478934292091,0.989334399490599,0.00704715511782964,0.00331317755561901,1.73472347597681e-18,0.000305267835951708
"Larus ridibundus",0.88650589761188,1,0.994005994005994,0.994005994005994,1,1,0.991008991008991,0.991008991008991,1,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.000999000999000999,0.00999000999000999,0.00999000999000999,0.000999000999000999,0.996164192848471,0.0038358071515291,0.0013474558662762,0.996164192848471,0.0038358071515291,0.0013474558662762,NA,NA,0.0692170282698794,1.25162015874422,-0.0365494270249602,1.37537150905706,0.162791092415666,0.994827047407067,0.00134229422318418,0.00383065836974835,0,0
"Limosa limosa",0.764000206144,0.999000999000999,0.999000999000999,0.999000999000999,0.996003996003996,1,1,1,0.996003996003996,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.00999000999000999,0.00599400599400599,0.00599400599400599,0.00599400599400599,0.011988011988012,0.982145485308885,0.0178545146911147,0.00615821344430361,0.982145485308885,0.0178545146911147,0.00615821344430361,NA,NA,1.05117395943902,1.0490825508657,0.748281387627904,1.13736802459891,0.31549680653003,0.976204559335199,0.00604892662294151,0.0177465140418599,0,0
"Linaria cannabina",0.950647964253457,1,1,1,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.99934770193647,0.000652298063529949,0.000601195963731626,0.99934770193647,0.000652298063529949,0.000601195963731626,NA,NA,-0.335415391283489,0.231641673420776,-0.304106107458759,0.292419935128365,0.068368621090481,0.998747289799403,0.000600804040379371,0.000651906160217849,0,0
"Locustella fluviatilis",0.862548035080759,1,0.994005994005994,0.994005994005994,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.00699300699300699,0.00699300699300699,0.000999000999000999,0.989461359200359,0.0105386407996406,0.00351855402933286,0.989461359200359,0.0105386407996406,0.00351855402933286,NA,NA,-0.970224877295962,0.926836279531961,-0.776800182484833,0.974955360657317,0.199320241147574,0.986016448204159,0.00348160235280421,0.0105019494430372,0,0
"Locustella luscinioides",0.809942106117933,0.992007992007992,0.994005994005994,0.994005994005994,1,0.993006993006993,0.995004995004995,0.995004995004995,1,0.00599400599400599,0.00999000999000999,0.00999000999000999,0.001998001998002,0.011988011988012,0.011988011988012,0.011988011988012,0.000999000999000999,0.998648952792009,0.0013510472079912,0.00831702308545868,0.998648952792009,0.0013510472079912,0.00831702308545868,NA,NA,-0.407319374172515,1.06624840983124,-0.216730266907443,1.67000743440626,0.633126502022993,0.990354294702379,0.00830587972524272,0.0013398255723785,0,0
"Locustella naevia",0.901632034157646,1,0.997002997002997,0.997002997002997,1,1,0.996003996003996,0.996003996003996,0.999000999000999,0.003996003996004,0.00899100899100899,0.00899100899100899,0.003996003996004,0.001998001998002,0.00799200799200799,0.00799200799200799,0.001998001998002,0.996455121547559,0.00354487845244135,0.00127648825816892,0.996455121547559,0.00354487845244135,0.00127648825816892,NA,NA,-0.0448963282098312,0.470306667465425,-0.00550111115156608,0.580214742954023,0.11675516341762,0.995187661505021,0.00127196901810211,0.00354036947687691,0,0
"Lophophanes cristatus",0.884198018183605,1,0.995004995004995,0.995004995004995,1,1,0.99000999000999,0.99000999000999,1,0.001998001998002,0.012987012987013,0.012987012987013,0.001998001998002,0.002997002997003,0.00999000999000999,0.00999000999000999,0.002997002997003,0.999254744567761,0.00074525543223889,0.00451664170739391,0.999273913249204,0.000726086750795472,0.00451664170739391,NA,NA,0.24450019434235,0.621296146937338,0.144615380959348,0.574989338393847,0.110096759543779,0.994744817274686,0.00451329084759664,0.000722795844732003,0,1.90960329854415e-05
"Loxia curvirostra",0.88980139753328,1,0.975024975024975,0.975024975024975,1,0.995004995004995,0.98001998001998,0.98001998001998,1,0.003996003996004,0.02997002997003,0.02997002997003,0.002997002997003,0.00899100899100899,0.021978021978022,0.021978021978022,0.00599400599400599,0.994907433023404,0.00509256697659629,0.000962750497626119,0.994907433023404,0.00509256697659629,0.000962750497626119,NA,NA,0.65425799650606,0.788195590292846,0.41335041954045,0.620537685253078,0.293505764443844,0.993954458628048,0.000957852322461955,0.00508768904949046,0,0
"Loxia pytyopsittacus",0.836280532567188,1,0.953046953046953,0.953046953046953,1,1,0.955044955044955,0.955044955044955,1,0.000999000999000999,0.0549450549450549,0.0549450549450549,0.000999000999000999,0.000999000999000999,0.048951048951049,0.048951048951049,0.000999000999000999,0.997559148262723,0.00244085173727759,0.0152728310311691,0.997559148262723,0.00244085173727759,0.0147759076759036,NA,NA,1.15772683065582,2.32659300092685,1.19415591703447,2.24241178392693,0.0917254361121818,0.982360217075404,0.0147329566796788,0.0024036626265788,0.000503163618338642,0
"Lullula arborea",0.915233734872179,0.998001998001998,0.991008991008991,0.991008991008991,1,0.997002997002997,0.989010989010989,0.989010989010989,1,0.003996003996004,0.003996003996004,0.003996003996004,0.000999000999000999,0.003996003996004,0.014985014985015,0.014985014985015,0.000999000999000999,0.997555524736888,0.00244447526311203,0.000516592468224589,0.997555524736888,0.00244447526311203,0.000354001764600108,NA,NA,-0.348426123685517,0.396513759432903,-0.324039031527435,0.597705352614161,0.202664223361549,0.997041454127638,0.000353079424880093,0.00244321555088886,0.000162250896592657,4.33680868994202e-19
"Luscinia luscinia",0.881124336522173,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.002997002997003,0.000999000999000999,0.000999000999000999,0.002997002997003,0.994820798062023,0.00517920193797659,0.00637660254080148,0.994836420817804,0.005163579182196,0.00637660254080148,NA,NA,-0.929452638969212,0.76545971479354,-0.930777358388777,0.805739232982151,0.0403012960963693,0.988509867475886,0.00634378633662651,0.00513074196549607,0,1.56042219917598e-05
"Luscinia megarhynchos",0.928318820634319,1,1,1,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.998280736019958,0.00171926398004213,9.8470922377906e-05,0.998280736019958,0.00171926398004213,9.8470922377906e-05,NA,NA,-0.2990931147035,-0.568659213176974,-0.245311592717374,-0.37139520276991,0.204464035734949,0.998182603384919,9.83016415102033e-05,0.00171909497357071,0,0
"Melanitta fusca",0.817737492761221,0.999000999000999,0.953046953046953,0.953046953046953,1,1,0.968031968031968,0.968031968031968,1,0.000999000999000999,0.042957042957043,0.042957042957043,0.000999000999000999,0.000999000999000999,0.036963036963037,0.036963036963037,0.000999000999000999,0.989150759994925,0.0108492400050746,0.0309860795285085,0.990487551749039,0.00951244825096146,0.0309860795285085,NA,NA,0.180567547035829,1.97940755792179,-0.103626818051693,2.1087892815928,0.312259615652718,0.958823188662076,0.0306602113241109,0.00920834991602277,0,0.0013082500977902
"Melanitta nigra",0.865508739405779,1,0.998001998001998,0.998001998001998,1,1,0.999000999000999,0.999000999000999,1,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.001998001998002,0.003996003996004,0.003996003996004,0.001998001998002,0.97840986557701,0.0215901344229897,0.00526590983366437,0.97840986557701,0.0215901344229897,0.00526590983366437,NA,NA,1.52138889656428,1.71677437272915,2.0484461001765,1.57557278788169,0.545643824708908,0.973368311343694,0.00515280396354461,0.0214788846927615,0,0
"Melanocorypha calandra",0.848824549503178,1,0.977022977022977,0.977022977022977,1,1,0.979020979020979,0.979020979020979,1,0.000999000999000999,0.020979020979021,0.020979020979021,0.000999000999000999,0.000999000999000999,0.026973026973027,0.026973026973027,0.000999000999000999,0.999067458957441,0.000932541042558623,0.0148479007965308,0.999067458957441,0.000932541042558623,0.0148479007965308,NA,NA,-1.13301883164259,0.662394555029044,-1.05937758533526,1.09367552505192,0.437522923126973,0.984247032594739,0.0148342599189125,0.000918707486348254,0,0
"Merops apiaster",0.805474870455144,0.984015984015984,0.942057942057942,0.942057942057942,1,0.981018981018981,0.936063936063936,0.936063936063936,1,0.020979020979021,0.0669330669330669,0.0669330669330669,0.002997002997003,0.012987012987013,0.0569430569430569,0.0569430569430569,0.001998001998002,0.989639231981396,0.0103607680186037,0,0.989738026529788,0.0102619734702115,0,NA,NA,-1.17162965518285,0.558715087818218,-0.32504296137517,0.547744327616687,0.84665777484862,0.989639231981396,0,0.0102609491314396,0,9.98188871640625e-05
"Milvus milvus",0.747717566336896,1,0.897102897102897,0.897102897102897,0.993006993006993,0.996003996003996,0.894105894105894,0.894105894105894,0.982017982017982,0.001998001998002,0.104895104895105,0.104895104895105,0.00799200799200799,0.003996003996004,0.0869130869130869,0.0869130869130869,0.013986013986014,0.973796914982613,0.0262030850173875,0.00769874295401386,0.973817194112078,0.0261828058879225,0.00769874295401386,NA,NA,-0.179099826009185,-0.123616493875373,0.175060937585232,0.00259048323943247,0.375976126292931,0.966494874644618,0.00749852482139497,0.0259859323161423,0,2.06682178452225e-05
"Monticola solitarius",0.874515304374623,1,0.984015984015984,0.984015984015984,1,1,0.972027972027972,0.972027972027972,1,0.000999000999000999,0.015984015984016,0.015984015984016,0.000999000999000999,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.993348539190426,0.00665146080957379,0.00209850930001439,0.993348539190426,0.00665146080957379,0.00209850930001439,NA,NA,-2.06584381253649,-0.41258033212482,-1.93532471997117,-0.380937739819122,0.134299989470953,0.991277824449692,0.0020845802445355,0.00663759530577285,0,0
"Numenius arquata",0.945527413441705,1,0.999000999000999,0.999000999000999,1,1,1,1,1,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.998987426937096,0.00101257306290393,0.00157795906066252,0.999062592262657,0.000937407737343009,0.00157795906066252,NA,NA,-0.161362874838155,0.578751170452571,-0.191141962616594,0.497024886041249,0.0869826398346032,0.997412659340062,0.00157636378053555,0.000935859626243949,4.33680868994202e-19,7.51172531584763e-05
"Numenius phaeopus",0.950693588009493,1,0.9000999000999,0.9000999000999,1,1,0.909090909090909,0.909090909090909,1,0.000999000999000999,0.0889110889110889,0.0889110889110889,0.000999000999000999,0.000999000999000999,0.102897102897103,0.102897102897103,0.000999000999000999,0.999562712115783,0.000437287884216892,0.00638338199622535,0.999562712115783,0.000437287884216892,0.00617586016606328,NA,NA,0.801232435468527,2.29256695235741,1.08099507624533,2.29133331494739,0.279765360678672,0.993184893847251,0.00617188773908425,0.000434497721455955,0.000208720692208559,0
"Oenanthe hispanica",0.85865176105706,1,0.969030969030969,0.969030969030969,1,1,0.973026973026973,0.973026973026973,1,0.001998001998002,0.031968031968032,0.031968031968032,0.001998001998002,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.993643674206672,0.00635632579332816,0.0133834313500004,0.993718350056526,0.00628164994347383,0.0133834313500004,NA,NA,-1.81851699296117,-0.265446799718499,-1.87466728680514,-0.0505469944206363,0.222114344011869,0.980428716838166,0.0132994932806844,0.0061976414075037,0,7.41484736462459e-05
"Oenanthe leucura",0.880200163612557,1,1,1,1,0.999000999000999,1,1,1,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.002997002997003,0.004995004995005,0.004995004995005,0.002997002997003,1,0,0.0396923602023437,1,0,0.0396923602023437,NA,NA,-1.80458713447183,1.74526259571448,-1.88217909902963,2.25602964918255,0.516627037496487,0.960307639797656,0.0396923602023437,0,0,0
"Oenanthe oenanthe",0.950703640078394,1,0.968031968031968,0.968031968031968,1,1,0.955044955044955,0.955044955044955,1,0.001998001998002,0.0529470529470529,0.0529470529470529,0.001998001998002,0.003996003996004,0.036963036963037,0.036963036963037,0.000999000999000999,0.999584095537755,0.000415904462245357,0.000198810235346508,0.999584095537755,0.000415904462245357,0.000153956202760054,NA,NA,-0.0198543789641614,0.76117296307072,-0.059436112328213,0.912038379924212,0.155971432058825,0.999385450623722,0.000153885280665145,0.000415821810564005,4.48422850493424e-05,0
"Oriolus oriolus",0.920335368994599,1,0.994005994005994,0.994005994005994,1,1,0.996003996003996,0.996003996003996,1,0.001998001998002,0.011988011988012,0.011988011988012,0.001998001998002,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.998628363910609,0.00137163608939094,0.00121744477266695,0.998656000221323,0.00134399977867723,0.00121744477266695,NA,NA,-0.239021377406677,0.525316439610605,-0.194983942814507,0.694494267645331,0.17481542593263,0.997414254602403,0.00121577691169507,0.0013423286268125,2.16840434497101e-19,2.76398590897111e-05
"Otus scops",0.829713160403541,0.995004995004995,0.874125874125874,0.874125874125874,1,0.995004995004995,0.859140859140859,0.859140859140859,1,0.00599400599400599,0.144855144855145,0.144855144855145,0.000999000999000999,0.00799200799200799,0.144855144855145,0.144855144855145,0.000999000999000999,0.997765804238493,0.0022341957615069,0.00259353746566978,0.997765804238493,0.0022341957615069,0.00206948010505083,NA,NA,-0.862141029497458,-0.34379371503011,-0.234085697276015,0.0346904687577227,0.733282877005409,0.995183827806482,0.00206378409263468,0.00222841420357396,0.000523973897309106,0
