"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std","range_abandonment_std","range_pioneering_std"
"Accipiter gentilis",4607828.70147269,3193319.0029971,4621183.83313962,3130827.79258023,63902.3545826476,-62491.2104168693,13355.1316669285,2010,2129,0.931020331748937,1,0.94005994005994,0.94005994005994,1,1,0.945054945054945,0.945054945054945,1,0.000999000999000999,0.050949050949051,0.050949050949051,0.000999000999000999,0.000999000999000999,0.0579420579420579,0.0579420579420579,0.000999000999000999,0.999392567213308,0.000607432786692562,0.00185060896769413,0.999392567213308,0.000607432786692562,0.00185060896769413,0.997544203726127,0.00184948692617809,0.000606309347695042,0,0
"Accipiter nisus",4510290.86718486,3166898.30389824,4530175.51411039,3077743.10165805,91345.7676624421,-89155.2022401839,19884.6469255239,2225,2341,0.947545356179057,1,0.657342657342657,0.657342657342657,1,1,0.683316683316683,0.683316683316683,1,0.000999000999000999,0.347652347652348,0.347652347652348,0.000999000999000999,0.000999000999000999,0.385614385614386,0.385614385614386,0.000999000999000999,0.999995570142448,4.42985755232855e-06,0,0.999995570142448,4.42985755232855e-06,0,0.999995570142448,0,4.42985755232855e-06,0,0
"Acrocephalus melanopogon",4562131.46985409,2220468.76521107,4650068.4220562,2377698.69528875,180150.377392973,157229.930077687,87936.9522021115,119,105,0.796611132133885,0.999000999000999,0.812187812187812,0.812187812187812,1,0.997002997002997,0.797202797202797,0.797202797202797,1,0.00699300699300699,0.202797202797203,0.202797202797203,0.001998001998002,0.010989010989011,0.208791208791209,0.208791208791209,0.001998001998002,0.963347054048306,0.0366529459516935,0.010946442287169,0.963347054048306,0.0366529459516935,0.010946442287169,0.953184267097891,0.0105494555754421,0.0362662773266671,0,0
"Acrocephalus palustris",4878708.4637414,3231184.02301941,4909283.02507522,3230341.7378255,30586.1610062997,-842.285193901043,30574.5613338184,1260,1461,0.920636535473333,1,0.867132867132867,0.867132867132867,1,1,0.877122877122877,0.877122877122877,1,0.002997002997003,0.110889110889111,0.110889110889111,0.002997002997003,0.001998001998002,0.112887112887113,0.112887112887113,0.001998001998002,0.998205641204549,0.00179435879545131,0.00176899906150158,0.998205641204549,0.00179435879545131,0.00176899906150158,0.996442979290335,0.00176583044760903,0.00179119026205637,0,0
"Acrocephalus schoenobaenus",4724801.50491073,3481923.73526397,4737177.90733497,3494024.40336135,17309.000703955,12100.6680973782,12376.4024242349,1693,1695,0.949309868621718,1,1,1,1,1,1,1,1,0.000999000999000999,0.167832167832168,0.167832167832168,0.000999000999000999,0.000999000999000999,0.146853146853147,0.146853146853147,0.000999000999000999,1,0,0.0183461882075257,1,0,0.0183461882075257,0.981653811792474,0.0183461882075257,0,0,0
"Acrocephalus scirpaceus",4539151.22497803,2971381.09516762,4587171.39759287,2934890.24747312,60311.8474548952,-36490.8476944985,48020.1726148445,1615,1985,0.895105257195318,1,0.460539460539461,0.460539460539461,1,1,0.462537462537463,0.462537462537463,1,0.000999000999000999,0.53946053946054,0.53946053946054,0.000999000999000999,0.000999000999000999,0.541458541458541,0.541458541458541,0.000999000999000999,0.995428469695383,0.00457153030461715,0,0.995428469695383,0.00457153030461715,0,0.995428469695383,0,0.00457153030461715,0,0
"Aegithalos caudatus",4469164.27617104,2982216.12590842,4512218.36670383,2988831.48590101,43559.3583451029,6615.35999259073,43054.0905327881,2059,2230,0.940215141506552,1,0.832167832167832,0.832167832167832,1,1,0.853146853146853,0.853146853146853,1,0.001998001998002,0.161838161838162,0.161838161838162,0.001998001998002,0.002997002997003,0.16983016983017,0.16983016983017,0.002997002997003,0.996667908214843,0.0033320917851567,0.000386286127717001,0.996667908214843,0.0033320917851567,0.000386286127717001,0.996284191586023,0.000384999482432669,0.003330808931544,0,0
"Alectoris graeca",4861230.01669639,2194900.6142806,4851387.21583178,2240797.00753521,46939.9578466183,45896.3932546098,-9842.80086461734,235,200,0.845785099667435,0.999000999000999,0.997002997002997,0.997002997002997,1,1,0.998001998001998,0.998001998001998,1,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.997902977409625,0.0020970225903751,0.0411759410570263,0.997902977409625,0.0020970225903751,0.0411759410570263,0.956896008214607,0.0410931424430306,0.00201084934236256,0,0
"Alectoris rufa",3436962.42497333,2441870.28430016,3481081.87331202,2461690.40217344,48366.9597372096,19820.1178732808,44119.4483386874,569,631,0.931995377991601,1,0.975024975024975,0.975024975024975,1,1,0.97002997002997,0.97002997002997,1,0.000999000999000999,0.041958041958042,0.041958041958042,0.000999000999000999,0.000999000999000999,0.02997002997003,0.02997002997003,0.000999000999000999,0.993712760820604,0.00628723917939612,0.00017165722757307,0.993712760820604,0.00628723917939612,0.00017165722757307,0.993543255124682,0.000170578161622935,0.00628616671369522,0,0
"Anas crecca",4478944.84037178,3720720.39265757,4494702.37010006,3721663.85885111,15785.749003329,943.466193536296,15757.5297282841,1459,1433,0.961947630347508,1,0.946053946053946,0.946053946053946,1,1,0.941058941058941,0.941058941058941,1,0.000999000999000999,0.051948051948052,0.051948051948052,0.000999000999000999,0.000999000999000999,0.0659340659340659,0.0659340659340659,0.000999000999000999,0.999650690718818,0.000349309281182449,0.00065261789539874,0.999650690718818,0.000349309281182449,0.00065261789539874,0.998998528526094,0.000652390078633234,0.000349081395273031,0,0
"Anser brachyrhynchus",3680084.22742038,5442767.47634583,3759481.84341389,5416198.78634997,83725.0065007461,-26568.6899958579,79397.615993517,56,70,0.930718743385479,1,0.994005994005994,0.994005994005994,1,1,0.988011988011988,0.988011988011988,1,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.881059711713943,0.118940288286057,0.00219968717675635,0.881059711713943,0.118940288286057,0.00219968717675635,0.879351722009943,0.00193856293880171,0.118709715051255,0,0
"Anthus campestris",4661933.51299807,2617560.10463229,4736382.37046363,2575806.29289363,85358.1464924934,-41753.8117386615,74448.857465554,979,1067,0.836864030411362,1,0.932067932067932,0.932067932067932,1,1,0.931068931068931,0.931068931068931,1,0.000999000999000999,0.0759240759240759,0.0759240759240759,0.000999000999000999,0.001998001998002,0.0819180819180819,0.0819180819180819,0.001998001998002,0.996487343709045,0.00351265629095503,0.00924588848010484,0.996487343709045,0.00351265629095503,0.00924588848010484,0.987305998214538,0.00921371009122166,0.00348029169424006,0,0
"Anthus petrosus",3994320.97442905,3964565.66548965,3993115.50100419,3967880.35145187,3527.08225112159,3314.68596221693,-1205.47342486633,279,272,0.942663452788931,1,1,1,1,1,1,1,1,0.000999000999000999,0.045954045954046,0.045954045954046,0.000999000999000999,0.000999000999000999,0.043956043956044,0.043956043956044,0.000999000999000999,1,0,0.035624592432912,1,0,0.035624592432912,0.964375407567088,0.035624592432912,0,0,0
"Anthus pratensis",4477501.0598225,3736426.70656458,4466073.10420727,3739252.0981843,11772.0434652857,2825.39161972376,-11427.9556152346,1569,1581,0.978502903619745,1,0.808191808191808,0.808191808191808,1,1,0.799200799200799,0.799200799200799,1,0.001998001998002,0.176823176823177,0.176823176823177,0.001998001998002,0.000999000999000999,0.193806193806194,0.193806193806194,0.000999000999000999,0.999560063845729,0.000439936154270723,0.00128167581554553,0.999560063845729,0.000439936154270723,0.00128167581554553,0.998279514771137,0.00128111268237869,0.00043937254648405,0,0
"Anthus trivialis",4634662.36580769,3337640.84960704,4670732.2013154,3303148.90950243,49907.1835083254,-34491.9401046163,36069.8355077095,2012,2090,0.946538598374218,1,0.892107892107892,0.892107892107892,1,1,0.879120879120879,0.879120879120879,1,0.001998001998002,0.10989010989011,0.10989010989011,0.001998001998002,0.000999000999000999,0.11988011988012,0.11988011988012,0.000999000999000999,0.996477090401223,0.00352290959877737,0.00501759249149431,0.996477090401223,0.00352290959877737,0.00501759249149431,0.991494700615095,0.00500000434944391,0.00350529503546079,0,0
"Apus apus",4537731.99584294,3070083.3992749,4574719.68732715,3034382.43114945,51406.6965134417,-35700.9681254444,36987.6914842101,2379,2456,0.969384823078434,1,0.743256743256743,0.743256743256743,1,1,0.734265734265734,0.734265734265734,1,0.000999000999000999,0.254745254745255,0.254745254745255,0.000999000999000999,0.000999000999000999,0.262737262737263,0.262737262737263,0.000999000999000999,0.999832854617332,0.000167145382668484,0.000571690004065264,0.999832854617332,0.000167145382668484,0.000571690004065264,0.999261355653374,0.000571594503339677,0.000167049843286492,0,0
"Apus pallidus",4186737.32088901,1962527.98493866,4148981.32146535,2032987.28785792,79937.6560849059,70459.3029192688,-37755.9994236599,217,442,0.844581397779278,1,0.94005994005994,0.94005994005994,1,1,0.931068931068931,0.931068931068931,1,0.000999000999000999,0.048951048951049,0.048951048951049,0.000999000999000999,0.002997002997003,0.0809190809190809,0.0809190809190809,0.002997002997003,0.953534706815097,0.0464652931849028,0,0.953534706815097,0.0464652931849028,0,0.953534706815097,0,0.0464652931849028,0,0
"Aquila adalberti",2988811.88734513,1894637.65808422,3047132.59962464,1895794.74230523,58332.1894384545,1157.08422100125,58320.7122795088,42,74,0.676531307487779,0.999000999000999,1,1,1,0.997002997002997,0.998001998001998,0.998001998001998,1,0.003996003996004,0.003996003996004,0.003996003996004,0.004995004995005,0.001998001998002,0.001998001998002,0.001998001998002,0.002997002997003,0.737945534601917,0.262054465398083,0,0.737945534601917,0.262054465398083,0,0.737945534601917,0,0.262054465398083,0,0
"Aquila chrysaetos",4447295.73505277,3160574.0608687,4420852.06721401,3222844.66608287,67652.7593118405,62270.605214172,-26443.6678387579,852,1032,0.943105733277281,1,1,1,1,1,1,1,1,0.000999000999000999,0.45954045954046,0.45954045954046,0.000999000999000999,0.001998001998002,0.457542457542458,0.457542457542458,0.001998001998002,1,0,0.0147640919384684,1,0,0.0147640919384684,0.985235908061532,0.0147640919384684,0,0,0
"Asio otus",4579401.21406771,3140125.52538956,4621467.35199304,3086400.64255297,68234.324176025,-53724.8828365891,42066.1379253389,2000,2185,0.934272578548818,1,0.772227772227772,0.772227772227772,1,1,0.77022977022977,0.77022977022977,1,0.000999000999000999,0.210789210789211,0.210789210789211,0.000999000999000999,0.001998001998002,0.208791208791209,0.208791208791209,0.001998001998002,0.997940851163658,0.00205914883634238,0.000144305054914278,0.997940851163658,0.00205914883634238,0.000144305054914278,0.997797139745345,0.0001440079521197,0.00205885230253535,0,0
"Branta leucopsis",4382165.03557067,4781773.56593007,4400311.35108264,4084752.34079773,697257.396555709,-697021.225132338,18146.3155119736,55,332,0.682601860965821,1,0.853146853146853,0.853146853146853,1,1,0.843156843156843,0.843156843156843,1,0.000999000999000999,0.154845154845155,0.154845154845155,0.000999000999000999,0.001998001998002,0.158841158841159,0.158841158841159,0.001998001998002,0.979212584434653,0.0207874155653468,0.0155122753307611,0.979212584434653,0.0207874155653468,0.0155122753307611,0.964333728381221,0.0151947149065923,0.0204715567121865,0,0
"Buteo buteo",4567427.46277167,2993883.61562047,4583425.1244152,2969335.43344387,29300.8263746328,-24548.1821765979,15997.6616435321,2277,2446,0.948147645194937,1,0.745254745254745,0.745254745254745,1,1,0.743256743256743,0.743256743256743,1,0.000999000999000999,0.247752247752248,0.247752247752248,0.000999000999000999,0.000999000999000999,0.261738261738262,0.261738261738262,0.000999000999000999,0.999916140048094,8.38599519055442e-05,4.69402134595658e-05,0.999916140048094,8.38599519055442e-05,4.69402134595658e-05,0.999869207706928,4.69362772402828e-05,8.38560158315922e-05,0,0
"Caprimulgus europaeus",4591711.8502057,2917170.87904881,4647027.07397054,2891755.13757014,60874.739383961,-25415.7414786681,55315.2237648433,1664,1839,0.921268054574474,1,0.91008991008991,0.91008991008991,1,1,0.93006993006993,0.93006993006993,1,0.001998001998002,0.0929070929070929,0.0929070929070929,0.001998001998002,0.000999000999000999,0.0839160839160839,0.0839160839160839,0.000999000999000999,0.992185731176832,0.00781426882316765,6.00156600255592e-05,0.992185731176832,0.00781426882316765,6.00156600255592e-05,0.992126649781377,5.95467094506462e-05,0.00781380350917247,0,0
"Caprimulgus ruficollis",3092287.92193957,1941049.32816258,3114699.8286198,1919623.519599,31005.7870992871,-21425.8085635763,22411.9066802291,127,163,0.895912640374324,1,1,1,1,1,1,1,1,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,1,0,0.0107124550918231,1,0,0.0107124550918231,0.989287544908177,0.0107124550918231,0,0,0
"Carduelis carduelis",4540401.51493766,2815161.5256279,4557842.62735129,2894807.36049518,81533.130774739,79645.8348672786,17441.1124136299,2209,2400,0.946045879056688,1,0.753246753246753,0.753246753246753,1,1,0.761238761238761,0.761238761238761,1,0.001998001998002,0.231768231768232,0.231768231768232,0.001998001998002,0.000999000999000999,0.235764235764236,0.235764235764236,0.000999000999000999,0.997777851790673,0.00222214820932742,0,0.997777851790673,0.00222214820932742,0,0.997777851790673,0,0.00222214820932742,0,0
"Carduelis citrinella",3890432.41754221,2353897.63170859,3786929.79203087,2383601.96026638,107680.73468736,29704.3285577847,-103502.62551134,169,149,0.831905110325878,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.968492343145103,0.0315076568548971,0.0723901037525262,0.968492343145103,0.0315076568548971,0.0723901037525262,0.900436836590637,0.070269534948992,0.0292936284603711,0,0
"Certhia brachydactyla",4239852.96322109,2576630.18342073,4270987.83568697,2558197.01643906,36182.3427715805,-18433.1669816622,31134.872465875,1222,1331,0.95020346069895,1,0.983016983016983,0.983016983016983,1,1,0.982017982017982,0.982017982017982,1,0.001998001998002,0.025974025974026,0.025974025974026,0.001998001998002,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.997697197829648,0.00230280217035163,0.000785666780683111,0.997697197829648,0.00230280217035163,0.000785666780683111,0.996915143938071,0.000783858963700584,0.00230099709822877,0,0
"Cettia cetti",3983671.69399924,2205539.76082392,4031437.0982865,2279161.39161013,87759.2067326602,73621.6307862084,47765.4042872558,750,884,0.914547722121155,1,0.966033966033966,0.966033966033966,1,1,0.976023976023976,0.976023976023976,1,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,0.000999000999000999,0.035964035964036,0.035964035964036,0.000999000999000999,0.996806732664004,0.00319326733599579,0.00508141000705873,0.996806732664004,0.00319326733599579,0.00508141000705873,0.991757641515152,0.00506526589698943,0.0031770925878588,0,0
"Charadrius hiaticula",4276761.54146119,4150896.54319827,4302995.70972805,4132880.23893288,31824.8142812636,-18016.3042653911,26234.168266857,765,773,0.951174178154187,1,1,1,1,1,1,1,1,0.002997002997003,0.051948051948052,0.051948051948052,0.002997002997003,0.000999000999000999,0.033966033966034,0.033966033966034,0.000999000999000999,1,0,0.00164595303161707,1,0,0.00164595303161707,0.998354046968383,0.00164595303161707,0,0,0
"Ciconia ciconia",4898182.4638731,2868246.08187309,4788592.80377546,2814167.31732036,122206.408898488,-54078.7645527306,-109589.660097633,1173,1423,0.907410080111533,1,0.918081918081918,0.918081918081918,1,1,0.933066933066933,0.933066933066933,1,0.000999000999000999,0.0599400599400599,0.0599400599400599,0.000999000999000999,0.002997002997003,0.0829170829170829,0.0829170829170829,0.002997002997003,0.998153817373978,0.00184618262602251,0.00112980290934635,0.998153817373978,0.00184618262602251,0.00112980290934635,0.997028179910946,0.00112771943906687,0.00184410064998708,0,0
"Cinclus cinclus",4307581.23837043,3148679.5554405,4330651.48606375,3182505.95207041,40944.6142684886,33826.3966299137,23070.2476933189,1209,1207,0.936734169944265,1,0.963036963036963,0.963036963036963,1,1,0.972027972027972,0.972027972027972,1,0.001998001998002,0.028971028971029,0.028971028971029,0.001998001998002,0.002997002997003,0.026973026973027,0.026973026973027,0.002997002997003,0.999917252628321,8.27473716787553e-05,0.0120653550317639,0.999917252628321,8.27473716787553e-05,0.0120653550317639,0.987853882222994,0.0120643687001278,8.17490768778562e-05,0,0
"Circus aeruginosus",4750160.52308314,3065751.50629392,4703550.88154437,3087365.59625501,51377.3059747102,21614.0899610943,-46609.6415387709,1361,1761,0.910160501972992,1,0.89010989010989,0.89010989010989,1,1,0.907092907092907,0.907092907092907,1,0.001998001998002,0.0919080919080919,0.0919080919080919,0.001998001998002,0.001998001998002,0.118881118881119,0.118881118881119,0.001998001998002,0.996900346107836,0.00309965389216392,0.00114970470330241,0.996900346107836,0.00309965389216392,0.00114970470330241,0.995757753659814,0.00114614510114599,0.00309610123904017,0,0
"Circus pygargus",4333420.35217399,2809380.25794589,4531949.45244533,2889358.54440529,214033.478595117,79978.2864593933,198529.100271335,910,1132,0.888579141935288,1,0.954045954045954,0.954045954045954,1,1,0.964035964035964,0.964035964035964,1,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,0.000999000999000999,0.028971028971029,0.028971028971029,0.000999000999000999,0.993340546476699,0.0066594535233006,0.00011002085960266,0.993340546476699,0.0066594535233006,0.00011002085960266,0.993231986015918,0.000109288260874735,0.00665872572320666,0,0
"Coccothraustes coccothraustes",4633904.01167223,2936758.97139731,4677472.32903977,3007693.79320128,83246.3045582222,70934.8218039717,43568.3173675444,1585,1942,0.903846592013359,1,0.899100899100899,0.899100899100899,1,1,0.892107892107892,0.892107892107892,1,0.001998001998002,0.0969030969030969,0.0969030969030969,0.001998001998002,0.001998001998002,0.111888111888112,0.111888111888112,0.001998001998002,0.994813591965651,0.00518640803434896,0.000129851960790347,0.994813591965651,0.00518640803434896,0.000129851960790347,0.994685083355954,0.000129178582534915,0.00518573806151064,0,0
"Columba livia",4530659.62676908,3011995.9963791,4574048.86124588,2958714.70942796,68713.3262741087,-53281.2869511368,43389.2344768001,2104,2407,0.917283791910571,1,1,1,1,1,1,1,1,0.000999000999000999,0.371628371628372,0.371628371628372,0.000999000999000999,0.000999000999000999,0.396603396603397,0.396603396603397,0.000999000999000999,1,0,3.53825140609742e-05,1,0,3.53825140609742e-05,0.999964617485939,3.53825140609742e-05,0,0,0
"Columba oenas",4438774.64215321,3105300.77216344,4518566.63917994,3134136.36927219,84842.5273676573,28835.5971087464,79791.9970267303,1501,1595,0.933351349845301,1,0.954045954045954,0.954045954045954,1,1,0.937062937062937,0.937062937062937,1,0.000999000999000999,0.0659340659340659,0.0659340659340659,0.000999000999000999,0.000999000999000999,0.0589410589410589,0.0589410589410589,0.000999000999000999,0.997186386917573,0.00281361308242743,0.00308925973293367,0.997186386917573,0.00281361308242743,0.00308925973293367,0.994114459990833,0.00308059452780503,0.00280494548136234,0,0
"Columba palumbus",4488282.42402756,3124654.5651128,4538385.51475055,3106032.73628086,53451.7746107904,-18621.8288319376,50103.0907229958,2354,2538,0.950374843540766,1,0.585414585414585,0.585414585414585,1,1,0.629370629370629,0.629370629370629,1,0.000999000999000999,0.392607392607393,0.392607392607393,0.000999000999000999,0.001998001998002,0.385614385614386,0.385614385614386,0.001998001998002,0.999356234102305,0.000643765897694901,3.06020850713245e-05,0.999356234102305,0.000643765897694901,3.06020850713245e-05,0.999325671405107,3.05823850950479e-05,0.000643746209798306,0,0
"Coracias garrulus",4782174.34821392,2605935.04872687,4889952.04280251,2402217.07376039,230471.353480811,-203717.974966485,107777.69458859,653,535,0.770021690026189,1,0.947052947052947,0.947052947052947,1,1,0.938061938061938,0.938061938061938,1,0.000999000999000999,0.044955044955045,0.044955044955045,0.000999000999000999,0.000999000999000999,0.0539460539460539,0.0539460539460539,0.000999000999000999,0.989280830258913,0.0107191697410872,0.0560838883424211,0.989280830258913,0.0107191697410872,0.0560838883424211,0.934359826272549,0.0555160903825355,0.0101240833449152,0,0
"Coturnix coturnix",4530578.75661711,2762680.51867257,4570569.45897535,2977393.08805608,218404.999316347,214712.56938351,39990.7023582365,1797,2200,0.866712542841198,1,0.456543456543457,0.456543456543457,1,0.999000999000999,0.437562437562438,0.437562437562438,1,0.000999000999000999,0.561438561438561,0.561438561438561,0.000999000999000999,0.000999000999000999,0.568431568431568,0.568431568431568,0.000999000999000999,0.998368765478768,0.00163123452123189,0.000304813667263,0.998368765478768,0.00163123452123189,0.000304813667263,0.998064945294506,0.0003043165959995,0.00163073810949511,0,0
"Crex crex",4860957.2620005,3317510.47078467,4918851.94302399,3346086.84266034,64563.1715483911,28576.3718756675,57894.6810234804,1210,1438,0.900454346963754,1,0.948051948051948,0.948051948051948,1,1,0.944055944055944,0.944055944055944,1,0.001998001998002,0.047952047952048,0.047952047952048,0.001998001998002,0.001998001998002,0.047952047952048,0.047952047952048,0.001998001998002,0.989315399342881,0.0106846006571194,0.00531430412368593,0.989315399342881,0.0106846006571194,0.00531430412368593,0.984113755613564,0.00525782145185642,0.0106284229345799,0,0
"Cyanistes caeruleus",4561406.7341734,3020482.31283504,4569955.15267177,3076466.25272755,56632.8260350058,55983.9398925086,8548.41849836707,2396,2558,0.957023855484728,1,0.761238761238761,0.761238761238761,1,1,0.748251748251748,0.748251748251748,1,0.002997002997003,0.21978021978022,0.21978021978022,0.002997002997003,0.000999000999000999,0.251748251748252,0.251748251748252,0.000999000999000999,0.998383587831103,0.00161641216889705,9.18553445885433e-05,0.998383587831103,0.00161641216889705,9.18553445885433e-05,0.998292029185115,9.17068821080521e-05,0.00161626393277684,0,0
"Cygnus olor",4562551.35888857,3278668.5112863,4649236.26601887,3167704.71272985,140809.224535415,-110963.798556455,86684.9071302917,1174,1679,0.833836519327404,1,0.858141858141858,0.858141858141858,1,0.997002997002997,0.859140859140859,0.859140859140859,1,0.001998001998002,0.164835164835165,0.164835164835165,0.000999000999000999,0.00599400599400599,0.166833166833167,0.166833166833167,0.002997002997003,0.959121889270106,0.0408781107298938,0,0.959121889270106,0.0408781107298938,0,0.959121889270106,0,0.0408781107298938,0,0
"Dendrocopos major",4606463.6474224,3148665.43991004,4570024.21235021,3107514.57022704,54965.6847864834,-41150.8696829998,-36439.4350721827,2241,2387,0.959579067691148,1,0.923076923076923,0.923076923076923,1,1,0.916083916083916,0.916083916083916,1,0.000999000999000999,0.0899100899100899,0.0899100899100899,0.000999000999000999,0.000999000999000999,0.0729270729270729,0.0729270729270729,0.000999000999000999,0.998605005055794,0.00139499494420579,0,0.998605005055794,0.00139499494420579,0,0.998605005055794,0,0.00139499494420579,0,0
"Emberiza caesia",5509380.12709856,1811237.07829177,5669888.46075479,1750988.31633154,171443.397338127,-60248.7619602312,160508.333656225,91,37,0.585782466439386,1,0.996003996003996,0.996003996003996,0.998001998001998,0.998001998001998,0.992007992007992,0.992007992007992,0.995004995004995,0.00599400599400599,0.016983016983017,0.016983016983017,0.00799200799200799,0.00699300699300699,0.010989010989011,0.010989010989011,0.00799200799200799,0.979972972402148,0.0200270275978523,0.300524524280797,0.979972972402148,0.0200270275978523,0.300524524280797,0.689617602490058,0.29628916111876,0.0140932363911824,0,0
"Emberiza calandra",4428712.93277227,2634189.65287121,4597675.80821582,2622013.40477867,169401.045733972,-12176.2480925401,168962.875443549,1600,1755,0.893078516117297,1,0.882117882117882,0.882117882117882,1,1,0.895104895104895,0.895104895104895,1,0.000999000999000999,0.108891108891109,0.108891108891109,0.000999000999000999,0.000999000999000999,0.115884115884116,0.115884115884116,0.000999000999000999,0.998802224106783,0.00119777589321713,0.00122287879175104,0.998802224106783,0.00119777589321713,0.00122287879175104,0.997582271243175,0.00122141584606417,0.00119631291076112,0,0
"Emberiza cia",4176761.93548821,2214327.53763874,4177066.24529748,2246685.88479553,32359.7780458914,32358.3471567901,304.309809261933,617,647,0.928673668635254,1,0.96003996003996,0.96003996003996,1,1,0.957042957042957,0.957042957042957,1,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.966642278418884,0.0333577215811161,0,0.966642278418884,0.0333577215811161,0,0.966642278418884,0,0.0333577215811161,0,0
"Emberiza cirlus",4137166.4926591,2254289.36179085,4174266.77065638,2252882.81182359,37126.9310647451,-1406.54996725684,37100.2779972865,877,962,0.953134589128,1,0.904095904095904,0.904095904095904,1,1,0.895104895104895,0.895104895104895,1,0.000999000999000999,0.104895104895105,0.104895104895105,0.000999000999000999,0.000999000999000999,0.0959040959040959,0.0959040959040959,0.000999000999000999,0.992064476770433,0.0079355232295669,0,0.992064476770433,0.0079355232295669,0,0.992064476770433,0,0.0079355232295669,0,0
"Emberiza citrinella",4651398.19633265,3294299.10669694,4678889.73430592,3293091.51660995,27518.0474226285,-1207.59008698817,27491.5379732717,2101,2064,0.965135968654703,1,1,1,1,1,1,1,1,0.000999000999000999,0.161838161838162,0.161838161838162,0.000999000999000999,0.000999000999000999,0.15984015984016,0.15984015984016,0.000999000999000999,1,0,0.00974593444450493,1,0,0.00974593444450493,0.990254065555495,0.00974593444450493,0,0,0
"Emberiza hortulana",4733808.44732405,3055390.69569463,4971285.52280296,3001018.93605911,243621.939947696,-54371.7596355183,237477.07547891,1241,1066,0.827806049533117,1,0.983016983016983,0.983016983016983,1,1,0.974025974025974,0.974025974025974,1,0.001998001998002,0.022977022977023,0.022977022977023,0.001998001998002,0.003996003996004,0.025974025974026,0.025974025974026,0.003996003996004,0.992512263489773,0.00748773651022718,0.00659646510739831,0.992512263489773,0.00748773651022718,0.00659646510739831,0.986013892757523,0.00654739590763401,0.00743871133484267,0,0
"Emberiza melanocephala",5399127.32150775,2083687.15420219,5411981.55281189,2272291.22036248,189041.596043348,188604.066160293,12854.2313041408,214,299,0.738456077965721,0.994005994005994,0.967032967032967,0.967032967032967,1,0.984015984015984,0.954045954045954,0.954045954045954,1,0.014985014985015,0.045954045954046,0.045954045954046,0.000999000999000999,0.012987012987013,0.040959040959041,0.040959040959041,0.000999000999000999,0.92918133582914,0.07081866417086,0.00116560460198642,0.92918133582914,0.07081866417086,0.00116560460198642,0.928174895433516,0.00108314745121935,0.0707419571152646,0,0
"Emberiza schoeniclus",4627203.41668152,3435825.8920832,4670576.95453059,3466975.52038608,53400.0292972975,31149.6283028745,43373.5378490733,1946,1939,0.965315019362879,1,1,1,1,1,1,1,1,0.000999000999000999,0.216783216783217,0.216783216783217,0.000999000999000999,0.000999000999000999,0.181818181818182,0.181818181818182,0.000999000999000999,1,0,0.00695871309743495,1,0,0.00695871309743495,0.993041286902565,0.00695871309743495,0,0,0
"Erithacus rubecula",4550199.40442698,3156750.27118044,4527919.65773156,3130842.48122295,34170.1725675004,-25907.7899574814,-22279.7466954133,2427,2527,0.971926405709195,1,0.675324675324675,0.675324675324675,1,1,0.678321678321678,0.678321678321678,1,0.000999000999000999,0.350649350649351,0.350649350649351,0.000999000999000999,0.003996003996004,0.358641358641359,0.358641358641359,0.003996003996004,0.999992207355885,7.79264411511883e-06,0.000324549268120433,0.999992207355885,7.79264411511883e-06,0.000324549268120433,0.999667663145118,0.000324546739844299,7.7901150378765e-06,0,0
