"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std","range_abandonment_std","range_pioneering_std"
"Falco columbarius",4420867.6484857,4436304.67628576,4465739.104263,4440531.27825064,45070.0755240477,4226.60196488257,44871.4557772959,594,534,0.952512721219972,1,0.968031968031968,0.968031968031968,1,1,0.963036963036963,0.963036963036963,1,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.000999000999000999,0.036963036963037,0.036963036963037,0.000999000999000999,0.996963479104566,0.00303652089543432,0.000297182130841726,0.996963479104566,0.00303652089543432,0.000297182130841726,0.996668098766517,0.000296279998454672,0.00303562123502811,0,0
"Falco eleonorae",5157734.71201898,1907831.49181591,5266755.94742318,1742391.10124539,198131.654717725,-165440.390570515,109021.235404206,54,68,0.756163253611887,1,0.993006993006993,0.993006993006993,1,1,0.989010989010989,0.989010989010989,1,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.970962176091699,0.029037823908301,0.251705231849238,0.970962176091699,0.029037823908301,0.251705231849238,0.731915466236612,0.246195697156087,0.0218888366073012,0,0
"Ficedula albicollis",5068702.5986799,2909491.24312458,5269516.3052995,2904577.74818405,200873.809141039,-4913.49494053004,200813.706619593,405,618,0.792227642141945,0.995004995004995,0.993006993006993,0.993006993006993,1,0.993006993006993,0.994005994005994,0.994005994005994,1,0.013986013986014,0.00899100899100899,0.00899100899100899,0.000999000999000999,0.012987012987013,0.00999000999000999,0.00999000999000999,0.000999000999000999,0.997345476765925,0.00265452323407484,0.0148375596165772,0.997345476765925,0.00265452323407484,0.0148375596165772,0.98258600456394,0.0147987558432066,0.00261523959285365,0,0
"Ficedula hypoleuca",4672962.42709177,3600139.77321975,4692529.85281707,3658335.02152933,61396.8327792931,58195.248309576,19567.4257253036,1464,1396,0.947298610659215,1,0.915084915084915,0.915084915084915,1,1,0.887112887112887,0.887112887112887,1,0.000999000999000999,0.110889110889111,0.110889110889111,0.000999000999000999,0.000999000999000999,0.106893106893107,0.106893106893107,0.000999000999000999,0.996255899096771,0.003744100903229,0.00436577014181425,0.996255899096771,0.003744100903229,0.00436577014181425,0.991922688692026,0.00434949535422921,0.00372781595374464,0,0
"Ficedula parva",5069718.56375832,3413235.03277885,5088433.61054584,3491076.97789388,80060.1111387563,77841.9451150284,18715.0467875162,714,870,0.870224895466794,1,0.956043956043956,0.956043956043956,1,1,0.957042957042957,0.957042957042957,1,0.000999000999000999,0.031968031968032,0.031968031968032,0.000999000999000999,0.001998001998002,0.035964035964036,0.035964035964036,0.001998001998002,0.976752294631627,0.0232477053683727,0.000130341089574155,0.976752294631627,0.0232477053683727,0.000130341089574155,0.976627942984149,0.000127311344096425,0.023244745671755,0,0
"Ficedula semitorquata",5493295.39042145,2123116.53266885,5528756.18423337,2248406.29995206,130211.34237712,125289.767283205,35460.7938119229,64,81,0.657498567635693,0.992007992007992,0.984015984015984,0.984015984015984,0.996003996003996,0.991008991008991,0.979020979020979,0.979020979020979,0.994005994005994,0.00899100899100899,0.013986013986014,0.013986013986014,0.004995004995005,0.00699300699300699,0.013986013986014,0.013986013986014,0.002997002997003,0.947426687089821,0.0525733129101793,0.104850762553115,0.947426687089821,0.0525733129101793,0.104850762553115,0.852789150420325,0.0998890341163921,0.0473218154632826,0,0
"Fringilla montifringilla",4688469.90869718,4442947.21781195,4734450.80903736,4582769.5689547,147188.766810446,139822.351142749,45980.9003401799,536,453,0.860067772576551,1,0.974025974025974,0.974025974025974,1,1,0.975024975024975,0.975024975024975,1,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.000999000999000999,0.034965034965035,0.034965034965035,0.000999000999000999,0.99972547840884,0.000274521591159979,0.0837974978541892,0.99972547840884,0.000274521591159979,0.0837974978541892,0.915972056002028,0.0837764208431639,0.000251523154808426,0,0
"Gallinago gallinago",4563866.65841906,3707043.90197647,4601142.78488827,3788961.65967321,90000.1590588119,81917.7576967459,37276.1264692117,1600,1470,0.94081959291251,1,0.95004995004995,0.95004995004995,1,1,0.938061938061938,0.938061938061938,1,0.001998001998002,0.0739260739260739,0.0739260739260739,0.001998001998002,0.000999000999000999,0.0579420579420579,0.0579420579420579,0.000999000999000999,0.996606894402689,0.00339310559731102,0.00177964428624463,0.996606894402689,0.00339310559731102,0.00177964428624463,0.994839295995403,0.00177361647527607,0.00338708752932128,0,0
"Garrulus glandarius",4577257.5130636,3073689.62095943,4591007.36804033,3050183.36877355,27232.3778562766,-23506.2521858783,13749.854976723,2336,2425,0.968592078402474,1,0.818181818181818,0.818181818181818,1,1,0.821178821178821,0.821178821178821,1,0.000999000999000999,0.170829170829171,0.170829170829171,0.000999000999000999,0.000999000999000999,0.184815184815185,0.184815184815185,0.000999000999000999,0.999288421370683,0.000711578629316901,4.11439075344853e-05,0.999288421370683,0.000711578629316901,4.11439075344853e-05,0.999247335995363,4.11146316128754e-05,0.000711549373023693,0,0
"Haematopus ostralegus",4347015.61836571,3786188.99563176,4410824.40630961,3778288.56971778,64296.0196940049,-7900.42591398209,63808.7879438996,746,879,0.931041399263616,1,0.944055944055944,0.944055944055944,1,1,0.949050949050949,0.949050949050949,1,0.000999000999000999,0.0569430569430569,0.0569430569430569,0.000999000999000999,0.000999000999000999,0.0659340659340659,0.0659340659340659,0.000999000999000999,0.998488929230031,0.00151107076996918,0.00602010137941607,0.998488929230031,0.00151107076996918,0.00602010137941607,0.992486953104389,0.00601105926158863,0.00150198763402244,0,0
"Hieraaetus pennatus",4251467.20571366,2329362.97228615,4243818.64097632,2326842.23337446,8053.23954705843,-2520.73891168926,-7648.56473734789,410,572,0.900975161575699,1,0.881118881118881,0.881118881118881,1,1,0.855144855144855,0.855144855144855,1,0.001998001998002,0.113886113886114,0.113886113886114,0.001998001998002,0.000999000999000999,0.116883116883117,0.116883116883117,0.000999000999000999,0.980401713261438,0.0195982867385618,0,0.980401713261438,0.0195982867385618,0,0.980401713261438,0,0.0195982867385618,0,0
"Hippolais icterina",4915400.86050628,3481914.36608955,4926543.07391116,3466443.54093096,19065.5540346346,-15470.8251585895,11142.2134048818,1335,1379,0.950209349490218,1,0.865134865134865,0.865134865134865,1,1,0.852147852147852,0.852147852147852,1,0.001998001998002,0.126873126873127,0.126873126873127,0.001998001998002,0.001998001998002,0.136863136863137,0.136863136863137,0.001998001998002,0.994760552028751,0.00523944797124952,0.00463912743505034,0.994760552028751,0.00523944797124952,0.00463912743505034,0.990169798589892,0.0046149331409417,0.00521526826916676,0,0
"Hippolais olivetorum",5488906.63997494,1899365.41957883,5432896.94735885,2016559.17780565,129890.194527051,117193.75822682,-56009.6926160892,92,105,0.768196052046497,0.994005994005994,0.989010989010989,0.989010989010989,1,0.997002997002997,0.99000999000999,0.99000999000999,1,0.003996003996004,0.004995004995005,0.004995004995005,0.000999000999000999,0.003996003996004,0.014985014985015,0.014985014985015,0.000999000999000999,0.919516265288181,0.0804837347118191,0.00603654102761513,0.919516265288181,0.0804837347118191,0.00603654102761513,0.914409827576331,0.00555339574145487,0.0800367766822142,0,0
"Hippolais polyglotta",3637860.66104907,2325017.84137959,3678927.77982819,2382480.97266471,70629.4535014227,57463.1312851263,41067.1187791154,625,690,0.92833460639212,1,0.933066933066933,0.933066933066933,1,1,0.926073926073926,0.926073926073926,1,0.001998001998002,0.0589410589410589,0.0589410589410589,0.001998001998002,0.000999000999000999,0.0689310689310689,0.0689310689310689,0.000999000999000999,0.975519574761411,0.0244804252385893,0,0.975519574761411,0.0244804252385893,0,0.975519574761411,0,0.0244804252385893,0,0
"Jynx torquilla",4677349.4671498,3189114.36212212,4690621.72887359,3098469.12773708,91611.7429589899,-90645.234385042,13272.2617237922,1934,2095,0.922375554556549,1,0.833166833166833,0.833166833166833,1,0.999000999000999,0.833166833166833,0.833166833166833,1,0.003996003996004,0.16983016983017,0.16983016983017,0.001998001998002,0.000999000999000999,0.155844155844156,0.155844155844156,0.000999000999000999,0.999161611985862,0.000838388014137592,0.000472046105734971,0.999161611985862,0.000838388014137592,0.000472046105734971,0.99869035687742,0.000471650534597179,0.000837992587982524,0,0
"Lanius collurio",4811250.23428923,3049368.47595351,4795201.23703879,3045281.69990457,16561.1609260608,-4086.776048942,-16048.9972504415,1942,2002,0.959370590582336,1,0.922077922077922,0.922077922077922,1,1,0.936063936063936,0.936063936063936,1,0.000999000999000999,0.0879120879120879,0.0879120879120879,0.000999000999000999,0.001998001998002,0.0969030969030969,0.0969030969030969,0.001998001998002,0.996648198273888,0.00335180172611233,0.000261228962138919,0.996648198273888,0.00335180172611233,0.000261228962138919,0.996388717325126,0.00026035360241512,0.00335092907245836,0,0
"Lanius minor",5231330.58896686,2558841.41644683,5509138.26594428,2646623.91392338,291346.653062653,87782.4974765526,277807.676977417,531,578,0.755284706053516,1,0.975024975024975,0.975024975024975,1,1,0.975024975024975,0.975024975024975,1,0.000999000999000999,0.028971028971029,0.028971028971029,0.000999000999000999,0.001998001998002,0.030969030969031,0.030969030969031,0.001998001998002,0.997186640268972,0.00281335973102853,0.0439070672968432,0.997186640268972,0.00281335973102853,0.0439070672968432,0.953520884325535,0.0437889500120646,0.00269016566240057,0,0
"Lanius senator",4162963.23814481,2180120.61067289,4210736.36857948,2119497.74708502,77184.2184719201,-60622.8635878707,47773.1304346649,758,704,0.884983267543106,1,1,1,1,1,1,1,1,0.000999000999000999,0.051948051948052,0.051948051948052,0.000999000999000999,0.000999000999000999,0.043956043956044,0.043956043956044,0.000999000999000999,1,0,0.0708469155275086,1,0,0.0708469155275086,0.929153084472491,0.0708469155275086,0,0,0
"Larus ridibundus",4582502.62081414,3551662.32538471,4604857.21154642,3507829.8671889,49203.7815446692,-43832.4581958116,22354.5907322848,1576,1560,0.935429423020967,1,1,1,1,1,1,1,1,0.001998001998002,0.138861138861139,0.138861138861139,0.001998001998002,0.000999000999000999,0.150849150849151,0.150849150849151,0.000999000999000999,1,0,0.00168381503641049,1,0,0.00168381503641049,0.99831618496359,0.00168381503641049,0,0,0
"Limosa limosa",4811336.6437048,3415911.46350566,4778002.6791917,3591462.44611597,178687.718340146,175550.982610314,-33333.9645131007,610,458,0.872879112490474,1,0.882117882117882,0.882117882117882,1,1,0.882117882117882,0.882117882117882,1,0.000999000999000999,0.0989010989010989,0.0989010989010989,0.000999000999000999,0.000999000999000999,0.101898101898102,0.101898101898102,0.000999000999000999,0.9949097425777,0.00509025742229989,0.00322818438502814,0.9949097425777,0.00509025742229989,0.00322818438502814,0.991714286618484,0.00321180487280927,0.00507390850870709,0,0
"Linaria cannabina",4538793.21011751,2911021.1216232,4560383.14652013,2933089.85652827,30873.1989625243,22068.7349050734,21589.9364026207,2263,2337,0.970503002298914,1,0.542457542457542,0.542457542457542,1,1,0.558441558441558,0.558441558441558,1,0.000999000999000999,0.433566433566434,0.433566433566434,0.000999000999000999,0.001998001998002,0.433566433566434,0.433566433566434,0.001998001998002,0.998618613094492,0.00138138690550792,2.54180024162221e-05,0.998618613094492,0.00138138690550792,2.54180024162221e-05,0.998593265266874,2.53828912117667e-05,0.00138135184191438,0,0
"Locustella fluviatilis",5115312.94487684,3308468.55802114,5082529.05529292,3400160.80370522,97376.8521510063,91692.2456840733,-32783.8895839173,711,952,0.857647433771378,1,0.978021978021978,0.978021978021978,1,1,0.984015984015984,0.984015984015984,1,0.000999000999000999,0.017982017982018,0.017982017982018,0.000999000999000999,0.001998001998002,0.012987012987013,0.012987012987013,0.001998001998002,0.993423912754336,0.00657608724566381,0.00880789423786644,0.993423912754336,0.00657608724566381,0.00880789423786644,0.984730977073967,0.00875047959764505,0.00651854332838829,0,0
"Locustella luscinioides",4687814.97265957,2931616.4889773,4943943.50214592,3041439.0527972,278680.496520323,109822.563819901,256128.529486345,786,1117,0.79125928986729,0.989010989010989,0.903096903096903,0.903096903096903,1,0.992007992007992,0.886113886113886,0.886113886113886,1,0.014985014985015,0.0849150849150849,0.0849150849150849,0.000999000999000999,0.010989010989011,0.118881118881119,0.118881118881119,0.001998001998002,0.995151841075286,0.00484815892471373,0.0015247381703593,0.995151841075286,0.00484815892471373,0.0015247381703593,0.993641840250247,0.0015173572139578,0.0048408025357949,0,0
"Locustella naevia",4476462.53890429,3347640.09616902,4485895.85543359,3382230.9163279,35854.0416132646,34590.8201588774,9433.31652929727,1219,1346,0.936288732154014,1,0.965034965034965,0.965034965034965,1,1,0.974025974025974,0.974025974025974,1,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.000999000999000999,0.026973026973027,0.026973026973027,0.000999000999000999,0.999370522701032,0.000629477298968508,0.0070711953442689,0.999370522701032,0.000629477298968508,0.0070711953442689,0.992308195433225,0.00706677564265059,0.000625028924124556,0,0
"Lophophanes cristatus",4417814.78428105,3184995.04630733,4426659.90890109,3119368.93501616,66219.5040206819,-65626.1112911706,8845.12462003808,1563,1646,0.942733233141447,1,1,1,1,1,1,1,1,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.997497065168831,0.00250293483116878,0.000988694602803623,0.997497065168831,0.00250293483116878,0.000988694602803623,0.996513311214052,0.000986222405188474,0.00250046638075956,0,0
"Loxia curvirostra",4469330.43640914,3406789.3748085,4413664.48242778,3330056.5295632,94797.8268321274,-76732.8452453008,-55665.9539813586,1333,1558,0.928389079742854,1,0.696303696303696,0.696303696303696,1,1,0.658341658341658,0.658341658341658,1,0.001998001998002,0.292707292707293,0.292707292707293,0.001998001998002,0.000999000999000999,0.302697302697303,0.302697302697303,0.000999000999000999,0.997989629443272,0.00201037055672797,0.00099568270376659,0.997989629443272,0.00201037055672797,0.00099568270376659,0.9969979441127,0.000993683001621606,0.00200837288567879,0,0
"Loxia pytyopsittacus",4744387.52753383,4403600.15703205,4776928.86586568,4385157.92039893,37403.940868039,-18442.2366331117,32541.3383318521,455,425,0.934662647533413,1,0.967032967032967,0.967032967032967,1,1,0.967032967032967,0.967032967032967,1,0.001998001998002,0.036963036963037,0.036963036963037,0.001998001998002,0.000999000999000999,0.031968031968032,0.031968031968032,0.000999000999000999,0.973282324679493,0.0267176753205071,0.00337606387189275,0.973282324679493,0.0267176753205071,0.00337606387189275,0.970083963520588,0.00328615970700848,0.0266298767724039,0,0
"Lullula arborea",4580236.37808091,2798725.87234974,4640954.44038687,2870520.51378835,94027.4089268042,71794.6414386039,60718.0623059627,1634,1934,0.929566816811995,1,0.793206793206793,0.793206793206793,1,1,0.796203796203796,0.796203796203796,1,0.001998001998002,0.218781218781219,0.218781218781219,0.001998001998002,0.001998001998002,0.224775224775225,0.224775224775225,0.001998001998002,0.998935186552822,0.00106481344717772,0.00236189987927373,0.998935186552822,0.00106481344717772,0.00236189987927373,0.996578308033557,0.00235939083034864,0.00106230113609442,0,0
"Luscinia luscinia",5194927.45406035,3539182.93602379,5213266.83654649,3548424.85191608,20536.4544002325,9241.91589228576,18339.3824861348,840,880,0.965348383323321,1,1,1,1,1,1,1,1,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.000999000999000999,0.037962037962038,0.037962037962038,0.000999000999000999,1,0,0.0105968076395351,1,0,0.0105968076395351,0.989403192360465,0.0105968076395351,0,0,0
"Luscinia megarhynchos",4343252.85721281,2485157.83998248,4372575.56872003,2513494.86211435,40777.5457014977,28337.0221318719,29322.711507218,1382,1451,0.954023936964511,1,0.846153846153846,0.846153846153846,1,1,0.844155844155844,0.844155844155844,1,0.000999000999000999,0.134865134865135,0.134865134865135,0.000999000999000999,0.000999000999000999,0.148851148851149,0.148851148851149,0.000999000999000999,0.99740378117443,0.0025962188255696,3.25173683481281e-05,0.99740378117443,0.0025962188255696,3.25173683481281e-05,0.99737143242858,3.24329488823258e-05,0.00259613462253715,0,0
"Melanitta fusca",4765053.51653404,4608835.14817685,4779771.60364016,4577459.49077446,34656.2254940616,-31375.6574023897,14718.0871061124,247,200,0.899436230882827,1,1,1,1,1,1,1,1,0.000999000999000999,0.011988011988012,0.011988011988012,0.000999000999000999,0.000999000999000999,0.015984015984016,0.015984015984016,0.000999000999000999,1,0,0.036701661788252,1,0,0.036701661788252,0.963298338211748,0.036701661788252,0,0,0
"Melanitta nigra",4530313.26306592,4671771.74016226,4587102.29920604,4711279.02333367,69179.6216331757,39507.2831714097,56789.0361401159,230,196,0.905896700859919,1,0.976023976023976,0.976023976023976,1,1,0.975024975024975,0.975024975024975,1,0.000999000999000999,0.017982017982018,0.017982017982018,0.000999000999000999,0.000999000999000999,0.02997002997003,0.02997002997003,0.000999000999000999,0.995921579134371,0.0040784208656287,0.000704070467767962,0.995921579134371,0.0040784208656287,0.000704070467767962,0.995223237941525,0.00070120098557695,0.00407556107289812,0,0
"Melanocorypha calandra",4649684.44134305,2292487.66127327,4645382.97388986,2299448.72608241,8182.85069690086,6961.06480913237,-4301.46745318733,461,434,0.911272950258459,1,1,1,1,1,1,1,1,0.001998001998002,0.122877122877123,0.122877122877123,0.001998001998002,0.000999000999000999,0.131868131868132,0.131868131868132,0.000999000999000999,1,0,0.0318382863706034,1,0,0.0318382863706034,0.968161713629397,0.0318382863706034,0,0,0
"Merops apiaster",4640546.05198409,2406022.7690416,4697117.25976921,2527155.62158651,133691.695762801,121132.852544907,56571.2077851184,861,1384,0.866597070737312,1,0.84015984015984,0.84015984015984,1,0.999000999000999,0.847152847152847,0.847152847152847,1,0.000999000999000999,0.160839160839161,0.160839160839161,0.000999000999000999,0.001998001998002,0.140859140859141,0.140859140859141,0.000999000999000999,0.998878483542969,0.00112151645703139,0.000406959485811028,0.998878483542969,0.00112151645703139,0.000406959485811028,0.998472436183481,0.000406503259583214,0.00112106055693593,0,0
"Milvus milvus",4114414.44435981,2730978.8599856,4120382.64393392,2927360.14065988,196471.949156685,196381.280674281,5968.19957411056,626,787,0.813570004548454,0.992007992007992,0.672327672327672,0.672327672327672,1,0.997002997002997,0.675324675324675,0.675324675324675,1,0.004995004995005,0.321678321678322,0.321678321678322,0.000999000999000999,0.003996003996004,0.343656343656344,0.343656343656344,0.000999000999000999,0.963429509120935,0.0365704908790654,0.0284865124208026,0.963429509120935,0.0365704908790654,0.0284865124208026,0.936960856164961,0.0274733674912292,0.0355657763438102,0,0
"Monticola solitarius",4223148.48716083,2011732.52640635,4228184.18699837,2017717.39885795,7821.57088542431,5984.87245159945,5035.69983754028,504,582,0.947491307164287,1,0.968031968031968,0.968031968031968,1,1,0.97002997002997,0.97002997002997,1,0.000999000999000999,0.050949050949051,0.050949050949051,0.000999000999000999,0.001998001998002,0.030969030969031,0.030969030969031,0.001998001998002,0.991427712953401,0.00857228704659883,0.00453172061760245,0.991427712953401,0.00857228704659883,0.00453172061760245,0.986973180700113,0.0044930479500304,0.00853377134985703,0,0
"Numenius arquata",4484121.42129683,3797849.60701613,4450135.66857535,3821548.51313364,41432.7109807226,23698.9061175021,-33985.7527214848,1084,1050,0.945584080172766,1,0.989010989010989,0.989010989010989,1,1,0.99000999000999,0.99000999000999,1,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.000999000999000999,0.012987012987013,0.012987012987013,0.000999000999000999,0.999231501697858,0.000768498302141532,0.00183690114078596,0.999231501697858,0.000768498302141532,0.00183690114078596,0.997397420193943,0.00183549207646038,0.000767087729597178,0,0
"Numenius phaeopus",4522370.69923729,4643184.52534355,4540356.5788912,4666254.53998919,29252.6484728251,23070.014645637,17985.8796539055,450,441,0.969744274775801,1,0.965034965034965,0.965034965034965,1,1,0.957042957042957,0.957042957042957,1,0.001998001998002,0.044955044955045,0.044955044955045,0.001998001998002,0.003996003996004,0.045954045954046,0.045954045954046,0.003996003996004,0.997038897025476,0.00296110297452408,0.00664429998743271,0.997038897025476,0.00296110297452408,0.00664429998743271,0.990433757740339,0.00662475586944718,0.00294148639021356,0,0
"Oenanthe hispanica",4204357.1238121,2014972.33699959,4218158.01287939,1993720.8028945,25339.5390815963,-21251.5341050944,13800.8890672941,479,414,0.941832275425637,1,0.936063936063936,0.936063936063936,1,1,0.929070929070929,0.929070929070929,1,0.000999000999000999,0.0599400599400599,0.0599400599400599,0.000999000999000999,0.000999000999000999,0.0739260739260739,0.0739260739260739,0.000999000999000999,0.973807700089625,0.0261922999103745,0,0.973807700089625,0.0261922999103745,0,0.973807700089625,0,0.0261922999103745,0,0
"Oenanthe leucura",3192342.68270825,1937691.93888195,3206459.16022594,1907791.98193241,33064.8206269461,-29899.9569495444,14116.4775176924,147,117,0.862490050621149,1,1,1,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,1,0,0.0531019106623055,1,0,0.0531019106623055,0.946898089337694,0.0531019106623055,0,0,0
"Oenanthe oenanthe",4620634.5018188,3274577.09957466,4655454.61320542,3286539.85881597,36817.764267294,11962.7592413193,34820.1113866149,2286,2252,0.953419478168994,1,1,1,1,1,1,1,1,0.000999000999000999,0.535464535464535,0.535464535464535,0.000999000999000999,0.000999000999000999,0.547452547452547,0.547452547452547,0.000999000999000999,1,0,0.000421763432969786,1,0,0.000421763432969786,0.99957823656703,0.000421763432969786,0,0,0
"Oriolus oriolus",4669612.52692033,2818491.70004269,4672438.71492795,2838692.74685974,20397.7849571824,20201.0468170592,2826.18800762482,1843,1916,0.955567417335551,1,0.923076923076923,0.923076923076923,1,1,0.929070929070929,0.929070929070929,1,0.001998001998002,0.0809190809190809,0.0809190809190809,0.001998001998002,0.000999000999000999,0.0739260739260739,0.0739260739260739,0.000999000999000999,0.999765491571382,0.000234508428618288,0.00891191822836169,0.999765491571382,0.000234508428618288,0.00891191822836169,0.990857734076296,0.00890984692928874,0.000232418994415671,0,0
"Otus scops",4428246.55610645,2230178.03596,4618416.30670266,2343073.62044741,221155.933762994,112895.584487411,190169.750596218,851,1095,0.867483171988737,0.998001998001998,0.869130869130869,0.869130869130869,1,0.998001998001998,0.886113886113886,0.886113886113886,1,0.000999000999000999,0.133866133866134,0.133866133866134,0.000999000999000999,0.000999000999000999,0.116883116883117,0.116883116883117,0.000999000999000999,0.999938187237744,6.18127622558843e-05,0.00231925425835448,0.999938187237744,6.18127622558843e-05,0.00231925425835448,0.997619219357106,0.00231911123130905,6.16694115846984e-05,0,0
