"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_routes_hist","n_routes_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Junco hyemalis hyemalis",1475362.62589521,752883.53194985,1630731.3965188,717225.463023826,159408.132680287,-35658.0689260241,155368.770623581,42,39,0.79107143617093,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.993946760339506,0.00605323966049393,0.132906098814295,0.993946760339506,0.00605323966049393,0.132906098814295,0.862539097452114,0.132207949289464,0.00525295325842238
"Junco hyemalis oreganus",-1895839.81546393,772121.213393041,-1937583.44253921,796170.749972491,48175.8301546202,24049.5365794501,-41743.6270752854,42,41,0.932925395457702,1,0.997002997002997,0.997002997002997,1,1,0.996003996003996,0.996003996003996,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.997833255708923,0.00216674429107741,0.0339631341211928,0.997833255708923,0.00216674429107741,0.0339631341211928,0.964014652300542,0.0338920387899418,0.00209330890951633
"Lanius ludovicianus",152586.992631087,-21693.0910656238,-238361.455814781,-39129.1584222479,391337.074383575,-17436.0673566241,-390948.448445868,190,80,0.735341487262447,0.998001998001998,0.897102897102897,0.897102897102897,1,1,0.89010989010989,0.89010989010989,1,0.003996003996004,0.107892107892108,0.107892107892108,0.000999000999000999,0.003996003996004,0.0849150849150849,0.0849150849150849,0.002997002997003,0.995103460953091,0.00489653904690896,0.0285875867793029,0.995103460953091,0.00489653904690896,0.0285875867793029,0.966791186066056,0.0284515892045219,0.00475722472942241
"Larus delawarensis",118159.244844085,741461.780651123,311154.063654713,822895.787898384,209471.949492275,81434.0072472617,192994.818810628,46,46,0.73364661595039,1,1,1,1,1,1,1,1,0.000999000999000999,0.205794205794206,0.205794205794206,0.000999000999000999,0.000999000999000999,0.231768231768232,0.231768231768232,0.000999000999000999,1,0,0.137822792258271,1,0,0.137822792258271,0.862177207741729,0.137822792258271,0
"Leiothlypis celata",-1871513.63551149,686557.052111132,-1912105.1012289,722548.119643132,54249.6454475059,35991.0675320004,-40591.4657174028,28,32,0.829490976053664,1,0.997002997002997,0.997002997002997,1,1,0.998001998001998,0.998001998001998,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.996305392800689,0.00369460719931099,0.0750484187327543,0.996305392800689,0.00369460719931099,0.0750484187327543,0.921789837246076,0.0747918821809692,0.00341828057295516
"Leiothlypis ruficapilla",296816.293613602,880840.290834411,33883.574023595,897988.082504648,263491.293575638,17147.7916702373,-262932.719590007,78,61,0.909264301671215,1,1,1,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.998850004597846,0.00114999540215388,0.0338120457815536,0.998850004597846,0.00114999540215388,0.0338120457815536,0.965114369728381,0.03377447536084,0.00111115491077876
"Loxia curvirostra",-1229338.38708414,910233.41966567,-678500.3617166,915951.605425575,550867.70448012,5718.18575990468,550838.025367542,22,29,0.73821583578535,0.996003996003996,0.84015984015984,0.84015984015984,1,0.996003996003996,0.837162837162837,0.837162837162837,1,0.00799200799200799,0.165834165834166,0.165834165834166,0.000999000999000999,0.011988011988012,0.174825174825175,0.174825174825175,0.001998001998002,0.834356421015563,0.165643578984437,0.0241721152951093,0.834356421015563,0.165643578984437,0.0241721152951093,0.817461340394055,0.0202492366522969,0.162289422953648
"Mareca strepera",-849384.386114475,915900.604104571,-943408.568768003,845934.583374789,117199.790871931,-69966.0207297821,-94024.1826535285,25,31,0.632357957353062,0.996003996003996,0.996003996003996,0.996003996003996,1,0.999000999000999,0.999000999000999,0.999000999000999,1,0.002997002997003,0.003996003996004,0.003996003996004,0.000999000999000999,0.00799200799200799,0.00899100899100899,0.00899100899100899,0.003996003996004,0.727732416120674,0.272267583879326,0,0.727732416120674,0.272267583879326,0,0.727732416120674,0,0.272267583879326
"Megaceryle alcyon",627738.473114235,370346.674484038,657121.165022601,443145.603120708,78504.9463054969,72798.9286366703,29382.6919083656,274,176,0.848298733172519,1,1,1,1,1,1,1,1,0.000999000999000999,0.0619380619380619,0.0619380619380619,0.000999000999000999,0.000999000999000999,0.0669330669330669,0.0669330669330669,0.000999000999000999,1,0,0.0230994950220218,1,0,0.0230994950220218,0.976900504977978,0.0230994950220218,0
"Melanerpes carolinus",813440.852854144,85503.4839266644,873146.276523455,230028.852986306,156372.375812857,144525.369059641,59705.4236693112,278,380,0.831832305491955,0.988011988011988,0.94005994005994,0.94005994005994,1,0.985014985014985,0.923076923076923,0.923076923076923,1,0.018981018981019,0.0739260739260739,0.0739260739260739,0.000999000999000999,0.01998001998002,0.0799200799200799,0.0799200799200799,0.000999000999000999,0.95614311391832,0.0438568860816805,0,0.95614311391832,0.0438568860816805,0,0.956143113918319,0,0.0438568860816805
"Melanerpes erythrocephalus",555755.488304331,247737.570804583,591009.199016795,119812.131440988,132694.167751891,-127925.439363595,35253.7107124644,252,219,0.825768652969832,0.998001998001998,0.928071928071928,0.928071928071928,0.996003996003996,0.999000999000999,0.916083916083916,0.916083916083916,0.999000999000999,0.003996003996004,0.0729270729270729,0.0729270729270729,0.001998001998002,0.004995004995005,0.0819180819180819,0.0819180819180819,0.004995004995005,0.991728581163544,0.00827141883645617,0.0404522469851948,0.991728581163544,0.00827141883645617,0.0404522469851948,0.951929444847224,0.0401310772647342,0.00793947788804137
"Meleagris gallopavo",658227.310612014,50222.6358029377,674469.055482205,327829.229960945,278081.310764382,277606.594158007,16241.7448701907,52,329,0.627067402205778,0.861138861138861,0.79020979020979,0.79020979020979,1,0.864135864135864,0.777222777222777,0.777222777222777,1,0.13986013986014,0.202797202797203,0.202797202797203,0.000999000999000999,0.136863136863137,0.214785214785215,0.214785214785215,0.000999000999000999,0.893217128423305,0.106782871576695,0,0.893217128423305,0.106782871576695,0,0.893217128423305,0,0.106782871576695
"Melospiza georgiana",1091239.93608014,765892.937537882,1046289.91971497,808914.328811232,62220.1259909016,43021.3912733499,-44950.0163651695,112,103,0.864363803908548,0.996003996003996,0.991008991008991,0.991008991008991,0.998001998001998,0.995004995004995,0.989010989010989,0.989010989010989,0.999000999000999,0.00599400599400599,0.012987012987013,0.012987012987013,0.003996003996004,0.00599400599400599,0.016983016983017,0.016983016983017,0.00599400599400599,0.955817170881774,0.0441828291182263,0.0128861177303302,0.955817170881774,0.0441828291182263,0.0128861177303302,0.94403788166683,0.0123237890820452,0.0436383292511252
"Melospiza melodia",639098.962926468,561662.185462067,610906.702940002,550396.962451055,30359.6569913487,-11265.2230110123,-28192.2599864663,358,370,0.945091428001257,1,0.714285714285714,0.714285714285714,1,1,0.723276723276723,0.723276723276723,1,0.000999000999000999,0.293706293706294,0.293706293706294,0.000999000999000999,0.000999000999000999,0.24975024975025,0.24975024975025,0.000999000999000999,0.999867857728081,0.000132142271918879,0.00171719637309897,0.999867857728081,0.000132142271918879,0.00171719637309897,0.998151114763904,0.00171696984847379,0.000131915387622285
"Mergus merganser",-771988.972149645,927094.155168291,134836.165229324,662506.060264021,944636.803087545,-264588.09490427,906825.137378969,14,33,0.622010171125652,0.926073926073926,0.827172827172827,0.827172827172827,0.991008991008991,0.946053946053946,0.834165834165834,0.834165834165834,0.996003996003996,0.0699300699300699,0.176823176823177,0.176823176823177,0.010989010989011,0.0719280719280719,0.177822177822178,0.177822177822178,0.010989010989011,0.761704764713431,0.238295235286569,0.0556003470006875,0.761704764713431,0.238295235286569,0.0556003470006875,0.729012620774412,0.0429197051843553,0.228067674041232
"Mimus polyglottos",728744.109537457,52569.0845977312,693994.902391035,40826.3288938528,36679.6906860719,-11742.7557038784,-34749.2071464219,304,303,0.932888285652166,0.999000999000999,0.795204795204795,0.795204795204795,1,1,0.825174825174825,0.825174825174825,1,0.001998001998002,0.205794205794206,0.205794205794206,0.001998001998002,0.002997002997003,0.176823176823177,0.176823176823177,0.001998001998002,0.988064519192807,0.0119354808071928,0.000335566935185241,0.988064519192807,0.0119354808071928,0.000335566935185241,0.987736913447516,0.000331563110431701,0.0119315234420519
"Mniotilta varia",1171894.92138501,439835.706217916,1106958.53362941,407688.375279441,72458.1626955393,-32147.3309384752,-64936.3877555982,158,148,0.93211264129552,1,0.982017982017982,0.982017982017982,1,1,0.985014985014985,0.985014985014985,1,0.001998001998002,0.023976023976024,0.023976023976024,0.001998001998002,0.000999000999000999,0.026973026973027,0.026973026973027,0.000999000999000999,0.990862033211136,0.00913796678886428,0.00281863387289144,0.990862033211136,0.00913796678886428,0.00281863387289144,0.988094605861416,0.00279294922699879,0.00911244491158498
"Myiarchus cinerascens",-1378405.07804006,-55556.0627067,-1374258.16256532,-8391.60601310619,47346.4136250738,47164.4566935938,4146.91547474614,45,51,0.959154135056548,1,0.978021978021978,0.978021978021978,1,1,0.966033966033966,0.966033966033966,1,0.001998001998002,0.030969030969031,0.030969030969031,0.000999000999000999,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,0.979935898593753,0.0200641014062468,0,0.979935898593753,0.0200641014062468,0,0.979935898593753,0,0.0200641014062468
"Myiarchus crinitus",897608.153005587,287583.341798761,864787.340461225,275131.784110078,35103.3762613625,-12451.5576886836,-32820.8125443624,401,387,0.961772621335145,1,0.982017982017982,0.982017982017982,1,1,0.982017982017982,0.982017982017982,1,0.000999000999000999,0.018981018981019,0.018981018981019,0.000999000999000999,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.997401706005391,0.0025982939946088,0.00204009672708774,0.997401706005391,0.0025982939946088,0.00204009672708774,0.995372186289471,0.00203480674205805,0.00259300696847073
"Oreortyx pictus",-2160184.00599991,467072.374721074,-2155152.33474865,434067.024702037,33386.6866499191,-33005.3500190374,5031.67125125555,19,18,0.918926078665171,1,0.994005994005994,0.994005994005994,1,1,0.998001998001998,0.998001998001998,1,0.001998001998002,0.002997002997003,0.002997002997003,0.001998001998002,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.985272302977866,0.014727697022134,0,0.985272302977866,0.014727697022134,0,0.985272302977866,0,0.014727697022134
"Pandion haliaetus",472570.312441222,529660.381102026,416489.399995916,529012.72979138,56084.6520263636,-647.651310646441,-56080.9124453063,24,70,0.913414353268622,1,0.849150849150849,0.849150849150849,1,1,0.828171828171828,0.828171828171828,1,0.004995004995005,0.146853146853147,0.146853146853147,0.004995004995005,0.002997002997003,0.138861138861139,0.138861138861139,0.002997002997003,0.964321395083399,0.0356786049166012,0.000557944204420308,0.964321395083399,0.0356786049166012,0.000557944204420308,0.9638025436498,0.000538048244334582,0.0356594081058655
"Parkesia motacilla",1224493.39387511,237507.07080954,1181475.11027654,196844.45585148,59194.7715511677,-40662.6149580601,-43018.2835985755,94,131,0.885890871923435,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.997759614338212,0.00224038566178754,0.0223236739787167,0.997759614338212,0.00224038566178754,0.0223236739787167,0.975534744041214,0.0222747743821434,0.00219048157664223
"Parkesia noveboracensis",1147054.15343566,885838.652422286,1209399.59755689,894788.403165322,62984.5412862289,8949.75074303639,62345.4441212362,39,38,0.854508635776365,1,0.986013986013986,0.986013986013986,1,1,0.99000999000999,0.99000999000999,1,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.000999000999000999,0.013986013986014,0.013986013986014,0.000999000999000999,0.975332566680776,0.0246674333192245,0.0283581788560303,0.975332566680776,0.0246674333192245,0.0283581788560303,0.948337295521585,0.0276780167928366,0.0239846876855788
"Passer domesticus",566940.524470689,310760.151016686,564900.684356058,328908.795728046,18262.9201540288,18148.6447113599,-2039.84011463134,477,430,0.937597842011311,1,1,1,1,1,1,1,1,0.001998001998002,0.011988011988012,0.011988011988012,0.001998001998002,0.001998001998002,0.010989010989011,0.010989010989011,0.001998001998002,1,0,0.00611062670832068,1,0,0.00611062670832068,0.993889373291679,0.00611062670832068,0
"Passerculus sandwichensis",439772.497067558,762219.406186792,461031.144170472,775071.979274667,24841.8741568629,12852.5730878753,21258.6471029141,192,167,0.933141794520772,1,0.78021978021978,0.78021978021978,1,1,0.75024975024975,0.75024975024975,1,0.000999000999000999,0.237762237762238,0.237762237762238,0.000999000999000999,0.000999000999000999,0.248751248751249,0.248751248751249,0.000999000999000999,0.997699791846048,0.00230020815395151,0.00381103387040857,0.997699791846048,0.00230020815395151,0.00381103387040857,0.993906236899037,0.0038023010308466,0.00229146207011658
"Passerina amoena",-1597735.70616014,752031.645656762,-1715890.9888216,746297.434847806,118294.344727089,-5734.2108089556,-118155.282661462,46,46,0.886712081906609,1,0.997002997002997,0.997002997002997,1,1,0.999000999000999,0.999000999000999,1,0.001998001998002,0.003996003996004,0.003996003996004,0.001998001998002,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.997276849783231,0.00272315021676884,0.0392714011987084,0.997276849783231,0.00272315021676884,0.0392714011987084,0.958214863851014,0.0391686480446306,0.00261648810435557
"Passerina caerulea",612376.595480238,-112588.220413048,528135.318422806,-59640.6920224199,99498.9121696484,52947.5283906286,-84241.2770574318,179,222,0.87883615003101,0.996003996003996,0.884115884115884,0.884115884115884,1,0.996003996003996,0.889110889110889,0.889110889110889,1,0.003996003996004,0.127872127872128,0.127872127872128,0.000999000999000999,0.00599400599400599,0.10989010989011,0.10989010989011,0.001998001998002,0.968787924745969,0.0312120752540306,0.000238229702474086,0.968787924745969,0.0312120752540306,0.000238229702474086,0.968564332585885,0.000230795775187803,0.0312048716389272
"Passerina ciris",-89498.3715642181,-531772.218056816,-1507.35394940108,-457786.311437247,114962.313647607,73985.9066195693,87991.017614817,38,49,0.867674519594139,0.999000999000999,0.989010989010989,0.989010989010989,1,1,0.993006993006993,0.993006993006993,1,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.001998001998002,0.00999000999000999,0.00999000999000999,0.000999000999000999,0.917846258518253,0.0821537414817473,0,0.917846258518253,0.0821537414817473,0,0.917846258518253,0,0.0821537414817473
"Passerina cyanea",903460.874241507,311994.884835257,896294.049141674,305471.515391598,9691.11608175566,-6523.36944365926,-7166.82509983296,396,397,0.966439685743148,1,0.977022977022977,0.977022977022977,1,1,0.973026973026973,0.973026973026973,1,0.001998001998002,0.017982017982018,0.017982017982018,0.001998001998002,0.000999000999000999,0.026973026973027,0.026973026973027,0.000999000999000999,0.996187487969569,0.00381251203043105,0.00232124557665974,0.996187487969569,0.00381251203043105,0.00232124557665974,0.993883887820056,0.00231241626434069,0.00380369591560389
"Patagioenas fasciata",-2069373.80546396,563070.809045278,-2029400.29533445,620200.85100663,69726.0583037605,57130.0419613521,39973.5101295039,22,22,0.882696766089418,1,0.992007992007992,0.992007992007992,1,0.999000999000999,0.988011988011988,0.988011988011988,1,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.000999000999000999,0.000999000999000999,0.00699300699300699,0.00699300699300699,0.000999000999000999,0.965322738319654,0.0346772616803463,0.0235536795980998,0.965322738319654,0.0346772616803463,0.0235536795980998,0.943356347704795,0.022755488649419,0.0338881636457862
"Petrochelidon pyrrhonota",-71369.7701771224,577523.334329181,46364.9640314444,345949.979401327,259783.922427281,-231573.354927854,117734.734208567,188,278,0.779609807891863,0.986013986013986,0.584415584415584,0.584415584415584,1,0.985014985014985,0.598401598401598,0.598401598401598,1,0.014985014985015,0.394605394605395,0.394605394605395,0.000999000999000999,0.016983016983017,0.378621378621379,0.378621378621379,0.001998001998002,0.967650465209327,0.0323495347906735,0.0199092328610453,0.967650465209327,0.0323495347906735,0.0199092328610453,0.948996492155751,0.0192775942597624,0.0317259135844868
"Peucaea cassinii",-401630.695344557,-504194.665324166,-396525.618391244,-485233.188296007,19636.6856110871,18961.4770281596,5105.07695331314,20,20,0.951041807208726,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.993344482602652,0.00665551739734785,0.00596169504502967,0.993344482602652,0.00665551739734785,0.00596169504502967,0.987461646388938,0.00592225186402695,0.00661610174703534
"Phalacrocorax auritus",193675.410090848,605518.136605645,400532.536995048,473404.80771215,245446.129776741,-132113.328893495,206857.1269042,27,71,0.647029361040433,0.951048951048951,0.801198801198801,0.801198801198801,1,0.943056943056943,0.787212787212787,0.787212787212787,1,0.0599400599400599,0.18981018981019,0.18981018981019,0.000999000999000999,0.036963036963037,0.194805194805195,0.194805194805195,0.000999000999000999,0.972136873707473,0.0278631262925266,0.119418355648623,0.972136873707473,0.0278631262925266,0.119418355648623,0.858903776347208,0.116478554021333,0.0246176696314593
"Phasianus colchicus",363536.58573381,580236.950040041,37191.4555185947,614487.267521982,328137.514257055,34250.3174819405,-326345.130215215,224,144,0.785194401874605,1,0.977022977022977,0.977022977022977,0.996003996003996,1,0.981018981018981,0.981018981018981,0.995004995004995,0.001998001998002,0.031968031968032,0.031968031968032,0.00599400599400599,0.000999000999000999,0.022977022977023,0.022977022977023,0.004995004995005,0.999579948544615,0.000420051455385017,0.0658581852502682,0.999579948544615,0.000420051455385017,0.0658581852502682,0.933775258917722,0.0658323425982127,0.000392398484065233
"Pheucticus ludovicianus",930349.682673523,641963.665237236,923836.771233031,635821.699576574,8952.19289383609,-6141.96566066251,-6512.91144049203,216,209,0.917951289528689,0.999000999000999,0.998001998001998,0.998001998001998,1,1,0.997002997002997,0.997002997002997,1,0.001998001998002,0.003996003996004,0.003996003996004,0.001998001998002,0.001998001998002,0.002997002997003,0.002997002997003,0.000999000999000999,0.999874281838012,0.000125718161988307,0.0167901559259177,0.999874281838012,0.000125718161988307,0.0167901559259177,0.983088311869522,0.016788080535118,0.00012360759536012
"Pheucticus melanocephalus",-1752448.91937775,629396.939570073,-1685486.97337497,665605.030429419,76124.4248330125,36208.0908593463,66961.946002773,52,60,0.913783027446408,1,0.998001998001998,0.998001998001998,1,1,0.997002997002997,0.997002997002997,1,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.956147259747949,0.0438527402520507,0.01683189040065,0.956147259747949,0.0438527402520507,0.01683189040065,0.940747882942355,0.0161056538609475,0.0431464631966971
"Pica hudsonia",-1066338.40027023,767148.911373991,-1179277.88986253,861694.850094862,147289.724142523,94545.938720871,-112939.489592303,44,39,0.882648334461212,1,1,1,0.999000999000999,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.96566846746698,0.0343315325330204,0.144691217189827,0.96566846746698,0.0343315325330204,0.144691217189827,0.830068060718068,0.140421284651244,0.0295106546306877
"Pipilo chlorurus",-1486950.05036883,603687.306482573,-1496172.63309904,602799.183216002,9265.24663202553,-888.123266571434,-9222.58273021365,23,22,0.921296440442502,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.985550298285117,0.0144497017148833,0.0485074366167873,0.985550298285117,0.0144497017148833,0.0485074366167873,0.938401522167188,0.0478400505788175,0.0137584272539945
"Pipilo erythrophthalmus",1105049.60030478,284695.838705944,1014897.48775283,256266.993753176,94528.3165137761,-28428.8449527682,-90152.1125519535,309,322,0.906737564580257,1,0.972027972027972,0.972027972027972,1,1,0.975024975024975,0.975024975024975,1,0.002997002997003,0.034965034965035,0.034965034965035,0.002997002997003,0.000999000999000999,0.038961038961039,0.038961038961039,0.000999000999000999,0.983426582533292,0.0165734174667079,0.00281578950315047,0.983426582533292,0.0165734174667079,0.00281578950315047,0.980703227012585,0.00276925148158125,0.0165275215058333
"Pipilo maculatus",-1731548.38678388,636458.654266831,-1637972.31453395,648442.655561213,94340.3285172743,11984.0012943817,93576.0722499266,50,61,0.919603583636929,1,0.987012987012987,0.987012987012987,1,1,0.992007992007992,0.992007992007992,1,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.000999000999000999,0.000999000999000999,0.012987012987013,0.012987012987013,0.000999000999000999,0.96415902228981,0.0358409777101905,0.000150480366965395,0.96415902228981,0.0358409777101905,0.000150480366965395,0.964019134591915,0.000145087785998333,0.0358357776220865
"Piranga ludoviciana",-1822058.66527829,734589.323802594,-1811347.45474567,719286.956596238,18678.6635815368,-15302.3672063565,10711.2105326175,49,49,0.923954047111111,1,0.998001998001998,0.998001998001998,1,1,0.994005994005994,0.994005994005994,1,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.974247929684048,0.0257520703159517,0.0335639736623765,0.974247929684048,0.0257520703159517,0.0335639736623765,0.942362821418095,0.0327279199621125,0.0249092586197926
"Piranga olivacea",1167607.25440612,476335.258597919,1161901.1936928,450780.298734027,26184.2529492291,-25554.9598638923,-5706.06071331748,249,259,0.935847715468277,1,0.999000999000999,0.999000999000999,1,1,0.998001998001998,0.998001998001998,1,0.001998001998002,0.004995004995005,0.004995004995005,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.995300672339816,0.00469932766018374,0.0177511276655207,0.995300672339816,0.00469932766018374,0.0177511276655207,0.977714522386661,0.0176691832346632,0.00461629437867623
"Piranga rubra",745255.621358469,-186845.061915377,639852.885543642,-183172.931238068,105466.683179862,3672.1306773088,-105402.735814827,160,170,0.896148741089497,0.997002997002997,0.892107892107892,0.892107892107892,1,0.996003996003996,0.885114885114885,0.885114885114885,1,0.003996003996004,0.106893106893107,0.106893106893107,0.000999000999000999,0.002997002997003,0.10989010989011,0.10989010989011,0.000999000999000999,0.987346813192967,0.0126531868070326,0.00269865829998297,0.987346813192967,0.0126531868070326,0.00269865829998297,0.984715926248606,0.00266460265957965,0.0126194710918145
"Podilymbus podiceps",-355475.628120664,746133.374206766,-496535.659926988,724995.722090424,142634.963841944,-21137.6521163419,-141060.031806324,48,36,0.834317916702646,0.998001998001998,0.939060939060939,0.939060939060939,1,0.998001998001998,0.95004995004995,0.95004995004995,1,0.003996003996004,0.0589410589410589,0.0589410589410589,0.001998001998002,0.002997002997003,0.0609390609390609,0.0609390609390609,0.000999000999000999,0.968935747826802,0.0310642521731983,0.076113900557063,0.968935747826802,0.0310642521731983,0.076113900557063,0.89730788263132,0.0739242672758575,0.0287678500928221
"Poecile atricapillus",698617.456386223,669643.79432505,711017.950703769,688651.721693385,22695.2321459682,19007.9273683353,12400.4943175456,245,233,0.899649602869872,1,0.985014985014985,0.985014985014985,1,1,0.991008991008991,0.991008991008991,1,0.002997002997003,0.014985014985015,0.014985014985015,0.002997002997003,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.980250196024002,0.019749803975998,0.000190829572929256,0.980250196024002,0.019749803975998,0.000190829572929256,0.980066829019324,0.00018706143127693,0.0197461095493988
"Poecile carolinensis",872257.150715164,-107518.20705292,854531.127295574,-96497.0758562417,20872.8828657237,11021.1311966779,-17726.0234195895,188,197,0.962988183543547,1,0.987012987012987,0.987012987012987,1,1,0.986013986013986,0.986013986013986,1,0.002997002997003,0.016983016983017,0.016983016983017,0.002997002997003,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.995163307372989,0.00483669262701081,0.000496923415474344,0.995163307372989,0.00483669262701081,0.000496923415474344,0.994671178081513,0.000494521138219183,0.00483430078026769
