species,D,shift_p_D_NA,shift_p_E_NA,shift_p_S_NA,shift_p_U_NA,shift_p_D_A,shift_p_E_A,shift_p_S_A,shift_p_U_A,cons_p_D_NA,cons_p_E_NA,cons_p_S_NA,cons_p_U_NA,cons_p_D_A,cons_p_E_A,cons_p_S_A,cons_p_U_A,niche_stability_NA,niche_expansion_NA,niche_unfilling_NA,niche_stability_A,niche_expansion_A,niche_unfilling_A,niche_centroid_hist_X,niche_centroid_hist_Y,niche_centroid_rec_X,niche_centroid_rec_Y,niche_centroids_dist,niche_stability_std,niche_unfilling_std,niche_expansion_std,niche_abandonment_std,niche_pioneering_std
Tringa totanus,0.881311204,1,0.958041958,0.958041958,1,1,1,1,1,0.000999001,0.032967033,0.032967033,0.000999001,0.004995005,0.000999001,0.000999001,0.000999001,0.996488048,0.003511952,0.005337811,0.998353381,0.001646619,0.002766895,0.060348291,-1.394230888,-0.182203577,-1.208940544,0.305227654,0.991187564,0.002750121,0.0016348,0.002569044,0.001858471
Troglodytes troglodytes,0.90147337,1,0.995004995,0.995004995,0.994005994,1,1,1,0.99000999,0.001998002,0.008991009,0.008991009,0.006993007,0.002997003,0.000999001,0.000999001,0.010989011,0.997037373,0.002962627,0.005356702,0.99787178,0.00212822,0.004929491,-0.058293455,-0.432520681,-0.268734845,-0.258630685,0.272989577,0.991712279,0.004912855,0.002115083,0.000428062,0.000831721
Turdus iliacus,0.850952065,0.999000999,0.981018981,0.981018981,0.996003996,0.999000999,0.993006993,0.993006993,1,0.003996004,0.01998002,0.01998002,0.003996004,0.002997003,0.002997003,0.002997003,0.000999001,0.99024822,0.00975178,0.009894582,0.992587583,0.007412417,0.002325367,1.118948752,-2.005239565,1.195895533,-1.962902229,0.08782515,0.98054474,0.002285441,0.007322484,0.007513597,0.002333737
Turdus philomelos,0.876167005,1,0.989010989,0.989010989,0.972027972,1,0.998001998,0.998001998,0.978021978,0.003996004,0.022977023,0.022977023,0.040959041,0.001998002,0.007992008,0.007992008,0.028971029,0.993859632,0.006140368,0.006673672,0.994506897,0.005493103,0.00570803,0.136390396,-0.965235412,-0.196116867,-0.612067837,0.485065373,0.987267396,0.005667703,0.005453116,0.000965262,0.000646523
Turdus pilaris,0.846243372,1,0.999000999,0.999000999,0.988011988,0.997002997,1,1,0.987012987,0.010989011,0.013986014,0.013986014,0.023976024,0.003996004,0.000999001,0.000999001,0.023976024,0.995843759,0.004156241,0.015442742,0.996362713,0.003637287,0.014316821,0.469061197,-1.539580952,0.053871458,-1.310210357,0.474334681,0.980528135,0.014241945,0.003579482,0.0011376,0.000512837
Turdus torquatus,0.854045782,0.999000999,0.987012987,0.987012987,0.995004995,1,1,1,0.998001998,0.001998002,0.00999001,0.00999001,0.006993007,0.000999001,0.000999001,0.000999001,0.002997003,0.98892465,0.01107535,0.012397227,0.992466825,0.007533175,0.011380306,2.727770445,0.155724137,2.80217579,0.260367988,0.128399731,0.976798845,0.011244232,0.007414249,0.001017374,0.0035253
Turdus viscivorus,0.810410105,0.997002997,0.99000999,0.99000999,0.997002997,1,1,1,1,0.006993007,0.024975025,0.024975025,0.007992008,0.003996004,0.000999001,0.000999001,0.000999001,0.989850482,0.010149518,0.003454411,0.990584647,0.009415353,0.002636452,0.031413392,-0.580208749,-0.207785991,-0.362613179,0.323363846,0.986465718,0.002607645,0.009376203,0.000811826,0.000738608
Vanellus vanellus,0.846546988,1,0.988011988,0.988011988,0.959040959,1,1,1,0.978021978,0.000999001,0.012987013,0.012987013,0.02997003,0.004995005,0.000999001,0.000999001,0.011988012,0.992879212,0.007120788,0.006609104,0.994070116,0.005929884,0.005687595,0.117234196,-1.194473458,-0.260540486,-0.889535559,0.485490301,0.98636359,0.005642127,0.005883912,0.000920224,0.001190147
"Acrocephalus arundinaceus",0.866934448071403,1,0.991008991008991,0.991008991008991,0.985014985014985,1,0.985014985014985,0.985014985014985,0.987012987012987,0.001998001998002,0.011988011988012,0.011988011988012,0.016983016983017,0.004995004995005,0.014985014985015,0.014985014985015,0.00799200799200799,0.994407956550914,0.00559204344908575,0.00615309481568141,0.994407956550914,0.00559204344908575,0.00613219377698869,-0.765918100690827,0.994377603068219,-0.786180265846991,0.736809625955363,0.258363732305493,0.988323276705287,0.00609798386577914,0.005557826311294,2.09131176397859e-05,8.67361737988404e-19
"Acrocephalus paludicola",0.568481769536231,0.997002997002997,0.995004995004995,0.995004995004995,1,0.999000999000999,1,1,1,0.00999000999000999,0.00699300699300699,0.00699300699300699,0.004995004995005,0.003996003996004,0.001998001998002,0.001998001998002,0.000999000999000999,0.99663094261959,0.00336905738040987,0.233100230737556,0.99663094261959,0.00336905738040987,0.233100230737556,-0.693069020408534,1.79035334197345,-0.602650790811187,1.92890785560401,0.165447301250038,0.764916750516968,0.232497489485499,0.00258575999753198,0,0
"Passer hispaniolensis",0.847593534095014,1,0.997002997002997,0.997002997002997,1,1,0.999000999000999,0.999000999000999,1,0.000999000999000999,0.012987012987013,0.012987012987013,0.001998001998002,0.001998001998002,0.010989010989011,0.010989010989011,0.002997002997003,0.955833258689055,0.0441667413109452,0.000105680143780697,0.955833258689055,0.0441667413109452,0.000105680143780697,-3.18122180181702,-1.29083108731176,-2.90067369901436,-1.08436139868841,0.348334566625821,0.955736707039393,0.000101013067691931,0.0441622798929154,0,0
