species,D,shift_p_D_NA,shift_p_E_NA,shift_p_S_NA,shift_p_U_NA,shift_p_D_A,shift_p_E_A,shift_p_S_A,shift_p_U_A,cons_p_D_NA,cons_p_E_NA,cons_p_S_NA,cons_p_U_NA,cons_p_D_A,cons_p_E_A,cons_p_S_A,cons_p_U_A,niche_stability_NA,niche_expansion_NA,niche_unfilling_NA,niche_stability_A,niche_expansion_A,niche_unfilling_A,niche_centroid_hist_X,niche_centroid_hist_Y,niche_centroid_rec_X,niche_centroid_rec_Y,niche_centroids_dist,niche_stability_std,niche_unfilling_std,niche_expansion_std,niche_abandonment_std,niche_pioneering_std
Linaria cannabina,0.884700021,1,0.996003996,0.996003996,0.998001998,1,1,1,1,0.000999001,0.005994006,0.005994006,0.003996004,0.000999001,0.000999001,0.000999001,0.004995005,0.996088535,0.003911465,0.002936105,0.996549437,0.003450563,0.002864925,-0.346022234,-0.457492515,-0.491473053,-0.265500919,0.240866589,0.99317532,0.002853548,0.00343888,7.11E-05,0.000461146
Locustella fluviatilis,0.775926087,0.991008991,0.969030969,0.969030969,0.954045954,0.996003996,0.973026973,0.973026973,0.958041958,0.006993007,0.021978022,0.021978022,0.030969031,0.011988012,0.026973027,0.026973027,0.043956044,0.978990445,0.021009555,0.018629684,0.978990445,0.021009555,0.018629684,-0.477226429,-1.736591749,-0.482449558,-1.481080629,0.2555645,0.961128349,0.018245424,0.020626227,0,0
Locustella luscinioides,0.803658467,0.997002997,0.992007992,0.992007992,0.992007992,0.999000999,0.982017982,0.982017982,0.983016983,0.003996004,0.023976024,0.023976024,0.018981019,0.003996004,0.013986014,0.013986014,0.00999001,0.992530599,0.007469401,0.012801281,0.992530599,0.007469401,0.012801281,-0.730887133,-1.079824287,-0.743117129,-1.158955874,0.080071099,0.979918633,0.012706879,0.007374489,0,0
Locustella naevia,0.823334508,1,0.972027972,0.972027972,0.961038961,1,0.989010989,0.989010989,0.97002997,0.002997003,0.028971029,0.028971029,0.046953047,0.002997003,0.00999001,0.00999001,0.02997003,0.992632572,0.007367428,0.006811674,0.99352532,0.00647468,0.006778911,0.113011645,-1.008350598,-0.14721809,-0.785050184,0.342903178,0.98592056,0.006729084,0.00642512,3.27E-05,0.000892491
Lophophanes cristatus,0.808654108,0.999000999,1,1,0.997002997,0.995004995,1,1,0.995004995,0.004995005,0.000999001,0.000999001,0.007992008,0.004995005,0.000999001,0.000999001,0.003996004,0.997575672,0.002424328,0.011978315,0.997959084,0.002040916,0.01172107,0.14475659,-0.830272929,-0.207295621,-0.587250907,0.427785534,0.98565502,0.01168995,0.002015753,0.000259673,0.000379604
Loxia curvirostra,0.86006461,0.996003996,0.966033966,0.966033966,0.971028971,0.996003996,0.992007992,0.992007992,1,0.004995005,0.030969031,0.030969031,0.023976024,0.002997003,0.015984016,0.015984016,0.003996004,0.993457297,0.006542703,0.006125732,0.994269371,0.005730629,0.004103238,0.584379092,-0.786636405,0.115349073,-0.524942134,0.537096873,0.987411218,0.004068277,0.005691101,0.00201762,0.000811784
Loxia pytyopsittacus,0.662953338,0.996003996,0.997002997,0.997002997,0.995004995,0.997002997,0.997002997,0.997002997,1,0.002997003,0.002997003,0.002997003,0.003996004,0.005994006,0.005994006,0.005994006,0.000999001,0.998961034,0.001038966,0.055390069,0.998961034,0.001038966,0.042971055,1.371243917,-2.353597866,0.831219141,-2.184959095,0.565743576,0.943682821,0.042371808,0.000981474,0.012963897,2.17E-19
Lullula arborea,0.883909929,1,0.993006993,0.993006993,0.995004995,1,0.997002997,0.997002997,0.997002997,0.004995005,0.00999001,0.00999001,0.007992008,0.000999001,0.006993007,0.006993007,0.003996004,0.994515272,0.005484728,0.002685783,0.994515272,0.005484728,0.002685783,-0.573840926,-0.573240394,-0.680987764,-0.529132508,0.115870405,0.991858831,0.002671092,0.005470078,0,0
Luscinia luscinia,0.741569762,0.996003996,0.987012987,0.987012987,0.969030969,0.991008991,0.976023976,0.976023976,0.963036963,0.007992008,0.030969031,0.030969031,0.02997003,0.008991009,0.032967033,0.032967033,0.037962038,0.985321261,0.014678739,0.024862621,0.985321261,0.014678739,0.024862621,-0.307560766,-1.884997849,-0.482449558,-1.811232203,0.18980901,0.961174374,0.024506613,0.014319013,0,0
Luscinia megarhynchos,0.907490818,1,0.976023976,0.976023976,0.993006993,1,0.987012987,0.987012987,0.996003996,0.003996004,0.02997003,0.02997003,0.008991009,0.002997003,0.021978022,0.021978022,0.010989011,0.994699359,0.005300641,0.003520133,0.994699359,0.005300641,0.003520133,-0.915742918,0.455647198,-0.877848629,0.453098634,0.037979894,0.99121638,0.003501539,0.005282081,0,0
Melanitta fusca,0.570089079,0.993006993,0.973026973,0.973026973,0.996003996,0.987012987,0.976023976,0.976023976,1,0.008991009,0.023976024,0.023976024,0.002997003,0.007992008,0.024975025,0.024975025,0.000999001,0.990843917,0.009156083,0.089791369,0.990843917,0.009156083,0.063729676,1.957091206,-2.399604905,1.719807042,-2.140750283,0.35115451,0.902616761,0.061438959,0.008340803,0.027603478,0
Melanitta nigra,0.677408637,1,0.965034965,0.965034965,1,1,0.973026973,0.973026973,1,0.001998002,0.036963037,0.036963037,0.001998002,0.001998002,0.02997003,0.02997003,0.000999001,0.977479996,0.022520004,0.064515727,0.981042792,0.018957208,0.007683566,2.824773428,-2.541179001,2.378221413,-2.51024029,0.447622504,0.915747648,0.00709069,0.017695475,0.0560639,0.003402287
Melanocorypha calandra,0.805151826,0.998001998,0.996003996,0.996003996,0.998001998,1,1,1,1,0.001998002,0.001998002,0.001998002,0.000999001,0.000999001,0.000999001,0.000999001,0.000999001,0.995419542,0.004580458,0.032373348,0.995419542,0.004580458,0.031329879,-2.704337368,0.721488963,-2.870861096,0.594513621,0.209410815,0.963337327,0.0311574,0.00443283,0.001072443,0
Merops apiaster,0.820462605,0.989010989,0.957042957,0.957042957,0.992007992,0.99000999,0.964035964,0.964035964,0.991008991,0.00999001,0.035964036,0.035964036,0.007992008,0.013986014,0.046953047,0.046953047,0.014985015,0.984968668,0.015031332,0.002766426,0.984968668,0.015031332,0.002494824,-1.595152477,0.069962087,-1.239556147,0.081200467,0.355773876,0.982284672,0.002456756,0.014990372,0.0002682,0
Milvus milvus,0.738896461,0.999000999,0.944055944,0.944055944,0.999000999,0.998001998,0.951048951,0.951048951,0.998001998,0.002997003,0.061938062,0.061938062,0.002997003,0.001998002,0.058941059,0.058941059,0.001998002,0.967153141,0.032846859,0.010839001,0.967153141,0.032846859,0.010839001,-0.534865248,0.01750885,-0.441672708,-0.063001002,0.123153099,0.957010889,0.010486707,0.032502404,0,0
Monticola solitarius,0.867144763,1,0.987012987,0.987012987,0.995004995,0.999000999,0.987012987,0.987012987,0.996003996,0.001998002,0.010989011,0.010989011,0.002997003,0.001998002,0.010989011,0.010989011,0.002997003,0.982625554,0.017374446,0.011354655,0.982625554,0.017374446,0.011354655,-2.708353828,1.582533737,-2.632221358,1.750045065,0.184000538,0.97165987,0.011159575,0.017180555,0,0
Numenius arquata,0.867178883,1,0.994005994,0.994005994,0.997002997,1,1,1,1,0.000999001,0.006993007,0.006993007,0.007992008,0.002997003,0.000999001,0.000999001,0.000999001,0.99598344,0.00401656,0.006106099,0.997225969,0.002774031,0.002885238,0.595633881,-1.250914895,0.291894891,-0.852962257,0.500623287,0.989926145,0.002864437,0.002753725,0.003217286,0.001238407
Numenius phaeopus,0.771663639,0.999000999,0.984015984,0.984015984,1,0.999000999,0.989010989,0.989010989,1,0.002997003,0.021978022,0.021978022,0.001998002,0.000999001,0.015984016,0.015984016,0.000999001,0.99380007,0.00619993,0.03344193,0.994727096,0.005272904,0.005490143,2.135149794,-2.431974473,1.926901168,-2.268139877,0.26497031,0.96076468,0.005303854,0.005092874,0.02793763,0.000900961
Oenanthe hispanica,0.829228568,0.999000999,0.996003996,0.996003996,1,0.999000999,0.994005994,0.994005994,1,0.001998002,0.005994006,0.005994006,0.000999001,0.001998002,0.007992008,0.007992008,0.002997003,0.98248182,0.01751818,0.013107711,0.98248182,0.01751818,0.013107711,-2.744938602,1.349437162,-3.113701061,1.395715667,0.371655016,0.969826427,0.012881046,0.017292527,0,0
Oenanthe leucura,0.784561952,1,0.998001998,0.998001998,0.997002997,1,0.999000999,0.999000999,0.998001998,0.000999001,0.002997003,0.002997003,0.002997003,0.003996004,0.007992008,0.007992008,0.008991009,0.999581477,0.000418523,0.106414167,0.999581477,0.000418523,0.106414167,-3.400254119,0.939550166,-4.04162378,0.797096358,0.656999337,0.89325163,0.106374368,0.000374003,0,0
Oenanthe oenanthe,0.904610829,1,0.973026973,0.973026973,0.987012987,1,0.992007992,0.992007992,1,0.005994006,0.041958042,0.041958042,0.023976024,0.000999001,0.006993007,0.006993007,0.000999001,0.994487306,0.005512694,0.004337311,0.995429073,0.004570927,0.002820816,0.106412728,-0.904485326,-0.138519649,-0.760558334,0.284089508,0.990197581,0.002801066,0.004546905,0.001512438,0.00094201
Oriolus oriolus,0.86419816,1,1,1,1,1,0.999000999,0.999000999,1,0.003996004,0.003996004,0.003996004,0.003996004,0.001998002,0.001998002,0.001998002,0.001998002,0.997111411,0.002888589,0.007490514,0.997111411,0.002888589,0.007490514,-0.561937492,-0.684502692,-0.686093091,-0.569473221,0.169252451,0.989663948,0.007469039,0.002867014,0,0
Otus scops,0.824208369,1,0.992007992,0.992007992,0.993006993,1,0.995004995,0.995004995,0.998001998,0.000999001,0.004995005,0.004995005,0.003996004,0.002997003,0.011988012,0.011988012,0.014985015,0.989442327,0.010557673,0.005125301,0.989442327,0.010557673,0.005125301,-1.572278057,0.883386009,-1.597126492,0.796317078,0.090545257,0.984424406,0.005071464,0.01050413,0,0
Passer italiae,0.808667071,0.997002997,0.91008991,0.91008991,0.983016983,0.994005994,0.918081918,0.918081918,0.985014985,0.007992008,0.08991009,0.08991009,0.024975025,0.005994006,0.087912088,0.087912088,0.015984016,0.968851708,0.031148292,0.030677453,0.968851708,0.031148292,0.030156922,-1.245744346,1.093161558,-0.972059281,1.483030241,0.476341374,0.940028049,0.029229835,0.03022162,0.000520496,0
Perdix perdix,0.810480258,0.996003996,1,1,0.985014985,0.996003996,1,1,0.981018981,0.004995005,0.000999001,0.000999001,0.021978022,0.005994006,0.002997003,0.002997003,0.016983017,0.99919849,0.00080151,0.024914953,0.99919849,0.00080151,0.024914953,-0.312308056,-0.97200454,-0.52541288,-0.889243605,0.228611107,0.974322964,0.02489548,0.000781556,0,0
Periparus ater,0.873609304,1,0.995004995,0.995004995,0.985014985,1,1,1,0.981018981,0.002997003,0.011988012,0.011988012,0.018981019,0.000999001,0.000999001,0.000999001,0.00999001,0.995447899,0.004552101,0.005271683,0.996057882,0.003942118,0.005238232,0.088558462,-0.433097781,-0.20720787,-0.354756168,0.305965899,0.990223975,0.005214337,0.003919029,3.35E-05,0.000609183
Pernis apivorus,0.821549278,0.994005994,0.955044955,0.955044955,0.962037962,0.987012987,0.938061938,0.938061938,0.948051948,0.011988012,0.056943057,0.056943057,0.055944056,0.014985015,0.051948052,0.051948052,0.047952048,0.98772605,0.01227395,0.006581686,0.98772605,0.01227395,0.006551305,-0.019270128,-1.022683469,-0.37815248,-0.726480558,0.46533075,0.98130442,0.006471219,0.012194152,3.02E-05,0
Phasianus colchicus,0.839851007,0.998001998,0.941058941,0.941058941,0.966033966,0.996003996,0.949050949,0.949050949,0.967032967,0.008991009,0.064935065,0.064935065,0.042957043,0.004995005,0.050949051,0.050949051,0.027972028,0.984894439,0.015105561,0.004371399,0.985185033,0.014814967,0.004371399,-0.182060782,-0.503912057,-0.430392927,-0.32475438,0.306212879,0.980653827,0.004305651,0.014746828,0,0.000293694
Phoenicurus phoenicurus,0.875261803,1,0.972027972,0.972027972,0.975024975,1,0.997002997,0.997002997,0.994005994,0.001998002,0.027972028,0.027972028,0.022977023,0.000999001,0.005994006,0.005994006,0.003996004,0.992359035,0.007640965,0.004882028,0.993291739,0.006708261,0.003952841,0.115075342,-0.946122448,-0.184017333,-0.659459809,0.414284801,0.987551149,0.003919125,0.006669491,0.000925781,0.000934454
Phylloscopus bonelli,0.863589626,0.996003996,0.996003996,0.996003996,0.999000999,0.999000999,0.998001998,0.998001998,0.999000999,0.007992008,0.008991009,0.008991009,0.007992008,0.003996004,0.003996004,0.003996004,0.001998002,0.992949109,0.007050891,0.009121984,0.992949109,0.007050891,0.009121984,-0.297579781,0.884063362,-0.612099269,1.000015428,0.335212455,0.983954729,0.009058249,0.006987022,0,0
Phylloscopus trochilus,0.872518562,1,0.988011988,0.988011988,0.98001998,1,1,1,0.992007992,0.000999001,0.015984016,0.015984016,0.028971029,0.001998002,0.000999001,0.000999001,0.006993007,0.997158282,0.002841718,0.009313694,0.998018304,0.001981696,0.007866914,0.318902703,-1.271713454,0.045312169,-0.978572323,0.400978183,0.987897201,0.007833326,0.0019616,0.001454147,0.000853726
Pica pica,0.893862687,1,0.991008991,0.991008991,0.993006993,1,1,1,0.995004995,0.001998002,0.00999001,0.00999001,0.012987013,0.000999001,0.000999001,0.000999001,0.002997003,0.997409866,0.002590134,0.005976506,0.997843504,0.002156496,0.00490115,-0.076159577,-0.721047271,-0.319826473,-0.49570175,0.331894803,0.991464189,0.004883248,0.002142709,0.00107787,0.000431984
Picus canus,0.79661023,1,0.998001998,0.998001998,0.995004995,1,1,1,0.995004995,0.000999001,0.003996004,0.003996004,0.004995005,0.003996004,0.000999001,0.000999001,0.001998002,0.994061053,0.005938947,0.013876541,0.994693071,0.005306929,0.013813873,0.11561021,-1.44792176,-0.185546839,-1.310311064,0.331107643,0.980347717,0.013732092,0.005230393,6.32E-05,0.000626624
Pluvialis apricaria,0.799236073,0.999000999,0.982017982,0.982017982,1,0.996003996,1,1,1,0.001998002,0.022977023,0.022977023,0.000999001,0.004995005,0.000999001,0.000999001,0.000999001,0.984968727,0.015031273,0.017915218,0.98891364,0.01108636,0.000850925,1.899563561,-1.801021792,1.761735791,-1.829371228,0.140713129,0.967583357,0.000824042,0.010847234,0.01682664,0.003918727
Poecile lugubris,0.717129243,0.955044955,0.917082917,0.917082917,0.961038961,0.946053946,0.895104895,0.895104895,0.963036963,0.058941059,0.096903097,0.096903097,0.042957043,0.03996004,0.076923077,0.076923077,0.035964036,0.948430487,0.051569513,0.020654101,0.948430487,0.051569513,0.020654101,-2.033416439,-0.289189543,-1.492796712,0.024961118,0.625268204,0.929831892,0.019609866,0.050558242,0,0
Poecile montanus,0.856646958,1,0.987012987,0.987012987,0.976023976,0.998001998,1,1,0.986013986,0.000999001,0.012987013,0.012987013,0.021978022,0.001998002,0.000999001,0.000999001,0.011988012,0.995972667,0.004027333,0.008960073,0.996777459,0.003222541,0.007724323,0.417461291,-1.35958749,0.093394855,-1.117656363,0.404412815,0.987084299,0.007683911,0.003191204,0.001240398,0.000800188
Poecile palustris,0.835358289,0.998001998,0.988011988,0.988011988,0.962037962,0.999000999,0.995004995,0.995004995,0.966033966,0.003996004,0.013986014,0.013986014,0.03996004,0.003996004,0.005994006,0.005994006,0.041958042,0.991262325,0.008737675,0.009517526,0.991933801,0.008066199,0.009517526,-0.189979657,-0.796547375,-0.386411254,-0.526221885,0.334157512,0.981909616,0.00943515,0.007984685,0,0.000670549
Porzana porzana,0.768177002,1,0.99000999,0.99000999,0.979020979,1,0.987012987,0.987012987,0.976023976,0.000999001,0.006993007,0.006993007,0.018981019,0.000999001,0.010989011,0.010989011,0.01998002,0.987061251,0.012938749,0.023603717,0.987061251,0.012938749,0.023603717,-0.336320996,-1.52366738,-0.32773583,-1.295748622,0.228080392,0.964057362,0.023305432,0.012637206,0,0
Prunella modularis,0.874006364,1,0.991008991,0.991008991,0.985014985,1,1,1,0.997002997,0.002997003,0.014985015,0.014985015,0.021978022,0.004995005,0.000999001,0.000999001,0.006993007,0.997622955,0.002377045,0.008387007,0.998506282,0.001493718,0.007039697,0.292430638,-0.727837442,0.072309856,-0.511875206,0.308371279,0.989275606,0.007013574,0.001479909,0.001353664,0.000877247
Ptyonoprogne rupestris,0.87038859,0.999000999,0.987012987,0.987012987,0.996003996,1,0.985014985,0.985014985,0.997002997,0.006993007,0.026973027,0.026973027,0.00999001,0.002997003,0.021978022,0.021978022,0.005994006,0.989498651,0.010501349,0.00679947,0.989498651,0.010501349,0.006748937,-1.541253155,1.142697907,-1.313671963,1.300688348,0.277045444,0.982840763,0.006678201,0.01043069,5.03E-05,0
Pyrrhula pyrrhula,0.884040653,1,0.979020979,0.979020979,0.974025974,1,1,1,0.994005994,0.001998002,0.008991009,0.008991009,0.025974026,0.001998002,0.000999001,0.000999001,0.008991009,0.9942506,0.0057494,0.007051498,0.995196506,0.004803494,0.005957416,0.359299347,-0.740697075,0.111270763,-0.524567493,0.328983548,0.98727967,0.005916885,0.004765282,0.001094355,0.000943808
Rallus aquaticus,0.850992253,1,0.989010989,0.989010989,1,1,0.996003996,0.996003996,1,0.002997003,0.013986014,0.013986014,0.002997003,0.002997003,0.004995005,0.004995005,0.000999001,0.994231679,0.005768321,0.003213621,0.994426965,0.005573035,0.003161105,-0.514684811,-0.443192505,-0.485393756,-0.497326891,0.061550773,0.991054967,0.003142764,0.005554137,5.24E-05,0.000195753
Regulus ignicapilla,0.866611847,0.997002997,0.994005994,0.994005994,0.999000999,0.998001998,0.992007992,0.992007992,0.999000999,0.010989011,0.016983017,0.016983017,0.00999001,0.005994006,0.012987013,0.012987013,0.006993007,0.993299396,0.006700604,0.004444207,0.993299396,0.006700604,0.004444207,-0.404114376,0.434773246,-0.528783234,0.227999489,0.241449188,0.988914416,0.00441456,0.006671024,0,0
Regulus regulus,0.879013139,0.998001998,0.956043956,0.956043956,0.971028971,0.997002997,1,1,0.989010989,0.002997003,0.041958042,0.041958042,0.025974026,0.002997003,0.000999001,0.000999001,0.010989011,0.995375828,0.004624172,0.005820928,0.996637938,0.003362062,0.004725064,0.33899172,-0.721047271,0.048312742,-0.548276166,0.338148079,0.989608454,0.004698162,0.003338349,0.001096005,0.00125903
Remiz pendulinus,0.837167071,0.997002997,0.997002997,0.997002997,0.996003996,0.998001998,0.996003996,0.996003996,0.997002997,0.001998002,0.006993007,0.006993007,0.002997003,0.004995005,0.008991009,0.008991009,0.005994006,0.99227572,0.00772428,0.013246228,0.99227572,0.00772428,0.013246228,-0.767651323,-1.128156559,-0.891617096,-1.071074914,0.136476471,0.979232002,0.013145256,0.007622742,0,0
Riparia riparia,0.855522336,1,0.983016983,0.983016983,0.993006993,1,1,1,1,0.003996004,0.021978022,0.021978022,0.014985015,0.001998002,0.000999001,0.000999001,0.000999001,0.995447248,0.004552752,0.006307828,0.996164093,0.003835907,0.00496371,-0.059477661,-1.020914969,-0.318913157,-0.779788617,0.354187371,0.989196546,0.004934579,0.003809077,0.001344712,0.000715086
Saxicola rubetra,0.862931405,1,0.999000999,0.999000999,0.984015984,1,1,1,0.993006993,0.003996004,0.007992008,0.007992008,0.01998002,0.001998002,0.000999001,0.000999001,0.011988012,0.994204337,0.005795663,0.011714708,0.995309453,0.004690547,0.010773929,0.155035298,-1.125420251,-0.043909934,-0.997799682,0.23636035,0.982624238,0.010702026,0.004630766,0.000945578,0.001097392
Scolopax rusticola,0.838892388,1,0.992007992,0.992007992,0.996003996,1,1,1,1,0.002997003,0.017982018,0.017982018,0.010989011,0.001998002,0.000999001,0.000999001,0.000999001,0.995670485,0.004329515,0.00586939,0.997069478,0.002930522,0.00520939,0.329033049,-0.994448213,0.044233329,-0.93092825,0.291797304,0.98985166,0.005183527,0.002909308,0.000660601,0.001394905
Serinus serinus,0.884346218,1,0.99000999,0.99000999,0.998001998,1,0.993006993,0.993006993,0.999000999,0.003996004,0.013986014,0.013986014,0.006993007,0.003996004,0.013986014,0.013986014,0.003996004,0.99516283,0.00483717,0.004030467,0.99516283,0.00483717,0.004030467,-0.665037048,-0.084137644,-0.711532872,-0.055508423,0.054603058,0.991171183,0.004011049,0.004817768,0,0
Sitta europaea,0.864304977,1,0.997002997,0.997002997,1,1,0.997002997,0.997002997,1,0.000999001,0.00999001,0.00999001,0.000999001,0.002997003,0.006993007,0.006993007,0.004995005,0.995315386,0.004684614,0.006196035,0.995492689,0.004507311,0.006196035,-0.362932032,-0.643383349,-0.483905562,-0.422468365,0.251869064,0.989177088,0.006167188,0.004478715,8.67E-19,0.000177008
Sitta neumayer,0.775876318,0.993006993,0.978021978,0.978021978,0.989010989,0.996003996,0.978021978,0.978021978,0.993006993,0.013986014,0.027972028,0.027972028,0.00999001,0.015984016,0.032967033,0.032967033,0.015984016,0.945571606,0.054428394,0.023403948,0.945571606,0.054428394,0.023403948,-2.474987662,1.539430466,-2.295498506,2.189400318,0.674297535,0.924619314,0.022158334,0.053222352,0,0
Somateria mollissima,0.857267883,0.998001998,0.99000999,0.99000999,0.991008991,0.999000999,1,1,1,0.004995005,0.010989011,0.010989011,0.011988012,0.002997003,0.000999001,0.000999001,0.000999001,0.992249382,0.007750618,0.015232544,0.996184873,0.003815127,0.010910268,2.060121458,0.452460042,1.815305416,0.361796568,0.261064666,0.977250274,0.010779672,0.003742612,0.004336596,0.003890846
Spinus spinus,0.874828853,1,0.982017982,0.982017982,0.974025974,1,1,1,1,0.000999001,0.018981019,0.018981019,0.025974026,0.001998002,0.000999001,0.000999001,0.000999001,0.995747087,0.004252913,0.005632279,0.997106582,0.002893418,0.003889748,0.522409409,-1.265083888,0.23307308,-0.898324153,0.467149029,0.990162479,0.003866523,0.002873267,0.001741937,0.001355794
Sterna paradisaea,0.794659863,0.999000999,0.988011988,0.988011988,1,0.999000999,1,1,1,0.003996004,0.014985015,0.014985015,0.001998002,0.001998002,0.000999001,0.000999001,0.000999001,0.990569641,0.009430359,0.024284966,0.993341,0.006659,0.003602032,1.953433369,-1.140892067,1.788923451,-1.254291002,0.199806987,0.966735088,0.003494799,0.006480643,0.020566662,0.002722808
Streptopelia decaocto,0.819270911,0.993006993,0.943056943,0.943056943,0.986013986,0.99000999,0.952047952,0.952047952,0.992007992,0.007992008,0.064935065,0.064935065,0.014985015,0.014985015,0.047952048,0.047952048,0.011988012,0.992997963,0.007002037,0.00454374,0.993311836,0.006688164,0.004477953,-0.272552942,-0.580296215,-0.564392877,-0.098145514,0.563595463,0.988517489,0.004446446,0.006655882,6.56E-05,0.000314561
Streptopelia turtur,0.871475396,1,0.991008991,0.991008991,0.989010989,1,0.993006993,0.993006993,0.986013986,0.002997003,0.008991009,0.008991009,0.016983017,0.001998002,0.007992008,0.007992008,0.013986014,0.99757161,0.00242839,0.00876727,0.99757161,0.00242839,0.008759147,-0.62921687,-0.285996351,-0.778305772,-0.050352281,0.278846962,0.988846683,0.008737991,0.002407151,8.18E-06,0
Strix aluco,0.868691047,1,0.988011988,0.988011988,0.992007992,1,1,1,0.994005994,0.000999001,0.006993007,0.006993007,0.006993007,0.002997003,0.000999001,0.000999001,0.005994006,0.996747664,0.003252336,0.006425399,0.997660932,0.002339068,0.006409732,-0.312308056,-0.563345417,-0.458759687,-0.349465939,0.259215183,0.990363859,0.006388918,0.002321959,1.57E-05,0.000909546
Sturnus unicolor,0.831261318,0.999000999,0.998001998,0.998001998,1,1,1,1,1,0.001998002,0.002997003,0.002997003,0.001998002,0.001998002,0.002997003,0.002997003,0.002997003,0.981380925,0.018619075,0.01126634,0.981380925,0.018619075,0.01126634,-3.231562383,1.922425361,-3.358071752,1.793017195,0.180972633,0.970527941,0.011058891,0.018413168,0,0
Sturnus vulgaris,0.882784491,1,0.949050949,0.949050949,0.959040959,1,0.993006993,0.993006993,0.977022977,0.002997003,0.052947053,0.052947053,0.033966034,0.002997003,0.014985015,0.014985015,0.026973027,0.994680312,0.005319688,0.003752926,0.995933682,0.004066318,0.003067298,0.100555139,-0.941815466,-0.20571999,-0.585618888,0.469766386,0.990967134,0.003048944,0.00404604,0.000684093,0.001253789
Sylvia atricapilla,0.882818905,1,0.993006993,0.993006993,0.991008991,1,1,1,0.983016983,0.001998002,0.008991009,0.008991009,0.010989011,0.002997003,0.000999001,0.000999001,0.00999001,0.995625478,0.004374522,0.002932193,0.996348167,0.003651833,0.002860356,-0.199900936,-0.580296215,-0.387711486,-0.347438645,0.299157902,0.992718846,0.002847675,0.003638531,7.17E-05,0.00072322
Sylvia borin,0.872856692,1,0.989010989,0.989010989,0.975024975,1,1,1,0.983016983,0.001998002,0.016983017,0.016983017,0.035964036,0.002997003,0.000999001,0.000999001,0.017982018,0.994524875,0.005475125,0.011627416,0.995479299,0.004520701,0.010687559,0.123985384,-1.032697883,-0.138519649,-0.784032806,0.36158431,0.983023702,0.010619622,0.004464137,0.000944869,0.000947671
Sylvia communis,0.863285534,0.998001998,0.993006993,0.993006993,0.982017982,0.999000999,1,1,0.984015984,0.004995005,0.017982018,0.017982018,0.025974026,0.002997003,0.000999001,0.000999001,0.020979021,0.99715757,0.00284243,0.008451288,0.997830189,0.002169811,0.008241868,-0.177354288,-0.637252105,-0.30913811,-0.49570175,0.19339979,0.988754057,0.008216903,0.002150075,0.000210565,0.0006684
Sylvia conspicillata,0.85999627,1,0.992007992,0.992007992,1,1,0.989010989,0.989010989,1,0.000999001,0.010989011,0.010989011,0.000999001,0.000999001,0.006993007,0.006993007,0.000999001,0.957256989,0.042743011,0.000735097,0.957256989,0.042743011,0.000735097,-3.312350391,1.45949372,-3.270320336,1.474717386,0.044702187,0.956583368,0.000703699,0.042712933,0,0
Sylvia curruca,0.832115762,1,0.988011988,0.988011988,0.974025974,1,1,1,0.964035964,0.001998002,0.020979021,0.020979021,0.03996004,0.003996004,0.000999001,0.000999001,0.032967033,0.992920171,0.007079829,0.007688261,0.993651685,0.006348315,0.007414737,0.105330844,-1.350276085,-0.183404635,-1.039588866,0.424139983,0.985339976,0.007360614,0.006295212,0.000273631,0.000730567
Sylvia hortensis,0.735736047,1,0.996003996,0.996003996,1,0.999000999,0.993006993,0.993006993,1,0.001998002,0.007992008,0.007992008,0.000999001,0.001998002,0.004995005,0.004995005,0.002997003,0.986197101,0.013802899,0.05255549,0.986197101,0.013802899,0.05255549,-2.140396227,1.002510352,-2.861003487,1.135988668,0.73286512,0.935045328,0.051867698,0.013086975,0,0
Sylvia melanocephala,0.844054598,1,0.99000999,0.99000999,1,1,0.999000999,0.999000999,1,0.001998002,0.007992008,0.007992008,0.001998002,0.000999001,0.006993007,0.006993007,0.001998002,0.98525983,0.01474017,0.008493488,0.98525983,0.01474017,0.008493488,-2.814120396,1.633911707,-2.576707057,1.810984493,0.296175396,0.977013855,0.008369341,0.014616804,0,0
Sylvia undata,0.844024329,1,0.996003996,0.996003996,1,1,0.994005994,0.994005994,1,0.000999001,0.003996004,0.003996004,0.000999001,0.000999001,0.003996004,0.003996004,0.001998002,0.986765692,0.013234308,0.010378451,0.986765692,0.013234308,0.010378451,-1.764672432,1.631920947,-1.748914158,1.810204283,0.17897841,0.976658738,0.010242506,0.013098756,0,0
Tetrao urogallus,0.815227909,0.996003996,0.994005994,0.994005994,0.999000999,1,1,1,1,0.004995005,0.005994006,0.005994006,0.003996004,0.002997003,0.003996004,0.003996004,0.000999001,0.996515501,0.003484499,0.015204817,0.996742763,0.003257237,0.0101307,1.31851754,-1.83395808,1.059599819,-1.829371228,0.258958347,0.981415662,0.010044183,0.00320715,0.005108456,0.000224549
Tringa nebularia,0.733958074,0.999000999,0.994005994,0.994005994,0.999000999,0.999000999,0.994005994,0.994005994,1,0.004995005,0.017982018,0.017982018,0.001998002,0.002997003,0.006993007,0.006993007,0.000999001,0.994209556,0.005790444,0.041519252,0.994855209,0.005144791,0.01571739,1.863429138,-2.792664792,1.66641083,-2.416170628,0.424928311,0.953159873,0.015220411,0.004929168,0.026068352,0.000622197
