"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","Eucl_distance","NS_shift","EW_shift","shift_direction","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","rS_NA","rE_NA","rU_NA","rS_A","rE_A","rU_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Caprimulgus ruficollis",3108632.12539844,1959143.6892079,3131781.09949623,1949247.64693781,25175.5169637422,-9896.04227009951,23148.9740977883,102.590416214338,102,110,0.917385056248272,1,0.999000999000999,0.999000999000999,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.990679354287809,0.00932064571219149,0.0213162610192364,0.990679354287809,0.00932064571219149,0.0213162610192364,0.969754446675946,0.0211217762046785,0.00912377711937549
"Carduelis carduelis",4480765.99505855,2891019.60559263,4484597.60946429,2970986.11469039,80058.2528302789,79966.5090977629,3831.61440573819,4.42056918298006,1765,1873,0.947982214754089,1,0.49050949050949,0.49050949050949,1,1,0.511488511488511,0.511488511488511,1,0.000999000999000999,0.493506493506494,0.493506493506494,0.000999000999000999,0.001998001998002,0.491508491508492,0.491508491508492,0.001998001998002,0.99564379857247,0.00435620142752971,0,0.99564379857247,0.00435620142752971,0,0.99564379857247,0,0.00435620142752971
"Carduelis citrinella",3841630.95928123,2421286.0277433,3827298.12849041,2397544.01579138,27732.8896800067,-23742.0119519187,-14332.8307908233,-153.397264947073,140,138,0.913344343243439,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.960162463772471,0.0398375362275287,0.000662959088697083,0.960162463772471,0.0398375362275287,0.000662959088697083,0.959551257719354,0.000636565244089881,0.039812177036556
"Certhia brachydactyla",4249870.37020888,2627404.2184293,4264973.97994245,2627837.79258633,15109.8316844899,433.574157027528,15103.6097335694,87.6377496268481,1087,1126,0.96869854059803,1,0.969030969030969,0.969030969030969,1,1,0.969030969030969,0.969030969030969,1,0.000999000999000999,0.046953046953047,0.046953046953047,0.000999000999000999,0.001998001998002,0.036963036963037,0.036963036963037,0.001998001998002,0.996305859106793,0.00369414089320688,0.000348480854114033,0.996305859106793,0.00369414089320688,0.000348480854114033,0.995959947726516,0.000347193963696116,0.00369285830978772
"Cettia cetti",3950033.02305914,2266205.71053641,3957174.47296573,2341040.93905052,75175.2069071108,74835.228514106,7141.44990659785,2.1500425514455,598,671,0.92643690753126,1,0.944055944055944,0.944055944055944,1,1,0.944055944055944,0.944055944055944,1,0.001998001998002,0.0639360639360639,0.0639360639360639,0.001998001998002,0.000999000999000999,0.0549450549450549,0.0549450549450549,0.000999000999000999,0.993063238750214,0.00693676124978625,0.0034106660714283,0.993063238750214,0.00693676124978625,0.0034106660714283,0.989699646935458,0.00338708723020436,0.00691326583433813
"Charadrius hiaticula",4305876.4483712,4078374.30091629,4335366.4120044,4075739.45137113,29607.4380386668,-2634.84954516264,29489.9636332067,94.8988017825073,626,637,0.956874675363152,1,0.91008991008991,0.91008991008991,1,1,0.91008991008991,0.91008991008991,1,0.001998001998002,0.11988011988012,0.11988011988012,0.001998001998002,0.001998001998002,0.0899100899100899,0.0899100899100899,0.001998001998002,0.999950229451821,4.97705481791345e-05,0.00444724299905424,0.999950229451821,4.97705481791345e-05,0.00444724299905424,0.995503428140932,0.00444702264164394,4.95492174244949e-05
"Ciconia ciconia",4814503.31565627,2918622.68800251,4692989.64609168,2863154.66649233,133574.972585833,-55468.0215101726,-121513.669564593,-109.282770971746,919,1109,0.89781576697826,0.999000999000999,0.914085914085914,0.914085914085914,1,0.999000999000999,0.92007992007992,0.92007992007992,1,0.002997002997003,0.0919080919080919,0.0919080919080919,0.000999000999000999,0.000999000999000999,0.0859140859140859,0.0859140859140859,0.000999000999000999,0.996977953956749,0.00302204604325094,0.000200680117359849,0.996977953956749,0.00302204604325094,0.000200680117359849,0.996778484814764,0.000200073774142875,0.00302144141109343
"Cinclus cinclus",4272710.50632323,3136730.83829723,4297583.14373574,3196247.77736264,64505.148070294,59516.9390654131,24872.6374125155,22.1375378641257,1035,1018,0.930440151029013,1,0.94005994005994,0.94005994005994,1,1,0.953046953046953,0.953046953046953,1,0.000999000999000999,0.04995004995005,0.04995004995005,0.000999000999000999,0.000999000999000999,0.0539460539460539,0.0539460539460539,0.000999000999000999,0.999394586517715,0.000605413482285349,0.0139811193863201,0.999394586517715,0.000605413482285349,0.0139811193863201,0.985430272524351,0.0139727732987041,0.000596954176945397
"Circus aeruginosus",4692541.39256858,3099896.39820765,4631420.31952418,3149179.28036544,78514.8905869261,49282.882157784,-61121.0730444007,-47.0061995796475,1179,1421,0.911507120506707,1,0.835164835164835,0.835164835164835,1,1,0.85014985014985,0.85014985014985,1,0.000999000999000999,0.177822177822178,0.177822177822178,0.000999000999000999,0.000999000999000999,0.16983016983017,0.16983016983017,0.000999000999000999,0.986386339674242,0.0136136603257581,0.000292158402137131,0.986386339674242,0.0136136603257581,0.000292158402137131,0.986102080685778,0.000288182203089236,0.0136097371111333
"Circus pygargus",4344040.40784027,2833281.59346052,4490064.70585558,2934574.10959932,177716.823729753,101292.516138797,146024.298015309,55.5013939996478,816,927,0.894883544988826,1,0.922077922077922,0.922077922077922,1,1,0.916083916083916,0.916083916083916,1,0.000999000999000999,0.0789210789210789,0.0789210789210789,0.000999000999000999,0.000999000999000999,0.0919080919080919,0.0919080919080919,0.000999000999000999,0.993129382332694,0.00687061766730614,0.00040762460287965,0.993129382332694,0.00687061766730614,0.00040762460287965,0.992727338627356,0.00040482510384794,0.00686783626879547
"Coccothraustes coccothraustes",4582519.86205661,2981959.17040836,4585430.14474711,3060664.97622557,78759.5937945023,78705.8058172101,2910.28269049805,4.93380674819795,1398,1586,0.923905266858494,1,0.864135864135864,0.864135864135864,1,1,0.848151848151848,0.848151848151848,1,0.001998001998002,0.163836163836164,0.163836163836164,0.001998001998002,0.001998001998002,0.153846153846154,0.153846153846154,0.001998001998002,0.993074431029751,0.00692556897024936,0.000189935921538728,0.993074431029751,0.00692556897024936,0.000189935921538728,0.992887116580472,0.000188620755328627,0.00692426266419911
"Columba oenas",4428725.75911025,3119239.641081,4495933.01356992,3171924.66317502,85396.2915181611,52685.0220940206,67207.2544596735,53.118683178479,1354,1377,0.932303931091816,1,0.934065934065934,0.934065934065934,1,1,0.949050949050949,0.949050949050949,1,0.001998001998002,0.0609390609390609,0.0609390609390609,0.001998001998002,0.001998001998002,0.0699300699300699,0.0699300699300699,0.001998001998002,0.994026593858259,0.00597340614174106,0.00272987311969249,0.994026593858259,0.00597340614174106,0.00272987311969249,0.991329192628543,0.00271361072870873,0.00595719664274789
"Columba palumbus",4475848.08161386,3147931.3238715,4478977.13276806,3159703.99472915,12181.4096166284,11772.6708576488,3129.05115419254,16.6305626470832,1990,2029,0.982115060803527,1,0.302697302697303,0.302697302697303,1,1,0.318681318681319,0.318681318681319,1,0.001998001998002,0.708291708291708,0.708291708291708,0.001998001998002,0.000999000999000999,0.696303696303696,0.696303696303696,0.000999000999000999,0.999228446732364,0.000771553267636247,1.30912327892325e-05,0.999228446732364,0.000771553267636247,1.30912327892325e-05,0.999215375692816,1.30811323379236e-05,0.000771543174845847
"Coracias garrulus",4775090.37277098,2679012.98918653,4743127.53028233,2386670.32052629,294084.782366151,-292342.668660242,-31962.8424886512,-169.37321132024,522,347,0.749938410901293,1,0.96003996003996,0.96003996003996,1,1,0.952047952047952,0.952047952047952,1,0.000999000999000999,0.0589410589410589,0.0589410589410589,0.000999000999000999,0.000999000999000999,0.045954045954046,0.045954045954046,0.000999000999000999,0.993441044434429,0.0065589555655707,0.0712420878821505,0.993441044434429,0.0065589555655707,0.0712420878821505,0.92309756944751,0.0708079008623664,0.0060945296901231
"Crex crex",4818400.89120769,3335718.19515606,4852911.77416048,3392598.33154072,66530.8271203522,56880.1363846557,34510.8829527898,37.1713925242834,1086,1201,0.909919700968493,1,0.983016983016983,0.983016983016983,1,1,0.983016983016983,0.983016983016983,1,0.000999000999000999,0.028971028971029,0.028971028971029,0.000999000999000999,0.000999000999000999,0.018981018981019,0.018981018981019,0.000999000999000999,0.994565769369654,0.00543423063034619,0.00797450731808399,0.994565769369654,0.00543423063034619,0.00797450731808399,0.986677355334467,0.00793151572086198,0.00539112894467081
"Cyanistes caeruleus",4503205.49985352,3079160.33258149,4508178.52282179,3137009.26736448,58062.2959670873,57848.9347829903,4973.02296827361,6.93009720052742,1965,2041,0.963510971956767,1,0.463536463536464,0.463536463536464,1,1,0.473526473526474,0.473526473526474,1,0.001998001998002,0.546453546453546,0.546453546453546,0.001998001998002,0.000999000999000999,0.532467532467532,0.532467532467532,0.000999000999000999,0.997979284993926,0.00202071500607432,0.000372119889117253,0.997979284993926,0.00202071500607432,0.000372119889117253,0.997608667203138,0.000371368220122936,0.00201996457673914
"Cygnus olor",4518423.19747312,3271096.49480804,4559322.72998809,3187966.1538277,92646.7773398046,-83130.3409803421,40899.5325149735,156.08848317558,1039,1413,0.848589969791219,0.999000999000999,0.884115884115884,0.884115884115884,1,0.999000999000999,0.887112887112887,0.887112887112887,1,0.002997002997003,0.127872127872128,0.127872127872128,0.000999000999000999,0.001998001998002,0.104895104895105,0.104895104895105,0.000999000999000999,0.957294888790909,0.0427051112090914,0,0.957294888790909,0.0427051112090914,0,0.957294888790909,0,0.0427051112090914
