"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","Eucl_distance","NS_shift","EW_shift","shift_direction","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","rS_NA","rE_NA","rU_NA","rS_A","rE_A","rU_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Locustella fluviatilis",5096685.22808826,3316112.35366568,5020762.76666901,3426765.16861984,134194.879206461,110652.814954159,-75922.461419248,-25.4423390101701,671,823,0.860916444646484,1,0.968031968031968,0.968031968031968,1,0.999000999000999,0.965034965034965,0.965034965034965,1,0.002997002997003,0.025974025974026,0.025974025974026,0.001998001998002,0.002997002997003,0.030969030969031,0.030969030969031,0.001998001998002,0.993655946285845,0.006344053714155,0.00765928150354662,0.993655946285845,0.006344053714155,0.00765928150354662,0.986093170823587,0.00761106043850172,0.00629576873791146
"Locustella luscinioides",4677881.15566857,2957270.96162212,4837610.73471158,3089756.69187612,207523.509854166,132485.730253996,159729.57904301,54.2143368111698,738,893,0.847213091733791,1,0.881118881118881,0.881118881118881,1,0.998001998001998,0.886113886113886,0.886113886113886,1,0.002997002997003,0.123876123876124,0.123876123876124,0.001998001998002,0.001998001998002,0.111888111888112,0.111888111888112,0.001998001998002,0.996344706921998,0.00365529307800202,0.00605412273211031,0.996344706921998,0.00365529307800202,0.00605412273211031,0.990334629485005,0.00603212662770094,0.00363324388729416
"Locustella naevia",4499298.37509535,3340706.34966947,4489480.07126835,3372809.04425756,33570.5539104683,32102.6945880945,-9818.30382699519,-14.8811712755754,1140,1209,0.945419887779797,1,0.97002997002997,0.97002997002997,1,1,0.973026973026973,0.973026973026973,1,0.000999000999000999,0.025974025974026,0.025974025974026,0.000999000999000999,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,0.999340649073367,0.000659350926633218,0.00828666631909148,0.999340649073367,0.000659350926633218,0.00828666631909148,0.99106486157651,0.00828124774523159,0.000653890678258721
"Lophophanes cristatus",4418649.00408544,3212738.35959508,4419642.27975833,3167215.26679344,45533.9277329419,-45523.0928016366,993.275672894903,179.867812576989,1410,1411,0.96337342604827,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.998996084075566,0.00100391592443394,0.000888011253310195,0.998996084075566,0.00100391592443394,0.000888011253310195,0.998109854114489,0.000887120555529816,0.00100302532998135
"Loxia pytyopsittacus",4745435.91820669,4370254.00407957,4769552.64532564,4359728.69490032,26313.4691792733,-10525.3091792492,24116.7271189475,120.460052314749,403,378,0.938005803334036,1,0.964035964035964,0.964035964035964,1,1,0.957042957042957,0.957042957042957,1,0.000999000999000999,0.045954045954046,0.045954045954046,0.000999000999000999,0.000999000999000999,0.038961038961039,0.038961038961039,0.000999000999000999,0.973101746187167,0.026898253812833,0.00426158557363738,0.973101746187167,0.026898253812833,0.00426158557363738,0.969065873079796,0.00414743178006273,0.0267866951401415
"Lullula arborea",4532536.62108475,2846169.07074341,4571417.21196413,2931251.52695558,93545.3082854847,85082.4562121728,38880.5908793844,26.7593001397227,1413,1570,0.944105647476305,1,0.593406593406593,0.593406593406593,1,1,0.6003996003996,0.6003996003996,1,0.000999000999000999,0.433566433566434,0.433566433566434,0.000999000999000999,0.000999000999000999,0.397602397602398,0.397602397602398,0.000999000999000999,0.998514493345503,0.00148550665449741,0.00172391386657118,0.998514493345503,0.00148550665449741,0.00172391386657118,0.996795693044109,0.00172135738924983,0.00148294956664091
"Luscinia luscinia",5116178.41081838,3591673.38793796,5114231.6518246,3609429.39740233,17862.411446348,17756.0094643696,-1946.75899377372,3.83048467118061,716,717,0.97111671365601,1,1,1,1,1,1,1,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.00999000999000999,0.00999000999000999,0.000999000999000999,1,0,0.0172972248656434,1,0,0.0172972248656434,0.982702775134357,0.0172972248656434,0
"Luscinia megarhynchos",4280102.57940533,2556537.70146345,4297518.66347905,2582271.14880981,31072.9833905748,25733.4473463604,17416.0840737242,33.6355051416514,1122,1145,0.973260958495302,1,0.904095904095904,0.904095904095904,1,1,0.885114885114885,0.885114885114885,1,0.001998001998002,0.120879120879121,0.120879120879121,0.001998001998002,0.000999000999000999,0.107892107892108,0.107892107892108,0.000999000999000999,0.998421370467532,0.00157862953246812,0.000240225779506248,0.998421370467532,0.00157862953246812,0.000240225779506248,0.998181902453573,0.000239846642952704,0.0015782509034743
"Melanitta nigra",4544350.56905836,4653000.70673265,4607139.71174396,4697885.96097824,77182.6566521502,44885.2542455858,62789.1426856015,58.0264619265458,182,155,0.90196607295513,1,0.959040959040959,0.959040959040959,1,1,0.979020979020979,0.979020979020979,1,0.000999000999000999,0.033966033966034,0.033966033966034,0.000999000999000999,0.000999000999000999,0.033966033966034,0.033966033966034,0.000999000999000999,0.997209434138387,0.00279056586161313,0.0027147974638184,0.997209434138387,0.00279056586161313,0.0027147974638184,0.994509746723639,0.00270724215227696,0.00278301112408387
"Melanocorypha calandra",4464398.95616627,2224605.1340614,4404411.50263324,2218728.55523146,60274.6112399091,-5876.57882994041,-59987.453533032,-94.3111731799721,313,264,0.888376781444086,1,1,1,1,1,1,1,1,0.000999000999000999,0.122877122877123,0.122877122877123,0.000999000999000999,0.000999000999000999,0.10989010989011,0.10989010989011,0.000999000999000999,1,0,0.0556393883770002,1,0,0.0556393883770002,0.944360611623,0.0556393883770002,0
"Merops apiaster",4536226.92056102,2429222.90722037,4577895.04748118,2559256.57090021,136546.645843231,130033.663679844,41668.1269201525,19.7373194820835,639,1019,0.853362459750547,0.997002997002997,0.739260739260739,0.739260739260739,1,0.998001998001998,0.784215784215784,0.784215784215784,1,0.00899100899100899,0.267732267732268,0.267732267732268,0.001998001998002,0.003996003996004,0.231768231768232,0.231768231768232,0.001998001998002,0.99902078016079,0.000979219839209761,0.000640741285442167,0.99902078016079,0.000979219839209761,0.000640741285442167,0.998381292712885,0.000640114260488362,0.00097859302662653
"Milvus milvus",4153182.55229789,2772572.71765743,4174458.09052313,2969205.42878582,197780.362049605,196632.711128385,21275.5382252424,4.45892708800272,586,718,0.818491384910175,0.997002997002997,0.7002997002997,0.7002997002997,1,0.996003996003996,0.698301698301698,0.698301698301698,1,0.004995004995005,0.311688311688312,0.311688311688312,0.000999000999000999,0.004995004995005,0.314685314685315,0.314685314685315,0.000999000999000999,0.975584844415587,0.024415155584413,0.023140835787633,0.975584844415587,0.024415155584413,0.023140835787633,0.953547737911041,0.0225886109554594,0.0238636511334997
"Monticola solitarius",4145574.76035679,2043748.78108138,4164741.18014824,2049954.85904882,20146.1423443794,6206.07796743652,19166.4197914503,70.3533042478751,381,402,0.968395406143962,1,0.957042957042957,0.957042957042957,1,1,0.952047952047952,0.952047952047952,1,0.000999000999000999,0.042957042957043,0.042957042957043,0.000999000999000999,0.001998001998002,0.03996003996004,0.03996003996004,0.001998001998002,0.99526250217187,0.00473749782813011,0.00215400893002655,0.99526250217187,0.00473749782813011,0.00215400893002655,0.993128832349495,0.00214382619431463,0.00472734145619066
"Numenius arquata",4497629.86217134,3754725.00194926,4450596.78858271,3790290.09973804,58965.9748661746,35565.0977887795,-47033.0735886237,-50.4936970016503,964,914,0.942255797779738,1,0.98001998001998,0.98001998001998,1,1,0.969030969030969,0.969030969030969,1,0.000999000999000999,0.041958041958042,0.041958041958042,0.000999000999000999,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,0.998694812811717,0.00130518718828336,0.00436729036282334,0.998694812811717,0.00130518718828336,0.00436729036282334,0.994338890442683,0.00436161509317355,0.00129949446414352
"Numenius phaeopus",4551412.26825126,4608862.33640739,4577247.0629496,4643754.7500057,43415.6324820994,34892.413598313,25834.7946983324,40.2793256056655,365,348,0.962318511748213,1,1,1,1,1,1,1,1,0.000999000999000999,0.041958041958042,0.041958041958042,0.000999000999000999,0.000999000999000999,0.032967032967033,0.032967032967033,0.000999000999000999,1,0,0.0119668993944967,1,0,0.0119668993944967,0.988033100605503,0.0119668993944967,0
"Oenanthe hispanica",4128374.46073069,2048880.90422592,4108821.08345784,2009032.15013274,44387.5857144025,-39848.7540931839,-19553.3772728494,-155.676228752587,339,273,0.940697092667104,1,0.988011988011988,0.988011988011988,1,1,0.965034965034965,0.965034965034965,1,0.001998001998002,0.024975024975025,0.024975024975025,0.001998001998002,0.000999000999000999,0.016983016983017,0.016983016983017,0.000999000999000999,0.993547289942662,0.00645271005733811,0.00251347796628242,0.993547289942662,0.00645271005733811,0.00251347796628242,0.991066104568915,0.0024972997247968,0.00643659570628773
"Oenanthe leucura",3199234.01192871,1966114.10919474,3214732.1150592,1939785.92546665,30551.0140431251,-26328.1837280896,15498.1031304863,140.329539632345,108,76,0.865742221953094,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,1,0,0.0824100532273923,1,0,0.0824100532273923,0.917589946772608,0.0824100532273923,0
"Oriolus oriolus",4581557.33502194,2876959.94926322,4583138.28514963,2906095.89317517,29178.8044811068,29135.9439119515,1580.95012769941,5.82246571440677,1508,1512,0.968781858781542,1,1,1,1,1,1,1,1,0.000999000999000999,0.00999000999000999,0.00999000999000999,0.000999000999000999,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,1,0,0.0106827938803752,1,0,0.0106827938803752,0.989317206119625,0.0106827938803752,0
"Otus scops",4343352.78564333,2272963.71891588,4473262.17874725,2352920.52113439,152543.569637132,79956.8022185122,129909.393103918,58.5291728449575,669,769,0.904793865686604,1,1,1,1,1,1,1,1,0.002997002997003,0.244755244755245,0.244755244755245,0.002997002997003,0.000999000999000999,0.280719280719281,0.280719280719281,0.000999000999000999,1,0,0.00373926821636138,1,0,0.00373926821636138,0.996260731783639,0.00373926821636138,0
"Passer hispaniolensis",4689792.93032749,2015421.75650186,4500141.02618591,2069650.96181321,197252.760318401,54229.2053113475,-189651.904141583,-70.7179772269916,182,273,0.847264466684508,1,0.925074925074925,0.925074925074925,1,1,0.926073926073926,0.926073926073926,1,0.000999000999000999,0.0569430569430569,0.0569430569430569,0.000999000999000999,0.000999000999000999,0.0849150849150849,0.0849150849150849,0.000999000999000999,0.900286916327592,0.0997130836724085,0,0.900286916327592,0.0997130836724085,0,0.900286916327592,0,0.0997130836724085
"Passer italiae",4483771.18957587,2222595.5666285,4451198.73415717,2269979.83016841,57499.8546365327,47384.2635399024,-32572.4554187041,-32.9173444436967,155,158,0.897185237622242,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.981402727029227,0.0185972729707732,0.0151787913603891,0.981402727029227,0.0185972729707732,0.0151787913603891,0.966779126196092,0.0149007134689763,0.0183201603349313
"Perdix perdix",4659074.89964466,3083156.60356824,4716495.080951,3133842.36278256,76590.6221960921,50685.7592143188,57420.181306337,52.3374284735823,1329,1196,0.91634791604002,1,1,1,1,1,1,1,1,0.000999000999000999,0.0989010989010989,0.0989010989010989,0.000999000999000999,0.000999000999000999,0.0899100899100899,0.0899100899100899,0.000999000999000999,1,0,0.0211448997147417,1,0,0.0211448997147417,0.978855100285258,0.0211448997147417,0
"Periparus ater",4385704.52990237,3149300.75186564,4427217.5444459,3156293.66883854,42097.8771944788,6992.91697290074,41513.0145435324,81.1696146868255,1691,1671,0.967305811764546,1,0.823176823176823,0.823176823176823,1,1,0.814185814185814,0.814185814185814,1,0.001998001998002,0.177822177822178,0.177822177822178,0.001998001998002,0.001998001998002,0.195804195804196,0.195804195804196,0.001998001998002,0.998248652033101,0.00175134796689925,4.20015889848928e-05,0.998248652033101,0.00175134796689925,4.20015889848928e-05,0.998206797431004,4.19280326716184e-05,0.00175127453632447
"Pernis apivorus",4611010.91100909,3162421.46258237,4608055.51840026,3109973.67340266,52530.9902372973,-52447.7891797042,-2955.39260883164,-173.506641079186,1413,1564,0.936098034183296,1,0.974025974025974,0.974025974025974,1,1,0.975024975024975,0.975024975024975,1,0.000999000999000999,0.033966033966034,0.033966033966034,0.000999000999000999,0.001998001998002,0.023976023976024,0.023976023976024,0.001998001998002,0.999771914775332,0.000228085224667936,0.00220164598026585,0.999771914775332,0.000228085224667936,0.00220164598026585,0.997571271901285,0.00220114492268116,0.000227583176033719
"Phasianus colchicus",4477093.90831378,3052172.15265678,4452696.09499482,3068946.63327725,29608.0478051725,16774.4806204611,-24397.8133189669,-53.7728592921942,1334,1383,0.933000853836908,1,0.896103896103896,0.896103896103896,1,1,0.902097902097902,0.902097902097902,1,0.000999000999000999,0.0949050949050949,0.0949050949050949,0.000999000999000999,0.000999000999000999,0.0909090909090909,0.0909090909090909,0.000999000999000999,0.987621198458409,0.0123788015415908,0.00634616496869128,0.987621198458409,0.0123788015415908,0.00634616496869128,0.981430690556849,0.00626809946082895,0.0123012099823223
"Phoenicurus phoenicurus",4542056.64071806,3297466.76449058,4544096.695362,3293727.78597209,4259.31723542477,-3738.9785184944,2040.05464393087,153.970362757918,1758,1743,0.976537754231299,1,0.907092907092907,0.907092907092907,1,1,0.917082917082917,0.917082917082917,1,0.000999000999000999,0.0919080919080919,0.0919080919080919,0.000999000999000999,0.000999000999000999,0.0819180819180819,0.0819180819180819,0.000999000999000999,0.998128977753161,0.00187102224683915,0.000119813215568876,0.998128977753161,0.00187102224683915,0.000119813215568876,0.998009612437784,0.000119589069185745,0.00187079849303023
"Phylloscopus bonelli",3753794.66774978,2421929.15546664,3747654.69224032,2372066.25807775,50239.5047275779,-49862.8973888969,-6139.97550945124,-178.176392860938,474,464,0.938807147700024,1,0.99000999000999,0.99000999000999,1,1,0.995004995004995,0.995004995004995,1,0.001998001998002,0.010989010989011,0.010989010989011,0.001998001998002,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.000999000999000999,0.995954003532387,0.00404599646761256,0.00536532846314779,0.995954003532387,0.00404599646761256,0.00536532846314779,0.990631887905344,0.00534373636550176,0.00402437572915389
"Phylloscopus trochilus",4594968.40269571,3540729.71852102,4583516.63381547,3556192.12587368,19241.3370540183,15462.4073526654,-11451.7688802462,-33.0731012844124,1497,1467,0.963739012027496,1,0.913086913086913,0.913086913086913,1,1,0.897102897102897,0.897102897102897,1,0.000999000999000999,0.100899100899101,0.100899100899101,0.000999000999000999,0.001998001998002,0.103896103896104,0.103896103896104,0.001998001998002,0.999667360144893,0.00033263985510743,0.0109351995730318,0.999667360144893,0.00033263985510743,0.0109351995730318,0.988739394578001,0.0109316018533484,0.00032900356865084
"Pluvialis apricaria",4464320.89965661,4365162.54705354,4484158.34904432,4408923.28786656,48047.1313890226,43760.740813015,19837.4493877143,26.5570194946349,548,515,0.957797968941977,1,0.98001998001998,0.98001998001998,1,1,0.974025974025974,0.974025974025974,1,0.000999000999000999,0.017982017982018,0.017982017982018,0.000999000999000999,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.999907700358088,9.22996419119444e-05,0.00365983642354269,0.999907700358088,9.22996419119444e-05,0.00365983642354269,0.996248538270478,0.00365949985813621,9.19618713854616e-05
"Poecile lugubris",5423218.7025234,2188609.15091841,5428456.16114766,2180917.30020466,9305.67247668756,-7691.85071374755,5237.45862425677,155.340066423797,103,93,0.919281662807235,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.980261697472838,0.0197383025271622,0.0212877719026479,0.980261697472838,0.0197383025271622,0.0212877719026479,0.959797402026275,0.0208763593429396,0.0193262386307855
"Poecile palustris",4584853.14287424,3073138.5500867,4592257.16530753,3060842.01260451,14353.5494649828,-12296.5374821923,7404.02243329585,151.846116181106,1396,1363,0.972764099996543,1,0.998001998001998,0.998001998001998,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.99535259625071,0.00464740374928971,0,0.99535259625071,0.00464740374928971,0,0.99535259625071,0,0.00464740374928971
"Porzana porzana",4837134.10176419,3286986.13476398,4826982.9250662,3473042.31557327,186332.897808446,186056.180809289,-10151.1766979983,2.94851741340479,924,857,0.862753382764478,0.999000999000999,0.845154845154845,0.845154845154845,1,0.999000999000999,0.858141858141858,0.858141858141858,1,0.002997002997003,0.12987012987013,0.12987012987013,0.000999000999000999,0.001998001998002,0.141858141858142,0.141858141858142,0.000999000999000999,0.998408816302224,0.00159118369777591,0.0217378688296757,0.998408816302224,0.00159118369777591,0.0217378688296757,0.976739320795265,0.0217040306066363,0.0015566485980986
"Prunella modularis",4441690.3080084,3349006.01745596,4395630.87188081,3398293.01559923,67458.7269548257,49286.9981432674,-46059.4361275872,-41.617277307477,1694,1576,0.948101447842927,1,0.988011988011988,0.988011988011988,1,1,0.985014985014985,0.985014985014985,1,0.001998001998002,0.023976023976024,0.023976023976024,0.001998001998002,0.000999000999000999,0.016983016983017,0.016983016983017,0.000999000999000999,0.999791081354703,0.000208918645297507,0.00565204968470794,0.999791081354703,0.000208918645297507,0.00565204968470794,0.994141386389161,0.00565087553880339,0.000207738072035196
"Rallus aquaticus",4460803.73573649,2965142.03331019,4497145.98338147,3089432.67177559,129494.871612842,124290.638465402,36342.2476449832,17.8044520519247,1461,1528,0.920662494165357,1,0.733266733266733,0.733266733266733,1,1,0.738261738261738,0.738261738261738,1,0.001998001998002,0.261738261738262,0.261738261738262,0.001998001998002,0.002997002997003,0.255744255744256,0.255744255744256,0.002997002997003,0.999451220169359,0.000548779830641438,0.00146056286471411,0.999451220169359,0.000548779830641438,0.00146056286471411,0.997992258750268,0.00145976250731228,0.000547978742419899
"Regulus ignicapilla",4200804.38557764,2653332.25566735,4258748.24560309,2777520.55460808,137040.959236426,124188.298940728,57943.8600254422,23.8006734264837,961,1214,0.866809580049753,0.998001998001998,0.858141858141858,0.858141858141858,1,0.998001998001998,0.849150849150849,0.849150849150849,1,0.004995004995005,0.138861138861139,0.138861138861139,0.000999000999000999,0.001998001998002,0.137862137862138,0.137862137862138,0.000999000999000999,0.937917805888222,0.062082194111778,0,0.937917805888222,0.062082194111778,0,0.937917805888222,0,0.062082194111778
"Regulus regulus",4424351.38195662,3379294.98303807,4424500.4052141,3386349.62485033,7056.21563095845,7054.64181226166,149.023257486522,2.45569660602392,1534,1545,0.978889691337919,1,0.823176823176823,0.823176823176823,1,1,0.849150849150849,0.849150849150849,1,0.000999000999000999,0.140859140859141,0.140859140859141,0.000999000999000999,0.000999000999000999,0.152847152847153,0.152847152847153,0.000999000999000999,0.995728988736624,0.00427101126337627,0.000388017896858408,0.995728988736624,0.00427101126337627,0.000388017896858408,0.995344277581784,0.000386361308339625,0.00426936110987662
"Remiz pendulinus",4801719.22878421,2886230.11169267,4905114.46628972,2972974.73980204,134963.7197348,86744.6281093671,103395.237505512,55.1324842112233,912,930,0.888340319071297,0.999000999000999,0.986013986013986,0.986013986013986,1,0.999000999000999,0.98001998001998,0.98001998001998,1,0.000999000999000999,0.017982017982018,0.017982017982018,0.000999000999000999,0.001998001998002,0.018981018981019,0.018981018981019,0.001998001998002,0.979885596071563,0.0201144039284367,0.00524593683649171,0.979885596071563,0.0201144039284367,0.00524593683649171,0.97484804301345,0.00514096041242862,0.020010996574121
"Saxicola rubetra",4627430.90659044,3346608.02759567,4682015.68804966,3405865.81492527,80566.6415221048,59257.787329603,54584.7814592207,46.3012415675571,1709,1576,0.941247871122517,1,1,1,1,1,1,1,1,0.000999000999000999,0.043956043956044,0.043956043956044,0.000999000999000999,0.000999000999000999,0.03996003996004,0.03996003996004,0.000999000999000999,1,0,0.00713951603669018,1,0,0.00713951603669018,0.99286048396331,0.00713951603669018,0
"Serinus serinus",4440046.18623851,2679495.143247,4452436.72632166,2750394.53290019,71973.9462357492,70899.3896531863,12390.5400831513,11.0817288403909,1328,1383,0.939165322941886,1,0.626373626373626,0.626373626373626,1,1,0.608391608391608,0.608391608391608,1,0.000999000999000999,0.416583416583417,0.416583416583417,0.000999000999000999,0.001998001998002,0.346653346653347,0.346653346653347,0.001998001998002,0.995216238708327,0.00478376129167346,0.00190069505575675,0.995216238708327,0.00478376129167346,0.00190069505575675,0.993333667982006,0.0018916197838206,0.00477471223417306
"Sitta europaea",4527460.67691265,2976427.37188644,4502727.29022691,3000868.50237885,34772.2486574225,24441.1304924153,-24733.3866857402,-43.11407062684,1588,1661,0.94865283099687,1,0.774225774225774,0.774225774225774,1,1,0.797202797202797,0.797202797202797,1,0.001998001998002,0.210789210789211,0.210789210789211,0.001998001998002,0.000999000999000999,0.204795204795205,0.204795204795205,0.000999000999000999,0.99815933877435,0.00184066122564984,0.00305522899827545,0.99815933877435,0.00184066122564984,0.00305522899827545,0.995115329589545,0.00304962250670669,0.00183504790374887
"Sitta neumayer",5366103.78850138,1972284.04522092,5352159.89992804,1968106.40017902,14556.2614239308,-4177.6450418944,-13943.8885733411,-97.486921949483,58,63,0.940199350713971,1,1,1,1,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.987992141260046,0.0120078587399545,0.007315030637914,0.987992141260046,0.0120078587399545,0.007315030637914,0.980851104333376,0.00722782766021043,0.0119210680064139
"Somateria mollissima",4186891.11858155,4274305.7182233,4203024.75020766,4233781.93157783,43617.3285923704,-40523.7866454693,16133.6316261189,156.282074459176,290,317,0.942248841058985,1,0.824175824175824,0.824175824175824,1,1,0.827172827172827,0.827172827172827,1,0.002997002997003,0.198801198801199,0.198801198801199,0.002997002997003,0.001998001998002,0.184815184815185,0.184815184815185,0.001998001998002,0.994291644413969,0.00570835558603062,0.00896730373407576,0.994291644413969,0.00570835558603062,0.00896730373407576,0.985425971773123,0.00891657160215957,0.00565745662471719
"Spinus spinus",4599602.43691898,3532337.48690265,4551040.22935469,3568765.80699251,60706.7583394702,36428.3200898678,-48562.2075642878,-49.6353279980725,1266,1300,0.941718736033348,1,0.933066933066933,0.933066933066933,1,1,0.914085914085914,0.914085914085914,1,0.001998001998002,0.0709290709290709,0.0709290709290709,0.001998001998002,0.000999000999000999,0.0589410589410589,0.0589410589410589,0.000999000999000999,0.99830961843159,0.00169038156841016,0.00258426816068881,0.99830961843159,0.00169038156841016,0.00258426816068881,0.995734068434142,0.00257991103150361,0.00168602053435437
"Streptopelia decaocto",4557123.68674843,3050948.82709421,4468871.8993661,2959990.79855723,126734.923882523,-90958.0285369745,-88251.7873823289,-133.282125816213,1633,1842,0.889242274584979,1,0.626373626373626,0.626373626373626,1,1,0.624375624375624,0.624375624375624,1,0.001998001998002,0.394605394605395,0.394605394605395,0.000999000999000999,0.001998001998002,0.380619380619381,0.380619380619381,0.001998001998002,0.997996522424729,0.00200347757527043,0,0.997996522424729,0.00200347757527043,0,0.99799652242473,0,0.00200347757527043
"Strix aluco",4502843.44403163,3009657.70885954,4495848.124557,3020808.79383733,13163.6313657686,11151.084977787,-6995.31947462168,-30.1283023571582,1735,1728,0.978904287938666,1,1,1,1,1,1,1,1,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.001998001998002,0.00899100899100899,0.00899100899100899,0.001998001998002,1,0,0.00364120933706288,1,0,0.00364120933706288,0.996358790662937,0.00364120933706288,0
"Sturnus unicolor",3343406.17977784,2015096.30652639,3363638.9120992,2014281.60786109,20249.1281566176,-814.698665298056,20232.732321362,83.5442267860118,218,228,0.960919542139169,1,0.973026973026973,0.973026973026973,1,1,0.98001998001998,0.98001998001998,1,0.001998001998002,0.025974025974026,0.025974025974026,0.001998001998002,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.984783550861139,0.0152164491388612,0,0.984783550861139,0.0152164491388612,0,0.984783550861139,0,0.0152164491388612
"Sturnus vulgaris",4582813.08157782,3300117.56955194,4564813.60124755,3272888.35428915,32640.6411699799,-27229.2152627911,-17999.4803302754,-143.455720237228,1836,1856,0.97053688670168,1,0.577422577422577,0.577422577422577,1,1,0.575424575424575,0.575424575424575,1,0.000999000999000999,0.378621378621379,0.378621378621379,0.000999000999000999,0.002997002997003,0.403596403596404,0.403596403596404,0.002997002997003,0.998532366951643,0.00146763304835683,9.59993308384773e-05,0.998532366951643,0.00146763304835683,9.59993308384773e-05,0.998436649184122,9.58584525535876e-05,0.00146749236332389
"Sylvia atricapilla",4485346.1781796,3081917.68452177,4480727.36761334,3107106.8082778,25609.0875792813,25189.1237560236,-4618.81056626327,-8.57473750097229,1949,1996,0.977536386766507,1,0.696303696303696,0.696303696303696,1,1,0.715284715284715,0.715284715284715,1,0.001998001998002,0.320679320679321,0.320679320679321,0.001998001998002,0.002997002997003,0.295704295704296,0.295704295704296,0.002997002997003,0.999740518193942,0.000259481806057962,0,0.999740518193942,0.000259481806057962,0,0.999740518193942,0,0.000259481806057962
"Sylvia borin",4525906.48098847,3325546.12055231,4535738.36119721,3341486.12655315,18728.3117163763,15940.0060008331,9831.88020874746,34.0938889427053,1722,1666,0.967162919974245,1,0.959040959040959,0.959040959040959,1,1,0.956043956043956,0.956043956043956,1,0.000999000999000999,0.0559440559440559,0.0559440559440559,0.000999000999000999,0.000999000999000999,0.048951048951049,0.048951048951049,0.000999000999000999,0.998926025379807,0.00107397462019276,0.00275774025314666,0.998926025379807,0.00107397462019276,0.00275774025314666,0.996174197281698,0.00275478666907595,0.00107101604922612
"Sylvia communis",4530637.52267769,3101167.06650115,4543816.60988272,3164688.47540134,64874.1684202788,63521.4089001892,13179.0872050254,14.058879438223,1879,1856,0.966829442211773,1,0.916083916083916,0.916083916083916,1,1,0.919080919080919,0.919080919080919,1,0.001998001998002,0.0639360639360639,0.0639360639360639,0.001998001998002,0.001998001998002,0.0889110889110889,0.0889110889110889,0.001998001998002,0.998088173742571,0.00191182625742859,0.00150792741780541,0.998088173742571,0.00191182625742859,0.00150792741780541,0.996586002273032,0.00150504886147194,0.00190894886549652
"Sylvia conspicillata",3696727.43027381,1993434.98931479,3631575.26701468,2022342.40831395,71277.2281344964,28907.4189991583,-65152.1632591286,-71.5213648906666,191,209,0.936001397478673,1,0.957042957042957,0.957042957042957,1,1,0.955044955044955,0.955044955044955,1,0.000999000999000999,0.043956043956044,0.043956043956044,0.000999000999000999,0.000999000999000999,0.047952047952048,0.047952047952048,0.000999000999000999,0.964463922738676,0.0355360772613243,0,0.964463922738676,0.0355360772613243,0,0.964463922738676,0,0.0355360772613243
"Sylvia hortensis",3564258.37209871,2151750.06812842,3420823.54791514,2110268.98864029,149312.520386173,-41481.0794881349,-143434.824183566,-113.17240197229,243,192,0.858951848769201,1,0.99000999000999,0.99000999000999,1,1,0.998001998001998,0.998001998001998,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.001998001998002,0.00599400599400599,0.00599400599400599,0.001998001998002,0.997880632528644,0.00211936747135579,0.0148888665662952,0.997880632528644,0.00211936747135579,0.0148888665662952,0.983054341201405,0.0148577804237657,0.00208787837482912
