species,centroid_hist_X,centroid_hist_Y,centroid_rec_X,centroid_rec_Y,Eucl_distance,NS_shift,EW_shift,shift_direction,n_cells_hist,n_cells_rec,D,shift_p_D_NA,shift_p_E_NA,shift_p_S_NA,shift_p_U_NA,shift_p_D_A,shift_p_E_A,shift_p_S_A,shift_p_U_A,cons_p_D_NA,cons_p_E_NA,cons_p_S_NA,cons_p_U_NA,cons_p_D_A,cons_p_E_A,cons_p_S_A,cons_p_U_A,rS_NA,rE_NA,rU_NA,rS_A,rE_A,rU_A,range_stability_std,range_unfilling_std,range_expansion_std
Emberiza cia,4139558.948,2237581.851,4098658.057,2279523.032,58582.80986,41941.18141,-40900.89134,-45.79809214,497,485,0.938640467,1,0.946053946,0.946053946,1,1,0.934065934,0.934065934,1,0.000999001,0.048951049,0.048951049,0.000999001,0.000999001,0.053946054,0.053946054,0.000999001,0.980234847,0.019765153,0.000271615,0.980234847,0.019765153,0.000271615,0.979973862,0.000266248,0.01975989
Emberiza cirlus,4047010.319,2291789.313,4068733.749,2300125.174,23267.87443,8335.860701,21723.42991,66.3515936,705,731,0.974053223,1,0.793206793,0.793206793,1,1,0.784215784,0.784215784,1,0.001998002,0.218781219,0.218781219,0.001998002,0.000999001,0.221778222,0.221778222,0.000999001,0.99331791,0.00668209,0.000600249,0.99331791,0.00668209,0.000600249,0.992725654,0.00059624,0.006678106
Emberiza citrinella,4589961.572,3312956.964,4603691.506,3320693.873,15759.78547,7736.908732,13729.93377,63.76255977,1775,1719,0.966898912,1,1,1,1,1,1,1,1,0.000999001,0.128871129,0.128871129,0.000999001,0.000999001,0.147852148,0.147852148,0.000999001,1,0,0.010328887,1,0,0.010328887,0.989671113,0.010328887,0
Emberiza hortulana,4701938.214,3111200.952,4819399.294,3069035.513,124799.9581,-42165.43911,117461.0799,113.9779392,1081,812,0.90013386,1,0.99000999,0.99000999,1,1,0.987012987,0.987012987,1,0.000999001,0.016983017,0.016983017,0.000999001,0.000999001,0.013986014,0.013986014,0.000999001,0.998329022,0.001670978,0.006162254,0.998329022,0.001670978,0.006097056,0.992187281,0.006152021,0.001660698
Emberiza melanocephala,5351095.724,2076188.14,5296974.442,2213890.486,147956.2415,137702.3465,-54121.28193,-12.75664764,131,164,0.785894374,0.989010989,0.919080919,0.919080919,1,0.988011988,0.93006993,0.93006993,1,0.011988012,0.084915085,0.084915085,0.001998002,0.013986014,0.07992008,0.07992008,0.000999001,0.899882179,0.100117821,0.002063804,0.899882179,0.100117821,0.002063804,0.89821059,0.001857564,0.099931845
Erithacus rubecula,4506176.071,3180501.404,4479114.566,3177857.282,27190.37368,-2644.121623,-27061.50479,-93.47584827,2016,2024,0.986568408,1,0.509490509,0.509490509,1,1,0.514485514,0.514485514,1,0.000999001,0.462537463,0.462537463,0.000999001,0.000999001,0.488511489,0.488511489,0.000999001,0.999928361,7.16E-05,0.0001767,0.999928361,7.16E-05,0.0001767,0.999751686,0.000176688,7.16E-05
Ficedula albicollis,5051591.8,2918457.62,5158629.181,2931381.771,107814.8165,12924.15037,107037.3813,90.93207334,381,469,0.879487955,1,0.997002997,0.997002997,1,0.998001998,0.998001998,0.998001998,1,0.001998002,0.001998002,0.001998002,0.000999001,0.000999001,0.001998002,0.001998002,0.000999001,0.999616867,0.000383133,0.01428735,0.999616867,0.000383133,0.01428735,0.985340385,0.014281954,0.000377661
Ficedula hypoleuca,4639275.691,3567216.115,4658436.662,3623486.406,59443.1539,56270.29158,19160.97155,22.84922484,1308,1224,0.949317347,1,0.92007992,0.92007992,1,1,0.916083916,0.916083916,1,0.000999001,0.060939061,0.060939061,0.000999001,0.000999001,0.063936064,0.063936064,0.000999001,0.998952306,0.001047694,0.004706773,0.998952306,0.001047694,0.004706773,0.994255368,0.004701864,0.001042768
Ficedula parva,5056738.59,3424950.723,5035368.831,3528798.662,106023.87,103847.9389,-21369.75902,-2.719910708,670,743,0.905611872,1,0.919080919,0.919080919,1,1,0.909090909,0.909090909,1,0.000999001,0.080919081,0.080919081,0.000999001,0.003996004,0.092907093,0.092907093,0.000999001,0.986864684,0.013135316,0.000851927,0.986914572,0.013085428,0.000851927,0.986034982,0.000840746,0.013124273
Ficedula semitorquata,5483143.831,2152320.573,5573824.861,2256101.451,137816.9795,103780.878,90681.03008,51.46060618,49,46,0.625721947,0.982017982,1,1,0.984015984,0.981018981,1,1,0.979020979,0.021978022,0.024975025,0.024975025,0.015984016,0.026973027,0.02997003,0.02997003,0.023976024,1,0,0.300271451,1,0,0.300170456,0.699728549,0.300271451,0
Garrulus glandarius,4523152.107,3105570.364,4524451.795,3112173.215,6729.549443,6602.8515,1299.687565,13.38600496,1972,1953,0.987079456,1,0.895104895,0.895104895,1,1,0.927072927,0.927072927,1,0.000999001,0.124875125,0.124875125,0.000999001,0.000999001,0.076923077,0.076923077,0.000999001,0.999321667,0.000678333,0.000120839,0.999523572,0.000476428,0.000120839,0.999200992,0.000120757,0.000678251
Hieraaetus pennatus,4275702.886,2366988.739,4163388.811,2348042.714,113900.8489,-18946.0257,-112314.0752,-100.0969578,354,413,0.904386791,1,0.848151848,0.848151848,1,1,0.822177822,0.822177822,1,0.000999001,0.181818182,0.181818182,0.000999001,0.002997003,0.158841159,0.158841159,0.002997003,0.993045165,0.006954835,0.004479532,0.993045165,0.006954835,0.004479532,0.988627587,0.004448516,0.006923896
Hippolais icterina,4850145.054,3501467.492,4859013.439,3509694.839,12097.00335,8227.346809,8868.385117,53.69829979,1158,1148,0.971602679,1,0.974025974,0.974025974,1,1,0.977022977,0.977022977,1,0.000999001,0.023976024,0.023976024,0.000999001,0.000999001,0.026973027,0.026973027,0.000999001,0.998493201,0.001506799,0.005331949,0.998493201,0.001506799,0.005331949,0.993177266,0.005323958,0.001498777
Hippolais olivetorum,5480425.408,1923282.324,5470811.303,2035736.709,112864.6078,112454.3848,-9614.104987,4.382854659,60,62,0.819192168,0.998001998,0.965034965,0.965034965,1,0.998001998,0.972027972,0.972027972,1,0.001998002,0.035964036,0.035964036,0.000999001,0.001998002,0.031968032,0.031968032,0.000999001,0.961631396,0.038368604,0.008673104,0.961631396,0.038368604,0.008673104,0.953608404,0.008343105,0.038048491
Hippolais polyglotta,3688698.152,2372996.601,3726066.929,2434047.736,71579.79199,61051.13497,37368.77761,25.61931615,530,585,0.921478799,0.998001998,0.813186813,0.813186813,1,0.998001998,0.772227772,0.772227772,1,0.000999001,0.208791209,0.208791209,0.000999001,0.000999001,0.193806194,0.193806194,0.000999001,0.973050385,0.026949615,0,0.973050385,0.026949615,0,0.973050385,0,0.026949615
Lanius collurio,4716047.821,3114867.812,4679287.98,3102833.831,38679.48635,-12033.98165,-36759.84154,-103.7031611,1609,1625,0.971514834,1,0.654345654,0.654345654,1,1,0.673326673,0.673326673,1,0.001998002,0.362637363,0.362637363,0.001998002,0.001998002,0.33966034,0.33966034,0.001998002,0.997157339,0.002842661,6.99E-05,0.997157339,0.002842661,6.99E-05,0.997087861,6.97E-05,0.002842463
Lanius senator,4116512.534,2238715.109,4110578.785,2158789.701,80145.36916,-79925.40787,-5933.748829,-177.5594734,599,504,0.886699563,1,1,1,1,1,1,1,1,0.000999001,0.287712288,0.287712288,0.000999001,0.001998002,0.31968032,0.31968032,0.000999001,1,0,0.071178182,1,0,0.066808024,0.928821818,0.071178182,0
Linaria cannabina,4498050.717,2984018.878,4493354.749,3003262.194,19808.01157,19243.31582,-4695.968309,-11.80974546,1851,1849,0.984477906,1,0.390609391,0.390609391,1,1,0.385614386,0.385614386,1,0.001998002,0.584415584,0.584415584,0.001998002,0.000999001,0.625374625,0.625374625,0.000999001,0.996936398,0.003063602,0,0.996936398,0.003063602,0,0.996936398,0,0.003063602
Locustella fluviatilis,5096685.228,3316112.354,5020762.767,3426765.169,134194.8792,110652.815,-75922.46142,-25.44233901,671,823,0.861926065,1,0.909090909,0.909090909,1,0.998001998,0.917082917,0.917082917,1,0.002997003,0.075924076,0.075924076,0.000999001,0.002997003,0.100899101,0.100899101,0.000999001,0.992020015,0.007979985,0.011331487,0.992020015,0.007979985,0.01125314,0.980867648,0.011242079,0.007890274
Locustella luscinioides,4677881.156,2957270.962,4837610.735,3089756.692,207523.5099,132485.7303,159729.579,54.21433681,738,893,0.848879462,0.997002997,0.853146853,0.853146853,1,0.996003996,0.856143856,0.856143856,1,0.007992008,0.146853147,0.146853147,0.001998002,0.003996004,0.148851149,0.148851149,0.000999001,0.995977391,0.004022609,0.005626229,0.995977391,0.004022609,0.005539671,0.990396208,0.005603724,0.004000067
Locustella naevia,4499298.375,3340706.35,4489480.071,3372809.044,33570.55391,32102.69459,-9818.303827,-14.88117128,1140,1209,0.945760981,1,0.956043956,0.956043956,1,1,0.965034965,0.965034965,1,0.000999001,0.031968032,0.031968032,0.000999001,0.000999001,0.043956044,0.043956044,0.000999001,0.999425287,0.000574713,0.010214988,0.999425287,0.000574713,0.010214988,0.989221977,0.010209178,0.000568845
Lophophanes cristatus,4418649.004,3212738.36,4419642.28,3167215.267,45533.92773,-45523.0928,993.2756729,179.8678126,1410,1411,0.962412382,1,0.996003996,0.996003996,1,1,1,1,1,0.001998002,0.002997003,0.002997003,0.001998002,0.000999001,0.000999001,0.000999001,0.000999001,0.998261024,0.001738976,0.00055475,0.998261024,0.001738976,0.00055475,0.997708201,0.000553786,0.001738013
Loxia pytyopsittacus,4745435.918,4370254.004,4769552.645,4359728.695,26313.46918,-10525.30918,24116.72712,120.4600523,403,378,0.933802766,1,0.911088911,0.911088911,1,1,0.927072927,0.927072927,1,0.000999001,0.086913087,0.086913087,0.000999001,0.000999001,0.086913087,0.086913087,0.000999001,0.96966144,0.03033856,0.003303243,0.96966144,0.03033856,0.003303243,0.966555276,0.003203349,0.030241375
Lullula arborea,4532536.621,2846169.071,4571417.212,2931251.527,93545.30829,85082.45621,38880.59088,26.75930014,1413,1570,0.945665688,1,0.56043956,0.56043956,1,1,0.563436563,0.563436563,1,0.000999001,0.455544456,0.455544456,0.000999001,0.000999001,0.451548452,0.451548452,0.000999001,0.998128449,0.001871551,0.001512839,0.998128449,0.001871551,0.001512839,0.996621262,0.001510012,0.001868725
Luscinia luscinia,5116178.411,3591673.388,5114231.652,3609429.397,17862.41145,17756.00946,-1946.758994,3.830484671,716,717,0.971608377,1,1,1,1,1,1,1,1,0.000999001,0.001998002,0.001998002,0.000999001,0.000999001,0.001998002,0.001998002,0.000999001,1,0,0.014744491,1,0,0.014744491,0.985255509,0.014744491,0
Luscinia megarhynchos,4280102.579,2556537.701,4297518.663,2582271.149,31072.98339,25733.44735,17416.08407,33.63550514,1122,1145,0.974637795,1,0.822177822,0.822177822,1,1,0.831168831,0.831168831,1,0.000999001,0.162837163,0.162837163,0.000999001,0.000999001,0.166833167,0.166833167,0.000999001,0.998729963,0.001270037,0.000341149,0.999049663,0.000950337,0.000341149,0.99838968,0.000340716,0.001269604
Melanocorypha calandra,4464398.956,2224605.134,4404411.503,2218728.555,60274.61124,-5876.57883,-59987.45353,-94.31117318,313,264,0.894494407,1,0.826173826,0.826173826,1,1,0.823176823,0.823176823,1,0.000999001,0.180819181,0.180819181,0.000999001,0.000999001,0.161838162,0.161838162,0.000999001,0.999744589,0.000255411,0.028065167,0.999744589,0.000255411,0.028065167,0.971693556,0.0280582,0.000248244
Merops apiaster,4536226.921,2429222.907,4577895.047,2559256.571,136546.6458,130033.6637,41668.12692,19.73731948,639,1019,0.851287725,0.999000999,0.612387612,0.612387612,1,0.999000999,0.599400599,0.599400599,1,0.003996004,0.353646354,0.353646354,0.000999001,0.000999001,0.373626374,0.373626374,0.000999001,0.998463645,0.001536355,0.000361576,0.998463645,0.001536355,0.000361576,0.998103179,0.000361021,0.0015358
Milvus milvus,4153182.552,2772572.718,4174458.091,2969205.429,197780.362,196632.7111,21275.53823,4.458927088,586,718,0.819919945,0.995004995,0.596403596,0.596403596,1,0.996003996,0.618381618,0.618381618,1,0.005994006,0.365634366,0.365634366,0.000999001,0.010989011,0.3996004,0.3996004,0.001998002,0.975603237,0.024396763,0.024228225,0.975603237,0.024396763,0.024228225,0.952529133,0.023651115,0.023819752
Monticola solitarius,4145574.76,2043748.781,4164741.18,2049954.859,20146.14234,6206.077967,19166.41979,70.35330425,381,402,0.960814317,1,0.887112887,0.887112887,1,1,0.894105894,0.894105894,1,0.000999001,0.105894106,0.105894106,0.000999001,0.000999001,0.114885115,0.114885115,0.000999001,0.992909927,0.007090073,0.003990006,0.992909927,0.007090073,0.003990006,0.988976188,0.003961828,0.007061983
Numenius arquata,4497629.862,3754725.002,4450596.789,3790290.1,58965.97487,35565.09779,-47033.07359,-50.493697,964,914,0.940934251,1,0.908091908,0.908091908,1,1,0.89010989,0.89010989,1,0.000999001,0.113886114,0.113886114,0.000999001,0.000999001,0.101898102,0.101898102,0.000999001,0.998762861,0.001237139,0.004979028,0.998762861,0.001237139,0.004979028,0.993796114,0.004972899,0.001230987
Numenius phaeopus,4551412.268,4608862.336,4577247.063,4643754.75,43415.63248,34892.4136,25834.7947,40.27932561,365,348,0.957363181,1,0.9000999,0.9000999,1,1,0.91008991,0.91008991,1,0.000999001,0.085914086,0.085914086,0.000999001,0.000999001,0.093906094,0.093906094,0.000999001,0.999917512,8.25E-05,0.011256603,0.999917512,8.25E-05,0.011256603,0.988662755,0.011255685,8.16E-05
Oenanthe hispanica,4128374.461,2048880.904,4108821.083,2009032.15,44387.58571,-39848.75409,-19553.37727,-155.6762288,339,273,0.927156204,1,0.93006993,0.93006993,1,1,0.929070929,0.929070929,1,0.000999001,0.085914086,0.085914086,0.000999001,0.000999001,0.073926074,0.073926074,0.000999001,0.998686559,0.001313441,0.006511603,0.998686559,0.001313441,0.006511603,0.992191994,0.006503106,0.0013049
Oenanthe leucura,3199234.012,1966114.109,3214732.115,1939785.925,30551.01404,-26328.18373,15498.10313,140.3295396,108,76,0.855405665,1,1,1,1,0.999000999,1,1,0.999000999,0.000999001,0.001998002,0.001998002,0.000999001,0.000999001,0.001998002,0.001998002,0.000999001,1,0,0.093106824,1,0,0.093106824,0.906893176,0.093106824,0
Oriolus oriolus,4581557.335,2876959.949,4583138.285,2906095.893,29178.80448,29135.94391,1580.950128,5.822465714,1508,1512,0.967828329,1,1,1,1,1,1,1,1,0.000999001,0.072927073,0.072927073,0.000999001,0.001998002,0.060939061,0.060939061,0.000999001,1,0,0.011562449,1,0,0.011505281,0.988437551,0.011562449,0
Otus scops,4343352.786,2272963.719,4473262.179,2352920.521,152543.5696,79956.80222,129909.3931,58.52917284,669,769,0.902940891,1,0.629370629,0.629370629,1,1,0.625374625,0.625374625,1,0.001998002,0.380619381,0.380619381,0.001998002,0.000999001,0.364635365,0.364635365,0.000999001,0.999591411,0.000408589,0.001352752,0.999591411,0.000408589,0.001352752,0.998239764,0.0013522,0.000408036
Passer hispaniolensis,4689792.93,2015421.757,4500141.026,2069650.962,197252.7603,54229.20531,-189651.9041,-70.71797723,182,273,0.819412343,1,0.757242757,0.757242757,1,1,0.717282717,0.717282717,1,0.001998002,0.27972028,0.27972028,0.001998002,0.001998002,0.267732268,0.267732268,0.000999001,0.861268693,0.138731307,0,0.861268693,0.138731307,0,0.861268693,0,0.138731307
Passer italiae,4483771.19,2222595.567,4451198.734,2269979.83,57499.85464,47384.26354,-32572.45542,-32.91734444,155,158,0.903403286,1,0.988011988,0.988011988,1,1,0.994005994,0.994005994,1,0.001998002,0.006993007,0.006993007,0.001998002,0.001998002,0.005994006,0.005994006,0.001998002,0.93252682,0.06747318,0.011612454,0.93252682,0.06747318,0.011612454,0.922420639,0.010837416,0.066741945
Perdix perdix,4659074.9,3083156.604,4716495.081,3133842.363,76590.6222,50685.75921,57420.18131,52.33742847,1329,1196,0.916479095,1,1,1,1,1,1,1,1,0.000999001,0.108891109,0.108891109,0.000999001,0.000999001,0.108891109,0.108891109,0.000999001,1,0,0.019616043,1,0,0.019616043,0.980383957,0.019616043,0
Periparus ater,4385704.53,3149300.752,4427217.544,3156293.669,42097.87719,6992.916973,41513.01454,81.16961469,1691,1671,0.966956747,1,0.681318681,0.681318681,1,1,0.678321678,0.678321678,1,0.000999001,0.350649351,0.350649351,0.000999001,0.001998002,0.323676324,0.323676324,0.001998002,0.998312813,0.001687187,3.90E-05,0.998312813,0.001687187,3.90E-05,0.998273941,3.89E-05,0.001687121
Pernis apivorus,4611010.911,3162421.463,4608055.518,3109973.673,52530.99024,-52447.78918,-2955.392609,-173.5066411,1413,1564,0.935463497,1,0.97002997,0.97002997,1,1,0.961038961,0.961038961,1,0.001998002,0.023976024,0.023976024,0.001998002,0.000999001,0.02997003,0.02997003,0.000999001,0.999822849,0.000177151,0.001985324,0.999822849,0.000177151,0.001985324,0.997838228,0.001984973,0.000176799
Phoenicurus phoenicurus,4542056.641,3297466.764,4544096.695,3293727.786,4259.317235,-3738.978518,2040.054644,153.9703628,1758,1743,0.976138245,1,0.914085914,0.914085914,1,1,0.914085914,0.914085914,1,0.000999001,0.092907093,0.092907093,0.000999001,0.000999001,0.078921079,0.078921079,0.000999001,0.998357152,0.001642848,0.0002342,0.998357152,0.001642848,0.0002342,0.998123721,0.000233815,0.001642464
Phylloscopus bonelli,3753794.668,2421929.155,3747654.692,2372066.258,50239.50473,-49862.89739,-6139.975509,-178.1763929,474,464,0.936482435,1,0.928071928,0.928071928,1,1,0.948051948,0.948051948,1,0.000999001,0.083916084,0.083916084,0.000999001,0.000999001,0.083916084,0.083916084,0.000999001,0.994525337,0.005474663,0.003895978,0.994525337,0.005474663,0.003895978,0.990671818,0.003874732,0.00545345
Phylloscopus trochilus,4594968.403,3540729.719,4583516.634,3556192.126,19241.33705,15462.40735,-11451.76888,-33.07310128,1497,1467,0.963496119,1,1,1,1,1,1,1,1,0.000999001,0.090909091,0.090909091,0.000999001,0.000999001,0.085914086,0.085914086,0.000999001,1,0,0.012277108,1,0,0.012277108,0.987722892,0.012277108,0
Pluvialis apricaria,4464320.9,4365162.547,4484158.349,4408923.288,48047.13139,43760.74081,19837.44939,26.55701949,548,515,0.9556576,1,0.904095904,0.904095904,1,1,0.919080919,0.919080919,1,0.000999001,0.085914086,0.085914086,0.000999001,0.000999001,0.068931069,0.068931069,0.000999001,0.999914663,8.53E-05,0.004414434,0.999914663,8.53E-05,0.004414434,0.995500981,0.004414059,8.50E-05
Poecile lugubris,5423218.703,2188609.151,5428456.161,2180917.3,9305.672477,-7691.850714,5237.458624,155.3400664,103,93,0.915940917,1,0.996003996,0.996003996,1,1,0.999000999,0.999000999,1,0.000999001,0.001998002,0.001998002,0.000999001,0.000999001,0.000999001,0.000999001,0.000999001,0.97575045,0.02424955,0.013127936,0.97575045,0.02424955,0.013127936,0.963247507,0.012813668,0.023938825
Poecile palustris,4584853.143,3073138.55,4592257.165,3060842.013,14353.54946,-12296.53748,7404.022433,151.8461162,1396,1363,0.97329424,1,0.999000999,0.999000999,1,1,1,1,1,0.000999001,0.001998002,0.001998002,0.000999001,0.000999001,0.000999001,0.000999001,0.000999001,0.996021473,0.003978527,0.000148476,0.996021473,0.003978527,0.000148476,0.995874177,0.000147885,0.003977938
Porzana porzana,4837134.102,3286986.135,4826982.925,3473042.316,186332.8978,186056.1808,-10151.1767,2.948517413,924,857,0.863114404,0.998001998,0.88011988,0.88011988,1,0.999000999,0.871128871,0.871128871,1,0.001998002,0.136863137,0.136863137,0.000999001,0.002997003,0.117882118,0.117882118,0.000999001,0.998668858,0.001331142,0.022171863,0.998668858,0.001331142,0.022156376,0.97655533,0.022143003,0.001301667
Prunella modularis,4441690.308,3349006.017,4395630.872,3398293.016,67458.72695,49286.99814,-46059.43613,-41.61727731,1694,1576,0.948535559,1,0.96003996,0.96003996,1,1,0.971028971,0.971028971,1,0.000999001,0.025974026,0.025974026,0.000999001,0.001998002,0.030969031,0.030969031,0.001998002,0.999726246,0.000273754,0.006304685,0.999726246,0.000273754,0.006304685,0.993425001,0.00630297,0.000272028
Rallus aquaticus,4460803.736,2965142.033,4497145.983,3089432.672,129494.8716,124290.6385,36342.24764,17.80445205,1461,1528,0.922021769,1,0.619380619,0.619380619,1,1,0.606393606,0.606393606,1,0.001998002,0.3996004,0.3996004,0.001998002,0.000999001,0.402597403,0.402597403,0.000999001,0.999529318,0.000470682,0.001491827,0.999529318,0.000470682,0.001491827,0.998038893,0.001491126,0.00046998
Regulus ignicapilla,4200804.386,2653332.256,4258748.246,2777520.555,137040.9592,124188.2989,57943.86003,23.80067343,961,1214,0.866018932,0.999000999,0.831168831,0.831168831,1,0.998001998,0.838161838,0.838161838,1,0.001998002,0.155844156,0.155844156,0.000999001,0.002997003,0.184815185,0.184815185,0.001998002,0.935528668,0.064471332,3.83E-05,0.936109208,0.063890792,3.83E-05,0.935495112,3.59E-05,0.06446902
