"species","PCA_percent"
"Sylvia_ruppeli",0.780887101182251
"Sylvia_undata",0.74503492091245
"Syrmaticus_reevesii",0.748999126538084
"Tachybaptus_ruficollis",0.692787585613186
"Tadorna_ferruginea",0.625781522026594
"Tadorna_tadorna",0.756533359603724
"Tetrao_urogallus",0.75511266752735
"Tetrax_tetrax",0.696731485947884
"Thalasseus_sandvicensis",0.704551971706342
"Tichodroma_muraria",0.690342203285595
"Tringa_erythropus",0.757399433785128
"Tringa_glareola",0.729780919581648
"Tringa_nebularia",0.761090001451412
"Tringa_ochropus",0.747922686059045
"Tringa_stagnatilis",0.754320263106025
"Tringa_totanus",0.666788154646504
"Troglodytes_troglodytes",0.609536094683755
"Turdus_iliacus",0.767866122289082
"Turdus_philomelos",0.739472052251866
"Turdus_pilaris",0.750529510377368
"Turdus_torquatus",0.696892630436781
"Turdus_viscivorus",0.672594520121718
"Tyto_alba",0.699259729992299
"Upupa_epops",0.662578948040488
"Vanellus_vanellus",0.736196020371786
