"species","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","nS_NA","nE_NA","nU_NA","nS_A","nE_A","nU_A","n_centroid_hist_X","n_centroid_hist_Y","n_centroid_rec_X","n_centroid_rec_Y","n_centroids_dist","niche_stability_std","niche_unfilling_std","niche_expansion_std","niche_abandonment_std","niche_pioneering_std"
"Anthus petrosus",0.848784606477424,1,1,1,0.999000999000999,1,1,1,0.997002997002997,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.970008779310555,0.0299912206894447,0.00740979762200493,0.974878651020394,0.025121348979606,0.00740979762200493,1.52023560441087,2.18664099539989,1.83762931602735,2.44117150106741,0.406847079980976,0.963035224799607,0.0071891663866229,0.024816159361498,0,0.00495944945227237
"Anthus pratensis",0.89858524185259,1,0.992007992007992,0.992007992007992,0.982017982017982,1,1,1,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.021978021978022,0.002997002997003,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.994793037095895,0.00520696290410479,0.00567702379963497,0.995984700603527,0.00401529939647322,0.00382634817479234,0.433750250660163,-1.15179928627456,0.1385502955239,-0.85867443882596,0.416011045170941,0.989174813407839,0.00379946531902227,0.00398784542460967,0.00184816537254106,0.00118971047598807
"Anthus trivialis",0.866729370563014,1,0.959040959040959,0.959040959040959,0.963036963036963,1,0.986013986013986,0.986013986013986,0.973026973026973,0.000999000999000999,0.041958041958042,0.041958041958042,0.044955044955045,0.001998001998002,0.012987012987013,0.012987012987013,0.024975024975025,0.994069299570422,0.00593070042957758,0.00868010994204715,0.994776881029566,0.00522311897043408,0.00772411418795223,0.135456157544234,-1.0719928275355,-0.160603822468049,-0.813021132979168,0.39334190006437,0.98549140100182,0.00767130212617594,0.00517436515658156,0.000957772901399459,0.000705158814023122
"Apus apus",0.883696220688767,1,0.995004995004995,0.995004995004995,0.994005994005994,1,1,1,1,0.001998001998002,0.00699300699300699,0.00699300699300699,0.010989010989011,0.002997002997003,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.997739122245788,0.00226087775421161,0.00475088733554443,0.998139316599075,0.0018606834009255,0.0037256392287385,-0.171888477163827,-0.609458759682419,-0.428754911862288,-0.4319666875699,0.312223959582691,0.993009642176563,0.00371343058005082,0.00185112090810372,0.00102676649529255,0.000399039839989674
"Apus pallidus",0.745676677952799,1,0.983016983016983,0.983016983016983,0.999000999000999,0.999000999000999,0.983016983016983,0.983016983016983,1,0.000999000999000999,0.016983016983017,0.016983016983017,0.001998001998002,0.001998001998002,0.00999000999000999,0.00999000999000999,0.000999000999000999,0.936608284090219,0.0633917159097813,0.00171837259915553,0.936608284090219,0.0633917159097813,0.00171837259915553,-3.3847746581741,2.13505951441865,-2.96621418388263,1.83766959841468,0.513452658752442,0.935100703147786,0.0016096173480863,0.063289679504128,0,0
"Aquila adalberti",0.657977528247879,0.988011988011988,0.984015984015984,0.984015984015984,0.991008991008991,0.986013986013986,0.978021978021978,0.978021978021978,0.989010989010989,0.014985014985015,0.017982017982018,0.017982017982018,0.00799200799200799,0.016983016983017,0.026973026973027,0.026973026973027,0.013986013986014,0.884476629769013,0.115523370230987,0.0850748030590012,0.884476629769013,0.115523370230987,0.0850748030590012,-3.99958719510714,1.62417067793394,-4.04322572849517,0.874765454427639,0.750674703593231,0.817262111296894,0.0759935494165327,0.106744339286574,0,0
"Aquila chrysaetos",0.796437536508808,1,0.968031968031968,0.968031968031968,1,1,1,1,1,0.001998001998002,0.035964035964036,0.035964035964036,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.998054318019461,0.00194568198053919,0.0193723490635813,0.999982499220572,1.75007794278355e-05,0.00682527181437301,0.947324171782527,0.0278949089020609,0.837691950995497,-0.01333650385795,0.11712921596631,0.978756553099721,0.00672618757346778,1.71293023254885e-05,0.0126091978572912,0.00189093216719429
"Branta leucopsis",0.487535471252843,0.975024975024975,0.989010989010989,0.989010989010989,0.933066933066933,0.971028971028971,0.995004995004995,0.995004995004995,0.956043956043956,0.034965034965035,0.00899100899100899,0.00899100899100899,0.0759240759240759,0.035964035964036,0.00899100899100899,0.00899100899100899,0.045954045954046,0.943811772548434,0.0561882274515663,0.0515876332107687,0.943838388088952,0.0561616119110477,0.046410489045151,0.604627886729816,-1.67902535434009,0.116042766340508,-0.837556343414214,0.973029041814477,0.897724918315914,0.0436916010593919,0.0534177027567391,0.00513895559713119,2.68222708239632e-05
"Buteo buteo",0.866725579374605,0.997002997002997,0.994005994005994,0.994005994005994,0.985014985014985,0.999000999000999,1,1,0.992007992007992,0.001998001998002,0.001998001998002,0.001998001998002,0.012987012987013,0.003996003996004,0.000999000999000999,0.000999000999000999,0.00599400599400599,0.998298698562743,0.00170130143725678,0.00790230101365031,0.998464200368526,0.00153579963147379,0.00733630657491434,-0.285261399891615,-0.689026071711181,-0.464610088681625,-0.387228801990842,0.351066295991721,0.990423157188285,0.00731974783419052,0.00152343120489593,0.000569215044151377,0.000164448728477463
"Caprimulgus ruficollis",0.779096189729719,1,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.998001998001998,0.998001998001998,0.998001998001998,0.001998001998002,0.001998001998002,0.001998001998002,0.004995004995005,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.996487449544868,0.00351255045513219,0.0789337418220128,0.996487449544868,0.00351255045513219,0.0789337418220128,-3.55683798520048,1.45950385345842,-4.04407891779747,1.10833666484076,0.600601465832057,0.918085513716243,0.078678297317677,0.00323618896607996,0,0
"Carduelis carduelis",0.870974748469838,1,0.998001998001998,0.998001998001998,1,1,1,1,0.999000999000999,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.993383039068114,0.00661696093188573,0.00139460482345355,0.993975385827786,0.00602461417221372,0.00137061637914896,-0.466892520064986,-0.296072938700335,-0.541026988892321,-0.216335946870267,0.108875650787582,0.992006816574464,0.0013615269221245,0.00601268241777427,2.38626401349402e-05,0.000595111445502541
"Carduelis citrinella",0.85641109340112,1,0.997002997002997,0.997002997002997,0.999000999000999,1,0.996003996003996,0.996003996003996,1,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.979691811827457,0.0203081881725426,0.00643304257469118,0.979691811827457,0.0203081881725426,0.00428659582343486,1.74586690066996,0.498926988298097,1.70155545878274,0.569179820848888,0.0830600045962789,0.973516596248078,0.00419103745918995,0.0201801811416804,0.00211218515105181,0
"Certhia brachydactyla",0.864114011885879,0.998001998001998,0.981018981018981,0.981018981018981,0.99000999000999,0.998001998001998,0.982017982017982,0.982017982017982,0.993006993006993,0.003996003996004,0.021978021978022,0.021978021978022,0.011988011988012,0.003996003996004,0.018981018981019,0.018981018981019,0.00999000999000999,0.995967849017061,0.00403215098293917,0.00770095254581447,0.995967849017061,0.00403215098293917,0.00770095254581447,-0.720343439569689,0.31439720186857,-0.77317365394095,0.322462132812806,0.0534422553944785,0.988328636865796,0.007670139311027,0.00400122382317693,0,0
"Cettia cetti",0.848911687371599,1,0.976023976023976,0.976023976023976,0.982017982017982,0.999000999000999,0.971028971028971,0.971028971028971,0.977022977022977,0.004995004995005,0.033966033966034,0.033966033966034,0.02997002997003,0.000999000999000999,0.026973026973027,0.026973026973027,0.018981018981019,0.97600038286738,0.0239996171326196,0.00756272149562142,0.97600038286738,0.0239996171326196,0.00756272149562142,-1.5660306443491,1.43887167939981,-1.26751257949383,1.5201136616377,0.309375653086793,0.968795002429923,0.00738255902757794,0.0238224385424988,0,0
"Charadrius hiaticula",0.828655977478186,1,0.954045954045954,0.954045954045954,0.997002997002997,1,1,1,1,0.001998001998002,0.051948051948052,0.051948051948052,0.00599400599400599,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.994747208140681,0.00525279185931933,0.0169591142226912,0.997779597804517,0.00222040219548252,0.00521523962044228,1.36463961908167,-0.5541966432851,0.743226636380744,-0.494533207005814,0.62427063097499,0.977964296312332,0.00512705697618449,0.00217630634602417,0.0117444775111734,0.00298786285428574
"Ciconia ciconia",0.797022821729938,0.995004995004995,0.992007992007992,0.992007992007992,0.991008991008991,0.996003996003996,0.992007992007992,0.992007992007992,0.989010989010989,0.004995004995005,0.00699300699300699,0.00699300699300699,0.00899100899100899,0.00599400599400599,0.010989010989011,0.010989010989011,0.012987012987013,0.983894429476836,0.0161055705231639,0.00123267490258952,0.983894429476836,0.0161055705231639,0.00123267490258952,-0.756023092281864,-1.35599799917738,-0.785912070323429,-0.811902974720905,0.544915357323188,0.982701117005841,0.00121284604856456,0.016086036945595,0,0
"Cinclus cinclus",0.869062520843136,1,0.99000999000999,0.99000999000999,0.992007992007992,1,1,1,1,0.002997002997003,0.00599400599400599,0.00599400599400599,0.00699300699300699,0.003996003996004,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.994737758114733,0.00526224188526669,0.0090500465731904,0.996029502450242,0.00397049754975737,0.00747273702281622,0.890375690069849,0.0742718121993711,0.533547959497072,0.0699225888483739,0.35685423501687,0.985782281511823,0.00742195406239333,0.00392964879424589,0.00158089772427544,0.00128521790726215
"Circus aeruginosus",0.831557295148802,1,0.988011988011988,0.988011988011988,0.989010989010989,0.999000999000999,0.989010989010989,0.989010989010989,0.985014985014985,0.00599400599400599,0.017982017982018,0.017982017982018,0.01998001998002,0.00699300699300699,0.014985014985015,0.014985014985015,0.016983016983017,0.987822666751581,0.0121773332484188,0.00233120357050579,0.987822666751581,0.0121773332484188,0.00233120357050579,-0.533617181348578,-1.24252213181169,-0.612002664792975,-0.910889060830038,0.340770858178243,0.985547828600602,0.00230288110158441,0.0121492902978133,0,0
"Circus pygargus",0.834737916888161,1,0.999000999000999,0.999000999000999,0.999000999000999,1,0.999000999000999,0.999000999000999,0.998001998001998,0.002997002997003,0.00599400599400599,0.00599400599400599,0.00699300699300699,0.00599400599400599,0.00699300699300699,0.00699300699300699,0.00799200799200799,0.997216397905758,0.00278360209424183,0.0139522325377981,0.997216397905758,0.00278360209424183,0.0139522325377981,-0.732749072597596,-0.017531917251349,-0.765220546396799,-0.727532532607335,0.710742759665247,0.983341193309583,0.0139139354560499,0.00274487123436722,0,0
"Coccothraustes coccothraustes",0.80376315392325,0.998001998001998,1,1,1,1,1,1,1,0.003996003996004,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.002997002997003,0.000999000999000999,0.000999000999000999,0.001998001998002,0.988876675869344,0.0111233241306562,0.00393269438496329,0.988930513926844,0.0110694860731561,0.00393269438496329,-0.385429815879213,-0.848154873270783,-0.485393756363059,-0.627823952993938,0.241947316222146,0.985030815931598,0.00388911987873957,0.0110258352280867,4.33680868994202e-19,5.42289615753453e-05
"Columba oenas",0.826939742322284,1,0.986013986013986,0.986013986013986,1,1,0.988011988011988,0.988011988011988,0.999000999000999,0.00599400599400599,0.01998001998002,0.01998001998002,0.00799200799200799,0.001998001998002,0.018981018981019,0.018981018981019,0.002997002997003,0.998591641764191,0.0014083582358087,0.0160794544547197,0.998591641764191,0.0014083582358087,0.0160794544547197,-0.133503750109133,-0.737010326964799,-0.328206100610602,-0.645241454966487,0.215245281385306,0.98255708356782,0.016057172447431,0.00138574398474856,0,0
"Columba palumbus",0.895362837189369,1,0.994005994005994,0.994005994005994,0.993006993006993,1,1,1,0.997002997002997,0.003996003996004,0.011988011988012,0.011988011988012,0.017982017982018,0.001998001998002,0.000999000999000999,0.000999000999000999,0.004995004995005,0.995657172998304,0.00434282700169577,0.00358492139581462,0.99636642553066,0.00363357446934038,0.0029907840022643,-0.0965474397283512,-0.635108611077326,-0.325190115337263,-0.434139105850208,0.304411259878531,0.992103266047533,0.00297606735131309,0.00361802747070646,0.000593340922087988,0.000709298208359507
"Coracias garrulus",0.678115565022816,0.993006993006993,0.998001998001998,0.998001998001998,0.991008991008991,0.993006993006993,0.995004995004995,0.995004995004995,0.992007992007992,0.00899100899100899,0.00699300699300699,0.00699300699300699,0.010989010989011,0.00999000999000999,0.004995004995005,0.004995004995005,0.00699300699300699,0.985107563042009,0.0148924369579908,0.0256492918776456,0.985107563042009,0.0148924369579908,0.0253496918468273,-1.42574237230706,-1.31720019942927,-2.05130023195517,0.229217776103187,1.66815202868846,0.960207031952642,0.0249740364985662,0.0145160013245827,0.000302930224208926,1.73472347597681e-18
"Crex crex",0.765969179580952,1,0.987012987012987,0.987012987012987,0.975024975024975,1,0.994005994005994,0.994005994005994,0.983016983016983,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.020979020979021,0.002997002997003,0.00799200799200799,0.00799200799200799,0.01998001998002,0.994639264595722,0.00536073540427825,0.0126106180745851,0.994911251180772,0.00508874881922843,0.0125736727993923,-0.100136437265331,-1.49492443992803,-0.260681456493028,-1.21572620969824,0.322065761859703,0.9821626450505,0.0125066462119373,0.00502354254649281,3.72176684945089e-05,0.000269948522575164
"Cyanistes caeruleus",0.888896561499473,1,0.989010989010989,0.989010989010989,0.992007992007992,1,1,1,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.003996003996004,0.001998001998002,0.000999000999000999,0.000999000999000999,0.001998001998002,0.997115481469513,0.0028845185304866,0.00359166108131164,0.997751860135203,0.0022481398647974,0.00336698296496645,-0.197790038475751,-0.580121283347243,-0.351114997588758,-0.377819415949197,0.253839690828172,0.993544473933465,0.00335654876117047,0.00223865975954814,0.000224789210620917,0.000635528335194896
"Cygnus olor",0.723667746452385,0.998001998001998,0.979020979020979,0.979020979020979,0.991008991008991,0.999000999000999,0.988011988011988,0.988011988011988,0.989010989010989,0.003996003996004,0.022977022977023,0.022977022977023,0.012987012987013,0.004995004995005,0.00799200799200799,0.00799200799200799,0.016983016983017,0.969103735961801,0.0308962640381986,0.000770178901494725,0.969893389458945,0.030106610541055,0.000770178901494725,-0.0145214615735785,-0.848647812209228,-0.411827954242151,-0.625059016284089,0.455899549001593,0.968380395952648,0.000746401011895253,0.0300596454758836,1.0842021724855e-19,0.000813557559573172
"Dendrocopos major",0.86378570651285,1,0.996003996003996,0.996003996003996,0.985014985014985,1,1,1,0.994005994005994,0.000999000999000999,0.003996003996004,0.003996003996004,0.013986013986014,0.003996003996004,0.000999000999000999,0.000999000999000999,0.00899100899100899,0.995874249130077,0.00412575086992333,0.00726094605326242,0.996506437453943,0.00349356254605715,0.00645053436961158,-0.130156287822034,-0.830272928920808,-0.339695051805154,-0.524567492908143,0.370624212942527,0.988672877460844,0.00641887354075276,0.00346609957064065,0.000812332282194608,0.000629817145568062
"Emberiza calandra",0.866384822022041,1,0.981018981018981,0.981018981018981,0.998001998001998,1,0.982017982017982,0.982017982017982,0.999000999000999,0.000999000999000999,0.021978021978022,0.021978021978022,0.003996003996004,0.001998001998002,0.025974025974026,0.025974025974026,0.002997002997003,0.991691632336258,0.00830836766374209,0.00332510881654555,0.991691632336258,0.00830836766374209,0.00332510881654555,-0.78249705306154,0.164024923026026,-0.912762176374406,0.154680017902516,0.130599883627373,0.988421456101375,0.00329757368949362,0.0082809702091315,0,0
"Emberiza cia",0.842957103381068,1,0.994005994005994,0.994005994005994,0.998001998001998,1,0.994005994005994,0.994005994005994,0.999000999000999,0.001998001998002,0.004995004995005,0.004995004995005,0.001998001998002,0.000999000999000999,0.00599400599400599,0.00599400599400599,0.001998001998002,0.991744043456064,0.00825595654393611,0.00949430120116095,0.991744043456064,0.00825595654393611,0.0093512045017815,-1.16427388724455,0.920164143342116,-0.800233829649591,0.989418960930219,0.37056901286117,0.982405132165578,0.00927338864815338,0.00817821305125705,0.000143266135011661,0
"Emberiza cirlus",0.885381011987358,1,0.994005994005994,0.994005994005994,0.998001998001998,1,0.991008991008991,0.991008991008991,0.999000999000999,0.000999000999000999,0.011988011988012,0.011988011988012,0.002997002997003,0.000999000999000999,0.00899100899100899,0.00899100899100899,0.001998001998002,0.992619510225258,0.00738048977474183,0.00658538792450553,0.992619510225258,0.00738048977474183,0.00658538792450553,-1.21134772540266,1.24364461464988,-1.05148629612749,1.34298756778154,0.188214502381775,0.986130654980071,0.00653710226158519,0.00733224275834376,0,0
"Emberiza citrinella",0.860982524275713,0.997002997002997,0.99000999000999,0.99000999000999,0.975024975024975,0.998001998001998,1,1,0.969030969030969,0.001998001998002,0.017982017982018,0.017982017982018,0.032967032967033,0.002997002997003,0.000999000999000999,0.000999000999000999,0.018981018981019,0.998032296618803,0.00196770338119676,0.0115283082201158,0.998504945032088,0.0014950549679124,0.0105825329120605,0.141704981081249,-1.04228534242448,-0.139172345025493,-0.817402923893921,0.359811303998397,0.986549051855593,0.0105518531438014,0.00147715348672467,0.000954031788092871,0.000467909725787947
"Emberiza hortulana",0.760721428076279,0.994005994005994,0.984015984015984,0.984015984015984,0.954045954045954,0.984015984015984,0.972027972027972,0.972027972027972,0.939060939060939,0.018981018981019,0.030969030969031,0.030969030969031,0.0679320679320679,0.00899100899100899,0.010989010989011,0.010989010989011,0.03996003996004,0.997927250439157,0.00207274956084303,0.0288308156948068,0.997927250439157,0.00207274956084303,0.0281361276764437,-0.408251550856738,-1.33864820037141,-0.792923419622376,-1.21607511413432,0.403728384052118,0.969214113129812,0.0280594153249404,0.00201311080188322,0.000713360743364026,0
"Emberiza melanocephala",0.751860401865615,0.997002997002997,0.956043956043956,0.956043956043956,0.994005994005994,0.997002997002997,0.957042957042957,0.957042957042957,0.997002997002997,0.00799200799200799,0.044955044955045,0.044955044955045,0.012987012987013,0.003996003996004,0.0539460539460539,0.0539460539460539,0.00599400599400599,0.947165550443715,0.0528344495562854,0.00441136427178315,0.947165550443715,0.0528344495562854,0.00441136427178315,-2.4853267661705,1.18285038737146,-1.83734633443357,0.608881776376612,0.865631911565953,0.943207093341599,0.00417926633866823,0.0526136403197327,0,0
"Erithacus rubecula",0.898910561697343,1,0.995004995004995,0.995004995004995,0.979020979020979,1,1,1,0.997002997002997,0.001998001998002,0.003996003996004,0.003996003996004,0.01998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.002997002997003,0.996060064087132,0.00393993591286774,0.00559215580311274,0.996693518989168,0.00330648101083198,0.00464447026507288,-0.0506846440438911,-0.658544566794972,-0.304987423056118,-0.4319666875699,0.340598647630129,0.990511764703199,0.00462186856950904,0.00328597334947896,0.000948377225876833,0.000632016151936044
"Ficedula albicollis",0.764508213418647,0.983016983016983,0.968031968031968,0.968031968031968,0.974025974025974,0.986013986013986,0.964035964035964,0.964035964035964,0.974025974025974,0.00599400599400599,0.025974025974026,0.025974025974026,0.017982017982018,0.015984015984016,0.036963036963037,0.036963036963037,0.02997002997003,0.97690952134159,0.02309047865841,0.01330507987398,0.97690952134159,0.02309047865841,0.01330507987398,-0.580647931947409,-1.49754092920049,-0.837180505635329,-1.3006590546598,0.323375066889214,0.964207886716598,0.0130018536491982,0.0227902596342034,0,0
"Ficedula hypoleuca",0.85212585697768,1,1,1,0.992007992007992,1,1,1,1,0.001998001998002,0.001998001998002,0.001998001998002,0.00599400599400599,0.003996003996004,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.99463298895609,0.00536701104391039,0.00786615902240522,0.995886253820569,0.00411374617943136,0.00618270567577368,0.316783144717115,-1.41617066345725,0.0251247411551945,-1.18095050009163,0.374690738639265,0.986850710324791,0.00613936537702857,0.0040764227076069,0.00168490620626848,0.00124859538430538
"Ficedula parva",0.757958433447686,0.999000999000999,0.997002997002997,0.997002997002997,0.966033966033966,0.998001998001998,0.991008991008991,0.991008991008991,0.962037962037962,0.00699300699300699,0.012987012987013,0.012987012987013,0.046953046953047,0.00699300699300699,0.013986013986014,0.013986013986014,0.04995004995005,0.968846530397274,0.0311534696027258,0.0109654909314552,0.968846530397274,0.0311534696027258,0.0109654909314552,-0.203565256733071,-1.70773673170146,-0.30358289112839,-1.54966715233733,0.187054855885614,0.958550105816277,0.0106275083389889,0.0308223858447344,0,0
"Ficedula semitorquata",0.615898356520954,0.931068931068931,0.953046953046953,0.953046953046953,0.961038961038961,0.922077922077922,0.944055944055944,0.944055944055944,0.946053946053946,0.0739260739260739,0.0539460539460539,0.0539460539460539,0.04995004995005,0.0769230769230769,0.0579420579420579,0.0579420579420579,0.0559440559440559,0.966941161130186,0.0330588388698139,0.196906609816221,0.966941161130186,0.0330588388698139,0.196906609816221,-2.10587146231726,-0.289189542877386,-1.5684874663377,-0.310455497633862,0.537804611328933,0.781632092343057,0.191644617311084,0.0267232903458597,0,0
"Garrulus glandarius",0.880628072896062,1,0.987012987012987,0.987012987012987,0.994005994005994,1,1,1,0.997002997002997,0.000999000999000999,0.026973026973027,0.026973026973027,0.017982017982018,0.001998001998002,0.000999000999000999,0.000999000999000999,0.002997002997003,0.996539303416009,0.00346069658399122,0.00468316564626169,0.997144357172371,0.00285564282762874,0.0040522107359324,-0.189154149972375,-0.658544566794972,-0.384093340842488,-0.444833402936759,0.289264152107941,0.991888420335959,0.00403569438986596,0.0028405907659875,0.00063133987973751,0.000603954628449532
"Hieraaetus pennatus",0.783852213742656,0.998001998001998,0.986013986013986,0.986013986013986,1,1,0.988011988011988,0.988011988011988,0.999000999000999,0.001998001998002,0.017982017982018,0.017982017982018,0.00699300699300699,0.000999000999000999,0.015984015984016,0.015984015984016,0.000999000999000999,0.968730122631053,0.0312698773689474,0.00388016061956357,0.968730122631053,0.0312698773689474,0.00348626753092587,-1.66950776223662,0.414637372415942,-1.7549558584095,0.663336226794684,0.262968624190928,0.965088390404442,0.00337632709948122,0.0311523250006703,0.000382957495406901,0
